winner,winner score,loser score,strategy,opponent,against,hand,length,target
AI-origin,484,490,"[2, 3, 0, 0, 0, 2, 0, 1]","[2, 0, 0, 1, 0, 0, 0, 0]",0,3 3 6 6 8 8 9 9 9 9 10 J K K K K A A A 2 2,20,best
AI-origin,484,490,"[1, 3, 0, 0, 0, 2, 0, 1]","[3, 0, 0, 1, 0, 0, 0, 0]",0,3 3 6 6 8 8 9 9 9 9 J K K K K A A A 2 2,19,pass
AI-origin,484,490,"[1, 3, 0, 0, 0, 2, 0, 1]","[4, 0, 0, 1, 0, 0, 0, 0]",0,3 3 6 6 8 8 9 9 9 9 J K K K K A A A 2 2,18,best
AI-origin,484,490,"[0, 2, 0, 0, 0, 2, 0, 0]","[4, 1, 0, 1, 0, 0, 0, 0]",1,8 8 9 9 9 9 K K K K 2 2,16,best
AI-origin,484,490,"[0, 1, 0, 0, 0, 2, 0, 0]","[4, 1, 0, 1, 0, 1, 0, 0]",5,9 9 9 9 K K K K 2 2,12,best
AI-origin,484,490,"[0, 1, 0, 0, 0, 1, 0, 0]","[4, 1, 0, 1, 0, 2, 0, 0]",5,K K K K 2 2,8,pass
AI-origin,484,490,"[0, 1, 0, 0, 0, 1, 0, 0]","[4, 2, 0, 1, 0, 2, 0, 0]",1,K K K K 2 2,6,pass
new-tree-v6,494,471,"[2, 6, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 5 5 6 6 8 8 9 9 10 10 10 10 J Q Q Q Q K K A A,22,pass
new-tree-v6,494,471,"[2, 6, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",0,3 5 5 6 6 8 8 9 9 10 10 10 10 J Q Q Q Q K K A A,21,best
new-tree-v6,494,471,"[0, 6, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 0]",0,5 5 6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K A A,20,pass
new-tree-v6,494,471,"[0, 6, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 1, 0, 0, 0, 0]",1,5 5 6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K A A,18,best
new-tree-v6,494,471,"[0, 5, 0, 0, 0, 2, 0, 0]","[2, 2, 0, 1, 0, 0, 0, 0]",1,6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K A A,16,pass
new-tree-v6,494,471,"[0, 5, 0, 0, 0, 2, 0, 0]","[2, 3, 0, 1, 0, 0, 0, 0]",1,6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K A A,14,pass
new-tree-v6,494,471,"[0, 5, 0, 0, 0, 2, 0, 0]","[2, 3, 0, 1, 1, 0, 0, 0]",4,6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K A A,8,pass
new-tree-v6,494,471,"[0, 5, 0, 0, 0, 2, 0, 0]","[2, 3, 0, 1, 1, 1, 0, 0]",5,6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K A A,4,pass
tree-v6,509,476,"[4, 0, 2, 0, 1, 2, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 6 7 8 8 8 8 9 10 10 10 J J Q Q K K A A A 2 2 2 2,23,best
tree-v6,509,476,"[3, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",0,6 7 8 8 8 8 9 J J Q Q K K,22,best
tree-v6,509,476,"[2, 0, 0, 0, 1, 1, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 0]",0,6 8 8 8 8 9 J J Q Q K K,21,combat
tree-v6,509,476,"[0, 1, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 0, 0, 1, 0, 0]",1,8 8 8 8 K K,19,bomb
tree-v6,453,468,"[3, 2, 1, 2, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,4 4 5 5 6 6 6 7 7 8 8 9 9 9 J J Q K K A 2 2 2 2,24,pass
tree-v6,453,468,"[3, 2, 1, 2, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,4 4 5 5 6 6 6 7 7 8 8 9 9 9 J J Q K K A 2 2 2 2,23,best
tree-v6,453,468,"[2, 2, 1, 2, 0, 1, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",0,4 4 5 5 6 6 6 7 7 8 8 9 9 9 J J K K A 2 2 2 2,22,pass
tree-v6,453,468,"[2, 2, 1, 2, 0, 1, 0, 0]","[3, 0, 1, 0, 0, 0, 0, 0]",0,4 4 5 5 6 6 6 7 7 8 8 9 9 9 J J K K A 2 2 2 2,21,best
tree-v6,453,468,"[1, 2, 0, 2, 0, 1, 0, 0]","[3, 0, 1, 0, 0, 1, 0, 0]",5,4 4 5 5 6 6 6 7 7 8 8 J J K K 2 2 2 2,17,best
tree-v6,453,468,"[1, 2, 0, 2, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 2, 0, 0]",5,4 4 5 5 6 6 6 7 7 8 8 J J K K,13,pass
tree-v6,453,468,"[1, 2, 0, 2, 0, 0, 0, 0]","[3, 1, 1, 0, 0, 2, 0, 0]",1,4 4 5 5 6 6 6 7 7 8 8 J J K K,11,best
tree-v6,453,468,"[1, 1, 0, 2, 0, 0, 0, 0]","[3, 2, 1, 0, 0, 2, 0, 0]",1,4 4 5 5 6 6 6 7 7 8 8 K K,9,best
tree-v6,453,468,"[0, 0, 0, 2, 0, 0, 0, 0]","[4, 2, 1, 0, 0, 2, 0, 0]",0,4 4 5 5 6 6 7 7 8 8,8,pass
tree-v6,453,468,"[0, 0, 0, 2, 0, 0, 0, 0]","[5, 2, 1, 0, 0, 2, 0, 0]",0,4 4 5 5 6 6 7 7 8 8,7,pass
tree-v6,453,468,"[0, 0, 0, 2, 0, 0, 0, 0]","[5, 3, 1, 0, 0, 2, 0, 0]",1,4 4 5 5 6 6 7 7 8 8,5,pass
AI-random,423,479,"[2, 3, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 4 5 5 9 10 J J J Q Q K K 2 2 2 2,26,best
AI-random,423,479,"[1, 3, 0, 1, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,4 4 5 5 9 10 J J J Q K K 2 2 2 2,25,pass
AI-random,423,479,"[1, 3, 0, 1, 0, 1, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",2,4 4 5 5 9 10 J J J Q K K 2 2 2 2,22,pass
AI-random,423,479,"[1, 3, 0, 1, 0, 1, 0, 0]","[2, 0, 1, 1, 0, 0, 0, 0]",3,4 4 5 5 9 10 J J J Q K K 2 2 2 2,17,best
AI-random,423,479,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 1, 1, 1, 0, 0, 0, 0]",1,5 5 J J 2 2 2 2,15,pass
AI-random,423,479,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 1, 2, 1, 0, 0, 0, 0]",2,5 5 J J 2 2 2 2,12,pass
AI-random,423,479,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 2, 2, 1, 0, 0, 0, 0]",1,5 5 J J 2 2 2 2,10,pass
AI-random,423,479,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 2, 3, 1, 0, 0, 0, 0]",2,5 5 J J 2 2 2 2,7,pass
AI-random,423,479,"[0, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 3, 1, 0, 0, 0, 0]",1,J J,5,pass
AI-origin,475,439,"[2, 2, 1, 1, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 3 3 4 4 4 4 6 6 7 7 7 8 9 9 10 10 10 10 10 J Q Q K A 2,24,best
AI-origin,475,439,"[1, 2, 0, 0, 0, 3, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,3 3 3 3 4 4 4 4 6 6 9 9 10 10 10 10 10 Q,23,best
AI-origin,475,439,"[0, 2, 0, 0, 0, 3, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",0,3 3 3 3 4 4 4 4 6 6 9 9 10 10 10 10 10,22,pass
AI-origin,475,439,"[0, 2, 0, 0, 0, 3, 0, 0]","[2, 1, 1, 0, 0, 0, 0, 0]",1,3 3 3 3 4 4 4 4 6 6 9 9 10 10 10 10 10,20,best
AI-origin,475,439,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 2, 1, 0, 0, 0, 0, 0]",1,3 3 3 3 4 4 4 4 6 6 10 10 10 10 10,18,pass
AI-origin,475,439,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 3, 1, 0, 0, 0, 0, 0]",1,3 3 3 3 4 4 4 4 6 6 10 10 10 10 10,16,pass
AI-origin,475,439,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 3, 1, 0, 1, 0, 0, 0]",4,3 3 3 3 4 4 4 4 6 6 10 10 10 10 10,10,pass
AI-origin,475,439,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 3, 1, 1, 1, 0, 0, 0]",3,3 3 3 3 4 4 4 4 6 6 10 10 10 10 10,5,pass
tree-v4,531,435,"[2, 4, 0, 0, 0, 2, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 4 4 4 4 4 6 6 6 7 7 8 8 8 8 9 9 10 10 K A 2 2,24,pass
tree-v4,531,435,"[2, 4, 0, 0, 0, 2, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]",7,3 3 4 4 4 4 4 6 6 6 7 7 8 8 8 8 9 9 10 10 K A 2 2,19,bomb
tree-v4,531,435,"[2, 4, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]",5,3 3 6 6 6 7 7 8 8 8 8 9 9 10 10 K A 2 2,15,pass
tree-v4,531,435,"[2, 4, 0, 0, 0, 1, 0, 1]","[0, 0, 2, 0, 0, 1, 0, 1]",2,3 3 6 6 6 7 7 8 8 8 8 9 9 10 10 K A 2 2,12,pass
tree-v4,531,435,"[2, 4, 0, 0, 0, 1, 0, 1]","[0, 0, 3, 0, 0, 1, 0, 1]",2,3 3 6 6 6 7 7 8 8 8 8 9 9 10 10 K A 2 2,9,pass
tree-v4,531,435,"[2, 4, 0, 0, 0, 1, 0, 1]","[1, 0, 3, 0, 0, 1, 0, 1]",0,3 3 6 6 6 7 7 8 8 8 8 9 9 10 10 K A 2 2,8,best
tree-v4,531,435,"[1, 4, 0, 0, 0, 1, 0, 1]","[2, 0, 3, 0, 0, 1, 0, 1]",0,3 3 6 6 6 7 7 8 8 8 8 9 9 10 10 A 2 2,7,best
tree-v4,531,435,"[0, 4, 0, 0, 0, 0, 0, 0]","[3, 0, 3, 0, 0, 1, 0, 1]",0,7 7 9 9 10 10 2 2,6,best
tree-v4,531,435,"[0, 4, 0, 0, 0, 0, 0, 0]","[4, 0, 3, 0, 0, 1, 0, 1]",0,7 7 9 9 10 10 2 2,5,best
tree-v4,531,435,"[1, 3, 0, 0, 0, 0, 0, 0]","[5, 0, 3, 0, 0, 1, 0, 1]",0,7 7 9 10 10 2 2,4,best
tree-v4,531,435,"[1, 3, 0, 0, 0, 0, 0, 0]","[6, 0, 3, 0, 0, 1, 0, 1]",0,7 7 9 10 10 2 2,3,best
tree-v4,531,435,"[0, 3, 0, 0, 0, 0, 0, 0]","[7, 0, 3, 0, 0, 1, 0, 1]",0,7 7 10 10 2 2,2,best
tree-v4,463,476,"[4, 2, 1, 1, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,4 4 4 4 5 5 5 6 6 7 8 8 9 J Q Q Q K K A 2 2 2 2,24,best
tree-v4,463,476,"[3, 2, 0, 1, 0, 2, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,4 4 4 4 5 5 5 6 7 8 8 9 J K K A 2 2 2 2,23,best
tree-v4,463,476,"[1, 2, 0, 1, 0, 2, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",0,4 4 4 4 5 5 5 6 7 8 9 J K K 2 2 2 2,22,pass
tree-v4,463,476,"[1, 2, 0, 1, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 0, 0, 0]",1,4 4 4 4 5 5 5 6 7 8 9 J K K 2 2 2 2,20,best
tree-v4,463,476,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 1, 0, 0, 0, 0]",3,4 4 4 4 2 2 2 2,15,pass
tree-v4,463,476,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 1, 0, 1, 0, 0]",5,4 4 4 4 2 2 2 2,11,best
tree-v4,463,476,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 1, 1, 1, 0, 2, 0, 0]",5,4 4 4 4,6,best
tree-v4,463,476,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 1, 1, 1, 0, 2, 0, 0]",0,4 4 4 4,5,best
forest-v3,456,442,"[2, 2, 2, 3, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 3 4 5 5 5 6 7 7 7 8 8 9 9 9 10 10 J J Q Q Q K K K A A,26,pass
forest-v3,456,442,"[2, 2, 2, 3, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,3 3 4 5 5 5 6 7 7 7 8 8 9 9 9 10 10 J J Q Q Q K K K A A,24,best
forest-v3,456,442,"[2, 1, 2, 3, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",1,3 3 4 5 6 7 7 7 8 8 9 9 9 10 10 J J Q Q Q K K K A A,22,best
forest-v3,456,442,"[2, 0, 2, 3, 0, 0, 0, 0]","[1, 3, 0, 0, 0, 0, 0, 0]",1,3 3 4 5 6 7 7 7 8 8 9 9 9 10 10 J J Q Q Q K K K,20,pass
forest-v3,456,442,"[2, 0, 2, 3, 0, 0, 0, 0]","[1, 3, 0, 1, 0, 0, 0, 0]",3,3 3 4 5 6 7 7 7 8 8 9 9 9 10 10 J J Q Q Q K K K,15,best
forest-v3,456,442,"[2, 0, 2, 2, 0, 0, 0, 0]","[1, 3, 0, 2, 0, 0, 0, 0]",3,3 3 4 5 6 7 7 8 9 9 10 J Q Q Q K K K,10,pass
forest-v3,456,442,"[2, 0, 2, 2, 0, 0, 0, 0]","[1, 3, 0, 2, 1, 0, 0, 0]",4,3 3 4 5 6 7 7 8 9 9 10 J Q Q Q K K K,4,pass
AI-random,448,505,"[3, 4, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 3 3 5 5 5 6 6 6 7 8 8 9 J J J J Q Q K A 2 2,23,pass
AI-random,448,505,"[3, 4, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",2,3 3 3 5 5 5 6 6 6 7 8 8 9 J J J J Q Q K A 2 2,20,pass
AI-random,448,505,"[3, 4, 1, 1, 0, 1, 0, 0]","[0, 0, 2, 0, 0, 1, 0, 0]",2,3 3 3 5 5 5 6 6 6 7 8 8 9 J J J J Q Q K A 2 2,17,pass
AI-random,448,505,"[3, 4, 1, 1, 0, 1, 0, 0]","[1, 0, 2, 0, 0, 1, 0, 0]",0,3 3 3 5 5 5 6 6 6 7 8 8 9 J J J J Q Q K A 2 2,16,best
AI-random,448,505,"[2, 4, 1, 1, 0, 1, 0, 0]","[2, 0, 2, 0, 0, 1, 0, 0]",0,3 3 3 5 5 5 6 6 6 7 8 9 J J J J Q Q K A 2 2,15,best
AI-random,448,505,"[0, 4, 1, 1, 0, 0, 0, 0]","[2, 0, 2, 0, 0, 2, 0, 0]",5,3 3 3 5 5 5 6 6 6 7 8 9 Q Q 2 2,11,pass
AI-random,448,505,"[0, 4, 1, 1, 0, 0, 0, 0]","[3, 0, 2, 0, 0, 2, 0, 0]",0,3 3 3 5 5 5 6 6 6 7 8 9 Q Q 2 2,10,pass
AI-random,448,505,"[0, 4, 1, 1, 0, 0, 0, 0]","[3, 1, 2, 0, 0, 2, 0, 0]",1,3 3 3 5 5 5 6 6 6 7 8 9 Q Q 2 2,8,best
AI-random,448,505,"[0, 3, 1, 1, 0, 0, 0, 0]","[3, 2, 2, 0, 0, 2, 0, 0]",1,3 3 3 5 5 5 6 7 8 9 Q Q 2 2,6,best
AI-random,448,505,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 3, 2, 0, 0, 2, 0, 0]",1,2 2,4,best
tree-v5,474,464,"[4, 3, 0, 1, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,4 5 5 6 6 6 6 6 8 8 9 10 10 10 10 J J J Q K K A 2 2,24,bomb
tree-v5,474,464,"[3, 3, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,5 5 8 8 9 10 10 10 10 J J J Q K K A 2 2,23,best
tree-v5,474,464,"[2, 3, 0, 1, 0, 1, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",0,5 5 8 8 10 10 10 10 J J J Q K K A 2 2,22,best
tree-v5,474,464,"[1, 3, 0, 1, 0, 1, 0, 0]","[3, 0, 1, 0, 0, 0, 0, 0]",0,5 5 8 8 10 10 10 10 J J J Q K A 2 2,21,best
tree-v5,474,464,"[0, 2, 0, 1, 0, 1, 0, 0]","[3, 1, 1, 0, 0, 0, 0, 0]",1,8 8 10 10 10 10 J J J Q K A 2,19,best
tree-v5,474,464,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 1, 1, 0, 0, 1, 0, 0]",5,10 10 10 10,15,best
AI-origin,448,454,"[1, 2, 0, 4, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",1,4 4 5 6 7 7 8 8 8 9 9 9 10 10 J J J Q Q Q K A A A 2,25,best
AI-origin,448,454,"[1, 0, 0, 4, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 0, 0]",1,5 6 7 7 8 8 8 9 9 9 10 10 J J J Q Q Q K A 2,23,pass
AI-origin,448,454,"[1, 0, 0, 4, 0, 0, 0, 0]","[0, 2, 0, 1, 0, 0, 0, 0]",3,5 6 7 7 8 8 8 9 9 9 10 10 J J J Q Q Q K A 2,18,best
AI-origin,448,454,"[0, 0, 0, 2, 0, 0, 0, 0]","[1, 2, 0, 1, 0, 0, 0, 0]",0,8 9 10 J J Q Q K A 2,17,pass
AI-origin,448,454,"[0, 0, 0, 2, 0, 0, 0, 0]","[1, 2, 1, 1, 0, 0, 0, 0]",2,8 9 10 J J Q Q K A 2,14,pass
AI-origin,448,454,"[0, 0, 0, 2, 0, 0, 0, 0]","[1, 2, 1, 1, 0, 0, 0, 1]",7,8 9 10 J J Q Q K A 2,9,pass
AI-origin,448,454,"[0, 0, 0, 2, 0, 0, 0, 0]","[2, 2, 1, 1, 0, 0, 0, 1]",0,8 9 10 J J Q Q K A 2,8,pass
AI-origin,448,454,"[0, 0, 0, 2, 0, 0, 0, 0]","[2, 3, 1, 1, 0, 0, 0, 1]",1,8 9 10 J J Q Q K A 2,6,pass
AI-origin,448,454,"[0, 0, 0, 2, 0, 0, 0, 0]","[2, 4, 1, 1, 0, 0, 0, 1]",1,8 9 10 J J Q Q K A 2,4,pass
AI-random,455,444,"[3, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",1,3 3 4 4 4 5 5 6 6 7 7 8 10 10 10 10 J Q Q K K K A 2 2,25,best
AI-random,455,444,"[3, 0, 0, 1, 1, 1, 0, 1]","[0, 2, 0, 0, 0, 0, 0, 0]",1,3 3 4 4 4 5 5 6 6 7 7 8 10 10 10 10 J Q Q K A 2 2,23,pass
AI-random,455,444,"[3, 0, 0, 1, 1, 1, 0, 1]","[0, 2, 0, 1, 0, 0, 0, 0]",3,3 3 4 4 4 5 5 6 6 7 7 8 10 10 10 10 J Q Q K A 2 2,18,best
AI-random,455,444,"[3, 0, 0, 0, 1, 0, 0, 1]","[0, 2, 0, 1, 0, 1, 0, 0]",5,3 3 4 4 4 5 5 6 6 7 7 8 Q 2,13,pass
AI-random,455,444,"[3, 0, 0, 0, 1, 0, 0, 1]","[0, 2, 1, 1, 0, 1, 0, 0]",2,3 3 4 4 4 5 5 6 6 7 7 8 Q 2,10,pass
AI-random,455,444,"[3, 0, 0, 0, 1, 0, 0, 1]","[0, 2, 2, 1, 0, 1, 0, 0]",2,3 3 4 4 4 5 5 6 6 7 7 8 Q 2,7,pass
AI-random,455,444,"[3, 0, 0, 0, 1, 0, 0, 1]","[1, 2, 2, 1, 0, 1, 0, 0]",0,3 3 4 4 4 5 5 6 6 7 7 8 Q 2,6,pass
AI-random,455,444,"[2, 0, 0, 0, 1, 0, 0, 1]","[2, 2, 2, 1, 0, 1, 0, 0]",0,3 3 4 4 4 5 5 6 6 7 7 Q 2,5,pass
AI-origin,457,492,"[2, 4, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,7 7 8 8 8 8 9 9 9 9 10 10 J Q Q K K 2,26,best
AI-origin,457,492,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,9 9 9 9 10 10 Q Q K K,24,pass
AI-origin,457,492,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",3,9 9 9 9 10 10 Q Q K K,19,pass
AI-origin,457,492,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",4,9 9 9 9 10 10 Q Q K K,13,pass
AI-origin,457,492,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",2,9 9 9 9 10 10 Q Q K K,10,pass
AI-origin,457,492,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 2, 1, 1, 0, 0, 0]",2,9 9 9 9 10 10 Q Q K K,7,pass
AI-origin,457,492,"[0, 2, 0, 0, 0, 0, 0, 0]","[1, 2, 2, 1, 1, 0, 0, 0]",1,Q Q K K,5,pass
AI-origin,457,492,"[0, 2, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 1, 0, 0, 0]",0,Q Q K K,4,pass
new-tree-v6,452,477,"[1, 5, 2, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 3 4 4 5 6 6 6 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,24,best
new-tree-v6,452,477,"[1, 5, 1, 1, 0, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]",2,3 3 3 4 4 5 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,21,pass
new-tree-v6,452,477,"[1, 5, 1, 1, 0, 1, 0, 0]","[1, 0, 2, 0, 0, 0, 0, 0]",0,3 3 3 4 4 5 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,20,best
new-tree-v6,452,477,"[0, 5, 1, 1, 0, 1, 0, 0]","[2, 0, 2, 0, 0, 0, 0, 0]",0,3 3 3 4 4 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,19,pass
new-tree-v6,452,477,"[0, 5, 1, 1, 0, 1, 0, 0]","[3, 0, 2, 0, 0, 0, 0, 0]",0,3 3 3 4 4 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,18,pass
new-tree-v6,452,477,"[0, 5, 1, 1, 0, 1, 0, 0]","[4, 0, 2, 0, 0, 0, 0, 0]",0,3 3 3 4 4 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,17,pass
new-tree-v6,452,477,"[0, 5, 1, 1, 0, 1, 0, 0]","[4, 1, 2, 0, 0, 0, 0, 0]",1,3 3 3 4 4 7 7 9 9 10 J Q Q Q K K K A 2 2 2 2 2,15,best
new-tree-v6,452,477,"[0, 4, 1, 1, 0, 1, 0, 0]","[4, 2, 2, 0, 0, 0, 0, 0]",1,3 3 3 4 4 7 7 9 9 10 J Q K K K A 2 2 2 2 2,13,pass
new-tree-v6,452,477,"[0, 4, 1, 1, 0, 1, 0, 0]","[4, 2, 2, 1, 0, 0, 0, 0]",3,3 3 3 4 4 7 7 9 9 10 J Q K K K A 2 2 2 2 2,8,pass
new-tree-v6,452,477,"[0, 4, 1, 1, 0, 1, 0, 0]","[4, 2, 2, 1, 0, 1, 0, 0]",5,3 3 3 4 4 7 7 9 9 10 J Q K K K A 2 2 2 2 2,4,pass
tree-v6,460,464,"[1, 3, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 4 4 4 4 5 5 6 6 6 8 8 10 10 K K A A 2 2 2,22,bomb
tree-v6,460,464,"[0, 4, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",1,8 8 10 10 K K A A 2 2 2,20,best
tree-v6,460,464,"[0, 2, 1, 0, 0, 0, 0, 0]","[0, 2, 0, 1, 0, 0, 0, 0]",1,K K A A 2 2 2,18,combat
forest-v3,468,452,"[2, 6, 3, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 5 5 6 7 7 7 8 8 9 9 9 10 10 10 10 J J J Q Q K A A 2 2,24,best
forest-v3,468,452,"[2, 5, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1]",7,5 5 6 8 8 10 10 10 10 Q Q K A A 2 2,19,bomb
forest-v3,468,452,"[2, 5, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 1]",5,5 5 6 8 8 Q Q K A A 2 2,14,pass
forest-v3,468,452,"[2, 5, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 1]",0,5 5 6 8 8 Q Q K A A 2 2,13,best
forest-v3,468,452,"[0, 4, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 1]",1,8 8 Q Q A A 2 2,11,best
forest-v3,468,452,"[0, 3, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 2, 0, 1]",5,8 8 Q Q A A,7,best
forest-v3,468,452,"[0, 3, 0, 0, 0, 0, 0, 0]","[1, 2, 1, 0, 0, 2, 0, 1]",1,8 8 Q Q A A,5,best
AI-random,447,443,"[2, 2, 3, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 5 5 5 7 8 9 9 10 J J J Q Q Q Q Q A 2 2,25,best
AI-random,447,443,"[2, 1, 3, 1, 0, 1, 0, 0]","[0, 2, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 5 5 5 7 8 9 9 10 J Q Q Q Q Q A 2 2,23,best
AI-random,447,443,"[2, 0, 3, 0, 0, 1, 0, 0]","[0, 2, 0, 1, 0, 0, 0, 0]",3,3 3 3 4 4 4 5 5 5 9 Q Q Q Q Q A,18,pass
AI-random,447,443,"[2, 0, 3, 0, 0, 1, 0, 0]","[1, 2, 0, 1, 0, 0, 0, 0]",0,3 3 3 4 4 4 5 5 5 9 Q Q Q Q Q A,17,best
AI-random,447,443,"[1, 0, 3, 0, 0, 1, 0, 0]","[2, 2, 0, 1, 0, 0, 0, 0]",0,3 3 3 4 4 4 5 5 5 Q Q Q Q Q A,16,best
tree-v6,474,507,"[5, 1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 4 6 6 8 9 9 9 9 10 Q K K K K,23,best
tree-v6,474,507,"[5, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 2, 0, 0]",5,3 4 6 6 8 10 Q K K K K,19,pass
tree-v6,474,507,"[5, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 2, 0, 0]",3,3 4 6 6 8 10 Q K K K K,14,pass
