winner,winner score,loser score,strategy,opponent,against,hand,length,target
forest-v3,460,456,"[1, 5, 3, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",5,3 3 3 5 5 6 6 6 7 9 9 9 10 10 J J K K K K A A 2 2,20,best
forest-v3,460,456,"[0, 5, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",0,5 5 10 10 J J A A 2 2,19,pass
forest-v3,460,456,"[0, 5, 0, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",0,5 5 10 10 J J A A 2 2,18,pass
forest-v3,460,456,"[0, 5, 0, 0, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 1, 0, 0]",0,5 5 10 10 J J A A 2 2,17,pass
forest-v3,460,456,"[0, 5, 0, 0, 0, 0, 0, 0]","[4, 0, 1, 0, 0, 1, 0, 0]",0,5 5 10 10 J J A A 2 2,16,pass
forest-v3,460,456,"[0, 5, 0, 0, 0, 0, 0, 0]","[4, 1, 1, 0, 0, 1, 0, 0]",1,5 5 10 10 J J A A 2 2,14,best
forest-v3,460,456,"[0, 4, 0, 0, 0, 0, 0, 0]","[4, 2, 1, 0, 0, 1, 0, 0]",1,5 5 J J A A 2 2,12,best
forest-v3,460,456,"[0, 3, 0, 0, 0, 0, 0, 0]","[4, 3, 1, 0, 0, 1, 0, 0]",1,5 5 J J 2 2,10,pass
forest-v3,460,456,"[0, 3, 0, 0, 0, 0, 0, 0]","[4, 3, 1, 0, 1, 1, 0, 0]",4,5 5 J J 2 2,4,pass
tree-v6,455,459,"[3, 5, 0, 2, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 4 4 5 5 6 6 6 6 7 7 8 8 8 9 10 10 J J Q K K A A A 2 2,22,best
tree-v6,455,459,"[3, 5, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 0]",3,3 4 4 5 5 6 6 6 6 7 8 8 10 J Q K K A A A 2 2,17,best
tree-v6,455,459,"[2, 5, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 2, 0, 0, 0, 0]",0,4 4 5 5 6 6 6 6 7 8 8 K A A 2 2,16,best
tree-v6,455,459,"[1, 5, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 2, 0, 0, 0, 0]",0,4 4 5 5 6 6 6 6 8 8 K A A 2 2,15,best
tree-v6,455,459,"[0, 4, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 0]",1,5 5 6 6 6 6 8 8 A A 2 2,13,best
tree-v6,455,459,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 2, 0, 2, 0, 0, 0, 0]",1,6 6 6 6 8 8 2 2,11,best
tree-v6,455,459,"[0, 1, 0, 0, 0, 1, 0, 0]","[2, 2, 0, 2, 0, 1, 0, 0]",5,6 6 6 6 8 8,7,best
forest-v3,485,462,"[3, 4, 4, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 4 4 4 5 5 6 6 8 8 9 9 9 10 10 10 J J Q Q Q K K K K A 2,26,best
forest-v3,485,462,"[2, 4, 3, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",5,3 5 5 6 6 8 8 9 9 9 10 10 10 J J Q Q Q K K K K 2,22,best
forest-v3,485,462,"[2, 4, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",2,3 5 5 6 6 8 8 J J Q Q Q 2,19,pass
forest-v3,485,462,"[2, 4, 1, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",0,3 5 5 6 6 8 8 J J Q Q Q 2,18,best
forest-v3,485,462,"[0, 4, 0, 0, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 1, 0, 0]",0,5 5 6 6 8 8 J J,17,pass
forest-v3,485,462,"[0, 4, 0, 0, 0, 0, 0, 0]","[3, 1, 1, 0, 0, 1, 0, 0]",1,5 5 6 6 8 8 J J,15,best
forest-v3,485,462,"[0, 3, 0, 0, 0, 0, 0, 0]","[3, 2, 1, 0, 0, 1, 0, 0]",1,5 5 6 6 J J,13,pass
forest-v3,485,462,"[0, 3, 0, 0, 0, 0, 0, 0]","[3, 2, 1, 1, 0, 1, 0, 0]",3,5 5 6 6 J J,8,pass
forest-v3,485,462,"[0, 3, 0, 0, 0, 0, 0, 0]","[3, 3, 1, 1, 0, 1, 0, 0]",1,5 5 6 6 J J,6,pass
forest-v3,485,462,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 4, 1, 1, 0, 1, 0, 0]",1,5 5 6 6,4,pass
forest-v3,485,462,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 5, 1, 1, 0, 1, 0, 0]",1,5 5 6 6,2,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",1,3 4 5 5 6 6 7 7 8 9 A A A A,25,bomb
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",5,3 4 5 5 6 6 7 7 8 9,20,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 1]",7,3 4 5 5 6 6 7 7 8 9,15,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 2, 0, 1]",5,3 4 5 5 6 6 7 7 8 9,11,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 2, 0, 1]",2,3 4 5 5 6 6 7 7 8 9,8,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 2, 1, 0, 0, 2, 0, 1]",1,3 4 5 5 6 6 7 7 8 9,6,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 3, 1, 0, 0, 2, 0, 1]",1,3 4 5 5 6 6 7 7 8 9,4,pass
AI-random,488,490,"[0, 0, 0, 2, 0, 0, 0, 0]","[0, 3, 2, 0, 0, 2, 0, 1]",2,3 4 5 5 6 6 7 7 8 9,1,pass
AI-origin,436,468,"[1, 4, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",1,3 3 3 3 7 7 10 10 J Q Q K K,25,best
AI-origin,436,468,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",0,3 3 3 3 7 7 10 10 K K,24,pass
AI-origin,436,468,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",3,3 3 3 3 7 7 10 10 K K,19,pass
AI-origin,436,468,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 2, 0, 0, 0, 0]",3,3 3 3 3 7 7 10 10 K K,14,pass
AI-origin,436,468,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 3, 0, 0, 0, 0]",3,3 3 3 3 7 7 10 10 K K,9,pass
AI-origin,436,468,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 2, 0, 3, 0, 0, 0, 0]",1,3 3 3 3 7 7 10 10 K K,7,pass
AI-origin,436,468,"[0, 2, 0, 0, 0, 1, 0, 0]","[1, 3, 0, 3, 0, 0, 0, 0]",1,3 3 3 3 10 10 K K,5,pass
AI-origin,436,468,"[0, 1, 0, 0, 0, 1, 0, 0]","[1, 3, 0, 3, 0, 1, 0, 0]",5,3 3 3 3 10 10,1,pass
tree-v4,474,468,"[2, 2, 0, 1, 1, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 3 4 4 5 5 6 6 6 6 7 7 8 8 8 9 10 J J Q A 2 2 2 2 2,26,pass
tree-v4,474,468,"[2, 2, 0, 1, 1, 2, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",0,3 3 4 4 5 5 6 6 6 6 7 7 8 8 8 9 10 J J Q A 2 2 2 2 2,25,best
tree-v4,474,468,"[1, 2, 0, 1, 1, 2, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0]",0,3 3 4 4 5 5 6 6 6 6 7 7 8 8 8 9 10 J Q A 2 2 2 2 2,24,bomb
tree-v4,474,468,"[1, 2, 0, 1, 1, 1, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 0]",5,3 3 4 4 5 5 7 7 8 8 8 9 10 J Q A 2 2 2 2 2,20,best
tree-v4,474,468,"[0, 1, 0, 1, 1, 0, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 0]",1,3 3 4 4 5 5 8 8 8 9 10 J Q,18,pass
tree-v4,474,468,"[0, 1, 0, 1, 1, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 0]",1,3 3 4 4 5 5 8 8 8 9 10 J Q,16,best
tree-v4,474,468,"[0, 0, 0, 1, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 2, 0, 0]",5,8 9 10 J Q,12,pass
tree-v4,474,468,"[0, 0, 0, 1, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 2, 0, 0]",1,8 9 10 J Q,10,pass
tree-v4,474,468,"[0, 0, 0, 1, 0, 0, 0, 0]","[3, 3, 0, 1, 0, 2, 0, 0]",3,8 9 10 J Q,5,pass
AI-random,454,480,"[1, 6, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",1,3 3 4 4 5 6 6 7 7 7 8 9 10 J J J Q Q K K K K A A 2 2 2,25,best
AI-random,454,480,"[1, 3, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",5,5 J J Q Q A A,21,pass
AI-random,454,480,"[1, 3, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0]",4,5 J J Q Q A A,15,pass
AI-random,454,480,"[1, 3, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]",2,5 J J Q Q A A,12,pass
AI-random,454,480,"[1, 3, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 2, 0, 0]",5,5 J J Q Q A A,8,pass
AI-random,454,480,"[1, 3, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 2, 0, 0]",0,5 J J Q Q A A,7,pass
AI-random,454,480,"[0, 3, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 0, 1, 2, 0, 0]",0,J J Q Q A A,6,pass
AI-random,454,480,"[1, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 1, 0, 1, 2, 0, 0]",0,J J Q A A,5,pass
AI-random,454,480,"[2, 1, 0, 0, 0, 0, 0, 0]","[4, 1, 1, 0, 1, 2, 0, 0]",0,J J Q A,4,pass
AI-random,454,480,"[2, 1, 0, 0, 0, 0, 0, 0]","[5, 1, 1, 0, 1, 2, 0, 0]",0,J J Q A,3,pass
tree-v4,436,500,"[2, 3, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 5 5 6 6 7 7 7 8 9 9 9 10 10 J Q K K A A A 2 2,24,pass
tree-v4,436,500,"[2, 3, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 0]",0,3 3 5 5 6 6 7 7 7 8 9 9 9 10 10 J Q K K A A A 2 2,23,best
tree-v4,436,500,"[1, 3, 0, 0, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 0]",3,3 3 5 5 6 6 7 7 7 9 9 10 K K A A 2 2,18,pass
tree-v4,436,500,"[1, 3, 0, 0, 1, 0, 0, 1]","[2, 0, 1, 1, 0, 0, 0, 0]",0,3 3 5 5 6 6 7 7 7 9 9 10 K K A A 2 2,17,pass
tree-v4,436,500,"[1, 3, 0, 0, 1, 0, 0, 1]","[2, 1, 1, 1, 0, 0, 0, 0]",1,3 3 5 5 6 6 7 7 7 9 9 10 K K A A 2 2,15,best
tree-v4,436,500,"[0, 2, 0, 0, 1, 0, 0, 1]","[2, 1, 1, 1, 0, 1, 0, 0]",5,3 3 5 5 6 6 7 7 7 K K A A 2 2,11,pass
tree-v4,436,500,"[0, 2, 0, 0, 1, 0, 0, 1]","[2, 2, 1, 1, 0, 1, 0, 0]",1,3 3 5 5 6 6 7 7 7 K K A A 2 2,9,combat
tree-v4,436,500,"[0, 3, 0, 0, 0, 0, 0, 1]","[2, 3, 1, 1, 0, 1, 0, 0]",1,3 3 6 6 7 7 7 A A 2 2,7,combat
tree-v4,436,500,"[0, 1, 0, 0, 0, 0, 0, 1]","[2, 4, 1, 1, 0, 1, 0, 0]",1,3 3 7 7 7 2 2,5,combat
new-tree-v6,450,454,"[1, 2, 0, 0, 0, 0, 2, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 4 4 6 6 6 7 7 7 8 8 8 9 9 9 J J Q Q Q K K K A 2 2,22,pass
new-tree-v6,450,454,"[1, 2, 0, 0, 0, 0, 2, 2]","[0, 0, 1, 1, 0, 0, 0, 0]",2,3 3 4 4 6 6 6 7 7 7 8 8 8 9 9 9 J J Q Q Q K K K A 2 2,19,pass
new-tree-v6,450,454,"[1, 2, 0, 0, 0, 0, 2, 2]","[0, 1, 1, 1, 0, 0, 0, 0]",1,3 3 4 4 6 6 6 7 7 7 8 8 8 9 9 9 J J Q Q Q K K K A 2 2,17,best
new-tree-v6,450,454,"[1, 1, 0, 0, 0, 0, 2, 2]","[0, 2, 1, 1, 0, 0, 0, 0]",1,3 3 4 4 6 6 6 7 7 7 8 8 8 9 9 9 Q Q Q K K K A 2 2,15,best
new-tree-v6,450,454,"[1, 1, 4, 0, 0, 0, 0, 0]","[0, 2, 2, 1, 0, 0, 0, 0]",2,4 4 8 8 8 9 9 9 Q Q Q K K K A,12,best
new-tree-v6,450,454,"[1, 1, 1, 0, 0, 0, 0, 0]","[0, 2, 2, 1, 0, 1, 0, 0]",5,4 4 K K K A,8,pass
new-tree-v6,450,454,"[1, 1, 1, 0, 0, 0, 0, 0]","[0, 2, 3, 1, 0, 1, 0, 0]",2,4 4 K K K A,5,pass
new-tree-v6,445,524,"[0, 2, 0, 1, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 4 5 6 7 8 8 8 8 9 9 J J A A A A,26,pass
new-tree-v6,445,524,"[0, 2, 0, 1, 0, 2, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",2,3 4 5 6 7 8 8 8 8 9 9 J J A A A A,23,bomb
new-tree-v6,445,524,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",1,3 4 5 6 7 J J A A A A,21,pass
new-tree-v6,445,524,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",3,3 4 5 6 7 J J A A A A,16,pass
new-tree-v6,445,524,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1]",7,3 4 5 6 7 J J A A A A,11,pass
new-tree-v6,445,524,"[0, 1, 0, 1, 0, 1, 0, 0]","[2, 1, 1, 1, 0, 0, 0, 1]",0,3 4 5 6 7 J J A A A A,10,combat
new-tree-v6,445,524,"[1, 0, 0, 1, 0, 1, 0, 0]","[3, 1, 1, 1, 0, 0, 0, 1]",0,3 4 5 6 7 J A A A A,9,bomb
new-tree-v6,445,524,"[0, 0, 0, 1, 0, 0, 0, 0]","[3, 1, 1, 1, 0, 1, 0, 1]",5,3 4 5 6 7,5,bomb
new-tree-v6,445,524,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 1, 1, 1, 0, 1, 0, 1]",0,3 4 5 6 7,4,bomb
tree-v4,461,448,"[3, 3, 2, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,4 4 4 4 5 5 6 6 7 8 8 9 9 10 J J K K A A A 2 2 2,24,best
tree-v4,461,448,"[3, 3, 1, 1, 0, 1, 0, 0]","[0, 0, 2, 0, 0, 0, 0, 0]",2,4 4 4 4 5 5 6 6 7 8 8 9 9 10 J J K K 2 2 2,21,pass
tree-v4,461,448,"[3, 3, 1, 1, 0, 1, 0, 0]","[0, 0, 3, 0, 0, 0, 0, 0]",2,4 4 4 4 5 5 6 6 7 8 8 9 9 10 J J K K 2 2 2,18,best
tree-v4,461,448,"[2, 3, 0, 1, 0, 1, 0, 0]","[1, 0, 3, 0, 0, 0, 0, 0]",0,4 4 4 4 5 5 6 7 8 8 9 9 10 J J K K,17,best
tree-v4,461,448,"[1, 3, 0, 1, 0, 1, 0, 0]","[2, 0, 3, 0, 0, 0, 0, 0]",0,4 4 4 4 5 5 6 7 8 9 9 10 J J K K,16,bomb
tree-v4,461,448,"[0, 3, 0, 1, 0, 0, 0, 0]","[3, 0, 3, 0, 0, 0, 0, 0]",0,5 5 6 7 8 9 10 J J K K,15,pass
tree-v4,461,448,"[0, 3, 0, 1, 0, 0, 0, 0]","[4, 0, 3, 0, 0, 0, 0, 0]",0,5 5 6 7 8 9 10 J J K K,14,pass
tree-v4,461,448,"[0, 3, 0, 1, 0, 0, 0, 0]","[5, 0, 3, 0, 0, 0, 0, 0]",0,5 5 6 7 8 9 10 J J K K,13,pass
tree-v4,461,448,"[0, 3, 0, 1, 0, 0, 0, 0]","[5, 1, 3, 0, 0, 0, 0, 0]",1,5 5 6 7 8 9 10 J J K K,11,best
tree-v4,461,448,"[0, 1, 0, 1, 0, 0, 0, 0]","[5, 2, 3, 0, 0, 0, 0, 0]",1,6 7 8 9 10 J J,9,pass
tree-v4,461,448,"[0, 1, 0, 1, 0, 0, 0, 0]","[5, 2, 3, 1, 0, 0, 0, 0]",3,6 7 8 9 10 J J,4,pass
forest-v3,501,473,"[2, 3, 0, 2, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 4 4 5 6 7 7 8 8 9 9 9 10 10 10 J J J J J K A A 2 2 2,24,combat
forest-v3,501,473,"[1, 4, 0, 2, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,3 3 4 5 6 7 7 8 8 9 9 9 10 10 10 J J J J J K A A,23,best
forest-v3,501,473,"[0, 3, 0, 2, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",1,4 5 6 7 7 8 8 9 9 9 10 10 10 J J J J J A A,21,best
forest-v3,501,473,"[0, 2, 0, 2, 0, 1, 0, 0]","[1, 2, 1, 0, 0, 0, 0, 0]",1,4 5 6 7 7 8 8 9 10 10 10 J J J J J A A,19,pass
forest-v3,501,473,"[0, 2, 0, 2, 0, 1, 0, 0]","[2, 2, 1, 0, 0, 0, 0, 0]",0,4 5 6 7 7 8 8 9 10 10 10 J J J J J A A,18,bomb
forest-v3,501,473,"[0, 2, 0, 2, 0, 0, 0, 0]","[2, 2, 1, 0, 0, 1, 0, 0]",5,4 5 6 7 7 8 8 9 10 10 10 J A A,14,pass
forest-v3,501,473,"[0, 2, 0, 2, 0, 0, 0, 0]","[2, 2, 1, 1, 0, 1, 0, 0]",3,4 5 6 7 7 8 8 9 10 10 10 J A A,9,best
forest-v3,501,473,"[0, 2, 0, 1, 0, 0, 0, 0]","[2, 2, 1, 2, 0, 1, 0, 0]",3,4 5 6 7 8 10 10 A A,4,best
new-tree-v6,463,428,"[1, 2, 2, 2, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,3 3 3 4 4 4 5 5 5 6 6 7 7 8 8 8 9 10 J J J K K A A A 2,26,best
new-tree-v6,463,428,"[0, 1, 2, 2, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 5 5 5 6 6 7 7 8 9 10 J J J K K A A A,24,best
new-tree-v6,463,428,"[0, 0, 2, 2, 1, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 5 5 5 6 6 7 7 8 9 10 J J J A A A,22,pass
new-tree-v6,463,428,"[0, 0, 2, 2, 1, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0]",0,3 3 3 4 4 4 5 5 5 6 6 7 7 8 9 10 J J J A A A,21,pass
new-tree-v6,463,428,"[0, 0, 2, 2, 1, 0, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",1,3 3 3 4 4 4 5 5 5 6 6 7 7 8 9 10 J J J A A A,19,pass
new-tree-v6,463,428,"[0, 0, 2, 2, 1, 0, 0, 0]","[2, 3, 0, 1, 0, 0, 0, 0]",3,3 3 3 4 4 4 5 5 5 6 6 7 7 8 9 10 J J J A A A,14,best
new-tree-v6,463,428,"[0, 0, 2, 0, 1, 0, 0, 0]","[2, 3, 0, 2, 0, 0, 0, 0]",3,3 3 4 4 5 5 J J J A A A,9,pass
new-tree-v6,463,428,"[0, 0, 2, 0, 1, 0, 0, 0]","[2, 3, 0, 3, 0, 0, 0, 0]",3,3 3 4 4 5 5 J J J A A A,4,pass
AI-origin,448,449,"[2, 2, 0, 2, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 5 5 6 7 8 9 9 9 10 10 10 J J J Q K A A 2 2 2,22,pass
AI-origin,448,449,"[2, 2, 0, 2, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]",2,3 5 5 6 7 8 9 9 9 10 10 10 J J J Q K A A 2 2 2,19,pass
AI-origin,448,449,"[2, 2, 0, 2, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 1]",7,3 5 5 6 7 8 9 9 9 10 10 10 J J J Q K A A 2 2 2,14,pass
AI-origin,448,449,"[2, 2, 0, 2, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 1]",0,3 5 5 6 7 8 9 9 9 10 10 10 J J J Q K A A 2 2 2,13,best
AI-origin,448,449,"[1, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 1]",5,3 5 5 2 2,9,pass
AI-origin,448,449,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 1, 1, 0, 1, 0, 1]",0,3 5 5 2 2,8,pass
AI-origin,448,449,"[1, 2, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 1, 0, 1, 0, 1]",1,3 5 5 2 2,6,pass
AI-origin,448,449,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 1, 1, 1, 0, 1, 0, 1]",0,5 5,5,pass
AI-origin,448,449,"[0, 1, 0, 0, 0, 0, 0, 0]","[4, 1, 1, 1, 0, 1, 0, 1]",0,5 5,4,pass
AI-origin,448,449,"[0, 1, 0, 0, 0, 0, 0, 0]","[4, 2, 1, 1, 0, 1, 0, 1]",1,5 5,2,pass
forest-v3,447,450,"[3, 3, 2, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",2,4 4 4 4 5 6 6 7 8 8 8 9 9 10 10 J K K A A A 2 2 2,24,best
forest-v3,447,450,"[3, 3, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",5,4 4 4 4 5 6 6 7 8 8 8 9 9 10 10 J K K 2 2 2,20,pass
forest-v3,447,450,"[3, 3, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",0,4 4 4 4 5 6 6 7 8 8 8 9 9 10 10 J K K 2 2 2,19,best
forest-v3,447,450,"[2, 3, 1, 1, 0, 1, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",0,4 4 4 4 6 6 7 8 8 8 9 9 10 10 J K K 2 2 2,18,bomb
forest-v3,447,450,"[1, 3, 0, 1, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 1, 0, 0]",0,6 6 7 8 8 8 9 10 10 J K K,17,pass
forest-v3,447,450,"[1, 3, 0, 1, 0, 0, 0, 0]","[3, 1, 1, 0, 0, 1, 0, 0]",1,6 6 7 8 8 8 9 10 10 J K K,15,best
forest-v3,447,450,"[1, 2, 0, 1, 0, 0, 0, 0]","[3, 2, 1, 0, 0, 1, 0, 0]",1,7 8 8 8 9 10 10 J K K,13,best
forest-v3,447,450,"[1, 1, 0, 1, 0, 0, 0, 0]","[3, 3, 1, 0, 0, 1, 0, 0]",1,7 8 9 10 10 J K K,11,best
forest-v3,447,450,"[1, 0, 0, 1, 0, 0, 0, 0]","[3, 4, 1, 0, 0, 1, 0, 0]",1,7 8 9 10 10 J,9,pass
forest-v3,447,450,"[1, 0, 0, 1, 0, 0, 0, 0]","[3, 5, 1, 0, 0, 1, 0, 0]",1,7 8 9 10 10 J,7,pass
forest-v3,447,450,"[4, 0, 0, 0, 0, 0, 0, 0]","[3, 6, 1, 0, 0, 1, 0, 0]",1,7 8 9 J,5,pass
new-tree-v6,481,465,"[2, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",4,3 3 4 4 5 5 5 5 6 6 9 9 9 9 10 2,21,pass
new-tree-v6,481,465,"[2, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",0,3 3 4 4 5 5 5 5 6 6 9 9 9 9 10 2,20,best
new-tree-v6,481,465,"[1, 2, 0, 0, 0, 2, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",1,4 4 5 5 5 5 6 6 9 9 9 9 2,18,pass
new-tree-v6,481,465,"[1, 2, 0, 0, 0, 2, 0, 0]","[1, 2, 0, 0, 1, 0, 0, 0]",1,4 4 5 5 5 5 6 6 9 9 9 9 2,16,best
new-tree-v6,481,465,"[1, 1, 0, 0, 0, 2, 0, 0]","[1, 3, 0, 0, 1, 0, 0, 0]",1,5 5 5 5 6 6 9 9 9 9 2,14,pass
new-tree-v6,481,465,"[1, 1, 0, 0, 0, 2, 0, 0]","[1, 4, 0, 0, 1, 0, 0, 0]",1,5 5 5 5 6 6 9 9 9 9 2,12,pass
new-tree-v6,481,465,"[1, 1, 0, 0, 0, 2, 0, 0]","[1, 5, 0, 0, 1, 0, 0, 0]",1,5 5 5 5 6 6 9 9 9 9 2,10,pass
new-tree-v6,481,465,"[1, 1, 0, 0, 0, 2, 0, 0]","[1, 5, 0, 1, 1, 0, 0, 0]",3,5 5 5 5 6 6 9 9 9 9 2,5,pass
AI-origin,473,477,"[1, 2, 1, 3, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 3 4 5 5 5 6 7 7 7 8 9 10 10 J J Q Q Q K K A 2 2 2 2,22,best
AI-origin,473,477,"[1, 2, 0, 2, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]",2,4 5 5 5 6 7 7 7 8 10 J Q Q K A 2 2 2 2,19,combat
AI-origin,473,477,"[3, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]",0,6 8 10 J Q Q K A 2 2 2 2,18,best
AI-origin,473,477,"[2, 0, 0, 1, 0, 1, 0, 0]","[2, 0, 1, 1, 0, 0, 0, 0]",0,6 10 J Q Q K A 2 2 2 2,17,bomb
AI-origin,473,477,"[1, 0, 0, 1, 0, 0, 0, 0]","[3, 0, 1, 1, 0, 0, 0, 0]",0,10 J Q Q K A,16,best
AI-origin,473,477,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 0, 1, 1, 0, 0, 0, 0]",0,10 J Q K A,15,pass
AI-origin,473,477,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 0, 1, 1, 0, 0, 0, 1]",7,10 J Q K A,10,pass
AI-origin,473,477,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 1, 1, 1, 0, 0, 0, 1]",1,10 J Q K A,8,pass
AI-origin,473,477,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 1, 1, 1, 0, 1, 0, 1]",5,10 J Q K A,4,pass
