winner,winner score,loser score,target,strategy,opponent,hand,used
tree-v5,438,449,0,"[1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 J J K, 4 4 4 J Q K A 2 9 9 9 3 3 5 5 5 6 6 6 10 
tree-v5,438,449,1,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 J J, 4 4 4 J Q K A 2 9 9 9 3 3 5 5 5 6 6 6 10 K 
tree-v5,451,481,0,"[2, 1, 0, 3, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 3 4 4 4 5 5 5 6 6 7 7 8 9 10 10 10 J Q K A A A A, 
tree-v5,451,481,0,"[1, 1, 0, 2, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",3 4 4 5 5 5 6 6 7 7 8 10 10 A A A A, 4 A 6 7 8 9 10 9 10 J Q K 2 2 2 2 3 3 3 3 
tree-v5,451,481,1,"[0, 1, 0, 2, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",3 4 4 5 5 6 6 7 7 8 10 10 A A A A, 4 A 6 7 8 9 10 9 10 J Q K 2 2 2 2 3 3 3 3 5 
tree-v5,451,481,3,"[0, 0, 0, 2, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",3 4 4 5 5 6 6 7 7 8, 4 A 6 7 8 9 10 9 10 J Q K 2 2 2 2 3 3 3 3 5 10 10 J J A A A A 
tree-v5,451,481,3,"[0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",4 5 6 7 8, 4 A 6 7 8 9 10 9 10 J Q K 2 2 2 2 3 3 3 3 5 10 10 J J A A A A 3 4 5 6 7 
forest-v3,487,425,2,"[3, 1, 3, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",4 5 5 7 7 8 8 9 9 10 J J J J Q Q Q K K K A 2 2 2, 3 3 3 6 6 6 
forest-v3,487,425,0,"[3, 1, 2, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",4 5 5 7 7 8 8 9 9 10 J J J J K K K A 2 2 2, 3 3 3 6 6 6 Q Q Q 
forest-v3,487,425,0,"[1, 1, 2, 0, 1, 0, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",5 5 7 7 8 8 9 9 K K K A 2 2 2, 3 3 3 6 6 6 Q Q Q 4 5 10 2 J J J J 
forest-v3,487,425,1,"[0, 1, 2, 0, 1, 0, 0, 0]","[2, 0, 1, 0, 0, 0, 0, 0]",5 5 7 7 8 8 9 9 K K K 2 2 2, 3 3 3 6 6 6 Q Q Q 4 5 10 2 J J J J A 
forest-v3,487,425,0,"[1, 0, 1, 0, 1, 0, 0, 0]","[2, 1, 1, 0, 0, 0, 0, 0]",7 7 8 8 9 9 K 2 2 2, 3 3 3 6 6 6 Q Q Q 4 5 10 2 J J J J A 5 5 Q Q K K 
forest-v3,487,425,4,"[0, 0, 1, 0, 1, 0, 0, 0]","[2, 1, 1, 0, 0, 0, 0, 0]",7 7 8 8 9 9 2 2 2, 3 3 3 6 6 6 Q Q Q 4 5 10 2 J J J J A 5 5 Q Q K K K 
forest-v3,487,425,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[4, 1, 1, 0, 0, 1, 0, 0]",2 2, 3 3 3 6 6 6 Q Q Q 4 5 10 2 J J J J A 5 5 Q Q K K K 7 7 8 8 9 9 9 9 9 9 7 10 2 
tree-v6,492,459,2,"[3, 2, 4, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 4 5 5 5 6 6 7 7 7 7 9 10 J J Q Q Q K K K K A 2 2 2, 
tree-v6,492,459,2,"[3, 2, 3, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5 5 5 6 6 7 7 7 7 9 10 J J Q Q Q K K K K A 2 2 2, 4 4 4 
tree-v6,492,459,2,"[3, 2, 1, 0, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",6 6 7 7 7 7 9 10 J J K K K K A 2 2 2, 4 4 4 5 5 5 10 10 10 Q Q Q 
tree-v6,492,459,0,"[3, 2, 0, 0, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",6 6 7 7 7 7 9 10 J J K K K K A, 4 4 4 5 5 5 10 10 10 Q Q Q 2 2 2 
tree-v6,492,459,0,"[1, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",6 6 7 7 7 7 10 J J K K K K, 4 4 4 5 5 5 10 10 10 Q Q Q 2 2 2 9 K A 
tree-v6,492,459,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",6 6 7 7 7 7 J J, 4 4 4 5 5 5 10 10 10 Q Q Q 2 2 2 9 K A 10 8 8 8 8 K K K K 
tree-v6,474,442,2,"[3, 2, 2, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 6 6 7 7 7 8 8 8 9 9 9 9 10 10 10 10 10 10 J J Q K K A, 
tree-v6,474,442,2,"[3, 2, 1, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 6 6 8 8 8 9 9 9 9 10 10 10 10 10 10 J J Q K K A, 7 7 7 
tree-v6,474,442,0,"[3, 2, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 6 6 9 9 9 9 10 10 10 10 10 10 J J Q K K A, 7 7 7 8 8 8 
tree-v6,474,442,1,"[0, 2, 0, 1, 0, 1, 0, 0]","[5, 0, 1, 0, 0, 0, 0, 0]",4 4 6 6 10 10 10 10 10 10 J Q K A, 7 7 7 8 8 8 3 6 J A 4 4 4 3 K 2 J 9 9 9 9 
tree-v6,474,442,1,"[0, 1, 0, 1, 0, 1, 0, 0]","[5, 0, 1, 0, 0, 0, 0, 0]",6 6 10 10 10 10 10 10 J Q K A, 7 7 7 8 8 8 3 6 J A 4 4 4 3 K 2 J 9 9 9 9 4 4 
tree-v6,474,442,3,"[0, 0, 0, 1, 0, 1, 0, 0]","[5, 0, 1, 0, 0, 0, 0, 0]",10 10 10 10 10 10 J Q K A, 7 7 7 8 8 8 3 6 J A 4 4 4 3 K 2 J 9 9 9 9 4 4 6 6 
tree-v6,449,476,2,"[1, 3, 2, 1, 0, 0, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 0]",3 4 4 4 5 5 5 6 6 10 J Q Q Q K A 2 2, 6 6 6 7 7 7 A A A 8 8 8 8 8 K K K K K 7 7 7 10 K 
tree-v6,449,476,2,"[1, 3, 1, 1, 0, 0, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 0]",3 5 5 5 6 6 10 J Q Q Q K A 2 2, 6 6 6 7 7 7 A A A 8 8 8 8 8 K K K K K 7 7 7 10 K 4 4 4 
tree-v6,449,476,0,"[1, 3, 0, 1, 0, 0, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 0]",3 6 6 10 J Q Q Q K A 2 2, 6 6 6 7 7 7 A A A 8 8 8 8 8 K K K K K 7 7 7 10 K 4 4 4 5 5 5 
tree-v6,449,476,1,"[0, 2, 0, 1, 0, 0, 0, 0]","[3, 0, 3, 0, 0, 1, 0, 0]",6 6 J Q Q Q K A 2, 6 6 6 7 7 7 A A A 8 8 8 8 8 K K K K K 7 7 7 10 K 4 4 4 5 5 5 3 9 10 Q 2 
tree-v6,449,476,0,"[1, 0, 0, 1, 0, 0, 0, 0]","[4, 1, 3, 0, 0, 1, 0, 0]",J Q Q K A 2, 6 6 6 7 7 7 A A A 8 8 8 8 8 K K K K K 7 7 7 10 K 4 4 4 5 5 5 3 9 10 Q 2 6 6 2 2 9 Q 
tree-v6,449,476,3,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 1, 3, 0, 0, 1, 0, 0]",J Q K A 2, 6 6 6 7 7 7 A A A 8 8 8 8 8 K K K K K 7 7 7 10 K 4 4 4 5 5 5 3 9 10 Q 2 6 6 2 2 9 Q Q 
tree-v4,472,512,0,"[3, 2, 0, 1, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3 3 3 3 4 4 5 5 5 5 6 6 6 6 7 8 9 10 10 J Q Q K A, 5 5 5 2 2 2 
tree-v4,472,512,0,"[2, 2, 0, 1, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3 3 3 3 4 4 5 5 5 5 6 6 6 6 7 8 9 10 J Q Q K A, 5 5 5 2 2 2 10 
tree-v4,472,512,0,"[1, 2, 0, 1, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3 3 3 3 4 4 5 5 5 5 6 6 6 6 7 8 9 10 J Q Q A, 5 5 5 2 2 2 10 K 
tree-v4,472,512,1,"[0, 2, 0, 1, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3 3 3 3 4 4 5 5 5 5 6 6 6 6 7 8 9 10 J Q Q, 5 5 5 2 2 2 10 K A 
tree-v4,472,512,0,"[1, 0, 0, 1, 0, 3, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",3 3 3 3 5 5 5 5 6 6 6 6 7 8 9 10 J Q, 5 5 5 2 2 2 10 K A 4 4 Q Q 7 Q 
tree-v4,472,512,5,"[0, 0, 0, 1, 0, 1, 0, 0]","[2, 1, 3, 0, 0, 2, 0, 0]",6 6 6 6 8 9 10 J Q, 5 5 5 2 2 2 10 K A 4 4 Q Q 7 Q 7 10 4 4 4 4 5 5 5 5 K K K K K A A A 2 2 2 3 3 3 3 
tree-v4,472,512,3,"[0, 0, 0, 1, 0, 0, 0, 0]","[2, 1, 3, 0, 0, 2, 0, 0]",8 9 10 J Q, 5 5 5 2 2 2 10 K A 4 4 Q Q 7 Q 7 10 4 4 4 4 5 5 5 5 K K K K K A A A 2 2 2 3 3 3 3 6 6 6 6 
forest-v3,478,476,7,"[1, 0, 3, 0, 0, 2, 0, 1]","[2, 1, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 5 5 5 5 6 6 6 7 8 8 8 A A A A A 2 2 2, 9 K 2 4 4 J J 
forest-v3,478,476,0,"[1, 0, 3, 0, 0, 2, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 7 8 8 8 A A A A A 2 2 2, 9 K 2 4 4 J J 4 4 4 3 3 
forest-v3,478,476,2,"[0, 0, 3, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 2, 0, 0]",6 6 6 8 8 8 2 2 2, 9 K 2 4 4 J J 4 4 4 3 3 7 3 3 3 3 5 5 5 5 7 7 7 7 A A A A A 
forest-v3,478,476,2,"[0, 0, 2, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 2, 0, 0]",8 8 8 2 2 2, 9 K 2 4 4 J J 4 4 4 3 3 7 3 3 3 3 5 5 5 5 7 7 7 7 A A A A A 6 6 6 
forest-v3,478,476,2,"[0, 0, 1, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 2, 0, 0]",2 2 2, 9 K 2 4 4 J J 4 4 4 3 3 7 3 3 3 3 5 5 5 5 7 7 7 7 A A A A A 6 6 6 8 8 8 
tree-v4,458,488,2,"[1, 2, 4, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 6 6 6 7 7 7 7 8 8 9 9 9 10 10 J J Q Q K 2 2 2, 
tree-v4,458,488,2,"[1, 2, 3, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 6 6 6 7 7 7 7 8 8 9 9 9 10 10 J J Q Q K 2 2 2, 4 4 4 
tree-v4,458,488,2,"[1, 2, 2, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 7 7 7 7 8 8 9 9 9 10 10 J J Q Q K 2 2 2, 4 4 4 6 6 6 
tree-v4,458,488,7,"[1, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 7 7 7 7 8 8 10 10 J J Q Q K 2 2 2, 4 4 4 6 6 6 9 9 9 
tree-v4,458,488,0,"[1, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 8 8 10 10 J J Q Q K, 4 4 4 6 6 6 9 9 9 2 2 2 3 3 
tree-v4,458,488,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 2, 0, 0]",8 8, 4 4 4 6 6 6 9 9 9 2 2 2 3 3 K A 7 7 8 8 9 9 10 10 J J Q Q 5 5 5 5 5 2 2 2 2 2 4 4 4 7 7 7 7 
AI-origin,448,442,2,"[1, 6, 3, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 5 6 6 7 7 8 8 8 8 9 9 10 10 J J J K K A A A, 9 2 
AI-origin,448,442,0,"[1, 6, 0, 0, 0, 1, 0, 0]","[1, 0, 3, 1, 1, 0, 0, 0]",4 4 5 6 6 7 7 8 8 8 8 9 9 10 10 K K, 9 2 3 3 3 5 5 5 J J J 2 2 2 7 8 9 10 J J J Q Q K K 3 3 3 A A A 
AI-origin,448,442,1,"[0, 6, 0, 0, 0, 1, 0, 0]","[1, 0, 3, 1, 1, 0, 0, 0]",4 4 6 6 7 7 8 8 8 8 9 9 10 10 K K, 9 2 3 3 3 5 5 5 J J J 2 2 2 7 8 9 10 J J J Q Q K K 3 3 3 A A A 5 
AI-origin,448,442,1,"[0, 3, 0, 0, 0, 1, 0, 0]","[1, 2, 3, 1, 1, 0, 0, 0]",6 6 7 7 8 8 8 8 10 10, 9 2 3 3 3 5 5 5 J J J 2 2 2 7 8 9 10 J J J Q Q K K 3 3 3 A A A 5 4 4 7 7 9 9 10 10 K K 
AI-origin,448,442,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[1, 2, 3, 1, 1, 0, 0, 0]",7 7 8 8 8 8 10 10, 9 2 3 3 3 5 5 5 J J J 2 2 2 7 8 9 10 J J J Q Q K K 3 3 3 A A A 5 4 4 7 7 9 9 10 10 K K 6 6 
AI-origin,448,442,1,"[0, 1, 0, 0, 0, 1, 0, 0]","[1, 2, 3, 1, 1, 0, 0, 0]",8 8 8 8 10 10, 9 2 3 3 3 5 5 5 J J J 2 2 2 7 8 9 10 J J J Q Q K K 3 3 3 A A A 5 4 4 7 7 9 9 10 10 K K 6 6 7 7 
AI-origin,448,442,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 2, 3, 1, 1, 0, 0, 0]",8 8 8 8, 9 2 3 3 3 5 5 5 J J J 2 2 2 7 8 9 10 J J J Q Q K K 3 3 3 A A A 5 4 4 7 7 9 9 10 10 K K 6 6 7 7 10 10 
new-tree-v6,498,455,7,"[2, 3, 0, 0, 1, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 6 6 6 7 7 8 8 9 9 J Q Q K K K K A A A A 2 2, 
new-tree-v6,498,455,0,"[2, 3, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",4 4 5 7 7 8 8 9 9 J Q Q A A A A 2 2, 6 6 6 3 3 3 3 3 3 K K K K 
new-tree-v6,498,455,1,"[0, 2, 0, 0, 1, 1, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 0]",4 4 7 7 8 8 9 9 Q Q A A A A, 6 6 6 3 3 3 3 3 3 K K K K 5 9 J A 4 Q Q 2 2 
new-tree-v6,498,455,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 1, 2, 0, 0]",Q Q, 6 6 6 3 3 3 3 3 3 K K K K 5 9 J A 4 Q Q 2 2 4 4 2 2 6 6 7 7 8 8 7 7 8 8 9 9 5 5 5 5 A A A A 
tree-v4,505,466,2,"[4, 2, 2, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 6 7 7 7 8 8 10 J Q Q Q K K K K A A A 2 2 2 2, 
tree-v4,505,466,3,"[4, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 2, 0, 0]",3 3 4 4 5 6 7 7 7 8 8 10 J A A A, Q Q Q 8 8 8 8 K K K K 10 10 10 10 2 2 2 2 
tree-v4,505,466,0,"[3, 3, 0, 0, 0, 0, 0, 0]","[2, 0, 1, 1, 0, 2, 0, 0]",3 3 4 7 7 10 J A A, Q Q Q 8 8 8 8 K K K K 10 10 10 10 2 2 2 2 4 5 6 7 8 J Q K A 2 3 3 3 7 8 Q A 
tree-v4,505,466,0,"[2, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 1, 1, 0, 2, 0, 0]",3 3 7 7 10 J, Q Q Q 8 8 8 8 K K K K 10 10 10 10 2 2 2 2 4 5 6 7 8 J Q K A 2 3 3 3 7 8 Q A 4 A 9 9 A A 
tree-v4,505,466,0,"[1, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 1, 1, 0, 2, 0, 0]",3 3 7 7 J, Q Q Q 8 8 8 8 K K K K 10 10 10 10 2 2 2 2 4 5 6 7 8 J Q K A 2 3 3 3 7 8 Q A 4 A 9 9 A A 10 
tree-v4,505,466,1,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 1, 1, 0, 2, 0, 0]",3 3 7 7, Q Q Q 8 8 8 8 K K K K 10 10 10 10 2 2 2 2 4 5 6 7 8 J Q K A 2 3 3 3 7 8 Q A 4 A 9 9 A A 10 J 
AI-origin,481,457,3,"[2, 2, 2, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 5 6 6 6 7 8 8 9 9 10 10 J J J Q Q Q K K K K A A 2, 
AI-origin,481,457,4,"[1, 2, 2, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",4 6 6 8 8 9 9 10 10 J J J Q Q Q K K K K A A, 3 4 5 6 7 J Q K A 2 4 2 
AI-origin,481,457,2,"[1, 2, 2, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",4 6 6 J J J Q Q Q K K K K A A, 3 4 5 6 7 J Q K A 2 4 2 8 8 9 9 10 10 
AI-origin,481,457,2,"[1, 2, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",4 6 6 Q Q Q K K K K A A, 3 4 5 6 7 J Q K A 2 4 2 8 8 9 9 10 10 J J J 
AI-origin,481,457,0,"[1, 2, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",4 6 6 K K K K A A, 3 4 5 6 7 J Q K A 2 4 2 8 8 9 9 10 10 J J J Q Q Q 
new-tree-v6,470,443,1,"[0, 2, 1, 2, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 5 5 5 6 7 8 8 8 9 10 J Q K K K K K A A 2 2, 
new-tree-v6,470,443,4,"[0, 0, 0, 2, 1, 1, 0, 0]","[2, 2, 3, 0, 0, 0, 0, 0]",3 3 3 4 4 4 5 5 5 6 7 9 10 J Q K K K K K, A A 2 2 5 5 5 8 8 8 J J J 6 6 6 3 10 4 4 2 2 
new-tree-v6,470,443,3,"[0, 0, 0, 2, 0, 1, 0, 0]","[2, 2, 3, 0, 0, 0, 0, 0]",3 4 5 6 7 9 10 J Q K K K K K, A A 2 2 5 5 5 8 8 8 J J J 6 6 6 3 10 4 4 2 2 3 3 4 4 5 5 
new-tree-v6,470,443,3,"[0, 0, 0, 1, 0, 1, 0, 0]","[2, 2, 3, 0, 0, 0, 0, 0]",9 10 J Q K K K K K, A A 2 2 5 5 5 8 8 8 J J J 6 6 6 3 10 4 4 2 2 3 3 4 4 5 5 3 4 5 6 7 
tree-v6,474,445,0,"[3, 1, 0, 1, 0, 2, 0, 0]","[3, 0, 4, 0, 0, 0, 0, 0]",3 3 3 3 4 4 5 6 7 7 8 10 10 Q Q Q Q 2, 3 3 3 A A A 2 2 2 5 5 5 9 9 9 K K K 7 8 J K A 2 
tree-v6,474,445,1,"[0, 1, 0, 1, 0, 2, 0, 0]","[5, 0, 4, 0, 0, 0, 0, 0]",3 3 3 3 4 5 6 7 8 10 10 Q Q Q Q, 3 3 3 A A A 2 2 2 5 5 5 9 9 9 K K K 7 8 J K A 2 4 6 7 8 2 
tree-v6,474,445,3,"[0, 0, 0, 1, 0, 1, 0, 0]","[5, 0, 4, 0, 0, 1, 0, 0]",3 3 3 3 4 5 6 7 8, 3 3 3 A A A 2 2 2 5 5 5 9 9 9 K K K 7 8 J K A 2 4 6 7 8 2 10 10 9 9 9 9 Q Q Q Q 
tree-v6,474,445,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[5, 0, 4, 0, 0, 1, 0, 0]",3 3 3 3, 3 3 3 A A A 2 2 2 5 5 5 9 9 9 K K K 7 8 J K A 2 4 6 7 8 2 10 10 9 9 9 9 Q Q Q Q 4 5 6 7 8 
new-tree-v6,471,452,2,"[5, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",4 5 6 8 8 8 9 9 10 10 10 10 10 J Q Q K A A, 9 9 9 2 2 2 6 6 6 6 3 3 3 3 3 
new-tree-v6,471,452,0,"[5, 1, 0, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",4 5 6 9 9 10 10 10 10 10 J Q Q K A A, 9 9 9 2 2 2 6 6 6 6 3 3 3 3 3 8 8 8 
new-tree-v6,471,452,0,"[4, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",5 6 9 9 10 J Q Q K A A, 9 9 9 2 2 2 6 6 6 6 3 3 3 3 3 8 8 8 4 Q 10 10 10 10 
new-tree-v6,471,452,0,"[3, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",6 9 9 10 J Q Q K A A, 9 9 9 2 2 2 6 6 6 6 3 3 3 3 3 8 8 8 4 Q 10 10 10 10 5 
new-tree-v6,471,452,0,"[1, 1, 0, 1, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",9 10 J Q Q K A A, 9 9 9 2 2 2 6 6 6 6 3 3 3 3 3 8 8 8 4 Q 10 10 10 10 5 6 8 9 
new-tree-v6,471,452,3,"[0, 0, 0, 1, 0, 0, 0, 0]","[4, 1, 1, 0, 0, 1, 0, 0]",9 10 J Q K, 9 9 9 2 2 2 6 6 6 6 3 3 3 3 3 8 8 8 4 Q 10 10 10 10 5 6 8 9 Q 2 10 4 4 A A 
tree-v6,456,451,3,"[2, 2, 0, 2, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 5 5 5 6 6 7 7 8 8 8 9 9 10 J J J Q Q Q K A A 2 2 2, 
tree-v6,456,451,3,"[3, 2, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 5 5 6 7 8 8 9 J J Q Q A 2 2 2, 5 6 7 8 9 7 8 9 10 J 10 J Q K A 
tree-v6,456,451,7,"[3, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 5 8 J J Q Q A 2 2 2, 5 6 7 8 9 7 8 9 10 J 10 J Q K A 5 6 7 8 9 
tree-v6,456,451,0,"[3, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",5 8 J J Q Q A, 5 6 7 8 9 7 8 9 10 J 10 J Q K A 5 6 7 8 9 2 2 2 3 3 
tree-v6,456,451,0,"[1, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",8 J J Q Q, 5 6 7 8 9 7 8 9 10 J 10 J Q K A 5 6 7 8 9 2 2 2 3 3 5 Q A 
tree-v6,456,451,1,"[0, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",J J Q Q, 5 6 7 8 9 7 8 9 10 J 10 J Q K A 5 6 7 8 9 2 2 2 3 3 5 Q A 8 
tree-v5,503,472,2,"[2, 4, 1, 0, 0, 2, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",3 4 5 5 6 6 6 6 7 7 7 7 9 9 9 J J Q Q 2 2, Q Q Q 4 8 J Q 10 10 10 10 A A A A 
tree-v5,503,472,0,"[2, 4, 0, 0, 0, 2, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",3 4 5 5 6 6 6 6 7 7 7 7 J J Q Q 2 2, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 
tree-v5,503,472,0,"[1, 4, 0, 0, 0, 2, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",4 5 5 6 6 6 6 7 7 7 7 J J Q Q 2 2, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 3 
tree-v5,503,472,1,"[0, 4, 0, 0, 0, 2, 0, 0]","[2, 0, 1, 0, 0, 1, 0, 0]",5 5 6 6 6 6 7 7 7 7 J J Q Q 2 2, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 3 4 
tree-v5,503,472,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 1, 0, 0]",6 6 6 6 7 7 7 7 Q Q 2 2, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 3 4 5 5 9 9 J J 
tree-v5,503,472,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 1, 0, 0]",6 6 6 6 7 7 7 7 2 2, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 3 4 5 5 9 9 J J Q Q 
tree-v5,503,472,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 1, 0, 0]",6 6 6 6 7 7 7 7, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 3 4 5 5 9 9 J J Q Q 2 2 
tree-v5,503,472,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 1, 1, 0, 0, 1, 0, 0]",7 7 7 7, Q Q Q 4 8 J Q 10 10 10 10 A A A A 9 9 9 3 4 5 5 9 9 J J Q Q 2 2 6 6 6 6 
forest-v3,466,490,0,"[3, 5, 0, 1, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 6 6 7 7 7 7 8 8 8 8 8 8 9 10 10 J Q Q K K A 2 2, 
forest-v3,466,490,1,"[0, 5, 0, 1, 0, 2, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 6 6 7 7 7 7 8 8 8 8 8 8 9 10 J Q K K 2 2, 10 J Q K A 
forest-v3,466,490,1,"[0, 1, 0, 1, 0, 2, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",4 4 7 7 7 7 8 8 8 8 8 8 9 10 J Q, 10 J Q K A 3 3 4 4 6 6 Q Q K K A A 2 2 
forest-v3,466,490,5,"[0, 0, 0, 1, 0, 2, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",7 7 7 7 8 8 8 8 8 8 9 10 J Q, 10 J Q K A 3 3 4 4 6 6 Q Q K K A A 2 2 4 4 
forest-v3,466,490,3,"[0, 0, 0, 1, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 0]",8 9 10 J Q, 10 J Q K A 3 3 4 4 6 6 Q Q K K A A 2 2 4 4 7 7 7 7 10 10 10 10 8 8 8 8 8 
