winner,winner score,loser score,target,strategy,opponent,hand,used
tree-v6,496,459,1,"[0, 6, 0, 1, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 4 5 6 7 8 8 8 9 9 9 9 10 10 J J K K A A 2 2 2 2, 6 8 Q 
tree-v6,496,459,1,"[0, 4, 0, 1, 0, 1, 0, 0]","[1, 2, 0, 1, 0, 0, 0, 0]",4 5 6 7 8 8 8 10 10 J J A A 2 2 2 2, 6 8 Q 3 3 Q Q K K 2 2 8 9 10 J Q 9 9 9 9 
tree-v6,496,459,1,"[0, 2, 0, 1, 0, 1, 0, 0]","[1, 3, 0, 1, 0, 0, 0, 0]",4 5 6 7 8 10 10 J J 2 2 2 2, 6 8 Q 3 3 Q Q K K 2 2 8 9 10 J Q 9 9 9 9 8 8 K K A A 
tree-v6,496,459,1,"[0, 1, 0, 1, 0, 1, 0, 0]","[1, 3, 0, 1, 0, 0, 0, 0]",4 5 6 7 8 J J 2 2 2 2, 6 8 Q 3 3 Q Q K K 2 2 8 9 10 J Q 9 9 9 9 8 8 K K A A 10 10 
tree-v6,496,459,3,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 3, 0, 1, 0, 0, 0, 0]",4 5 6 7 8 2 2 2 2, 6 8 Q 3 3 Q Q K K 2 2 8 9 10 J Q 9 9 9 9 8 8 K K A A 10 10 J J 
tree-v6,495,448,2,"[2, 4, 3, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3 4 4 7 7 7 8 8 8 10 10 J J Q K K A A A A 2 2 2, 7 8 9 10 J 5 5 5 5 
tree-v6,495,448,2,"[2, 4, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]",3 4 4 8 8 8 10 10 J J Q K K A A A A, 7 8 9 10 J 5 5 5 5 7 7 7 Q Q Q 2 2 2 
tree-v6,495,448,0,"[2, 4, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]",3 4 4 10 10 J J Q K K A A A A, 7 8 9 10 J 5 5 5 5 7 7 7 Q Q Q 2 2 2 8 8 8 
tree-v6,495,448,1,"[0, 4, 0, 0, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]",4 4 10 10 J J K K A A A A, 7 8 9 10 J 5 5 5 5 7 7 7 Q Q Q 2 2 2 8 8 8 3 4 Q 
tree-v6,452,487,7,"[1, 3, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 5 5 6 6 6 6 9 9 10 J J Q Q K K 2 2, 6 7 8 9 10 7 8 9 10 J 
tree-v6,452,487,0,"[1, 1, 0, 0, 1, 1, 0, 0]","[0, 2, 2, 1, 0, 0, 0, 1]",6 6 6 6 10 J J Q Q K K 2 2, 6 7 8 9 10 7 8 9 10 J 4 4 4 3 3 J J J 3 3 A A A 2 2 2 4 4 5 5 8 8 9 9 
tree-v6,452,487,0,"[1, 0, 0, 0, 1, 0, 0, 0]","[2, 2, 2, 1, 0, 1, 0, 1]",J J Q Q K K 2, 6 7 8 9 10 7 8 9 10 J 4 4 4 3 3 J J J 3 3 A A A 2 2 2 4 4 5 5 8 8 9 9 10 K 6 6 6 6 Q Q Q Q 9 2 
tree-v6,452,487,4,"[0, 0, 0, 0, 1, 0, 0, 0]","[2, 2, 2, 1, 0, 1, 0, 1]",J J Q Q K K, 6 7 8 9 10 7 8 9 10 J 4 4 4 3 3 J J J 3 3 A A A 2 2 2 4 4 5 5 8 8 9 9 10 K 6 6 6 6 Q Q Q Q 9 2 2 
tree-v6,504,470,2,"[2, 2, 1, 0, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 4 4 7 8 8 8 8 9 9 10 10 J J Q Q K K K K A A 2, 
tree-v6,504,470,0,"[2, 2, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 2, 0, 0]",7 9 9 10 10 J J Q Q A A 2, 4 4 4 6 6 6 3 3 3 3 7 7 7 7 8 8 8 8 K K K K K K K K 
tree-v6,504,470,1,"[0, 2, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 2, 0, 0]",9 9 10 10 J J Q Q A A, 4 4 4 6 6 6 3 3 3 3 7 7 7 7 8 8 8 8 K K K K K K K K 7 8 2 
tree-v6,504,470,1,"[0, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 2, 0, 0]",10 10 J J Q Q A A, 4 4 4 6 6 6 3 3 3 3 7 7 7 7 8 8 8 8 K K K K K K K K 7 8 2 9 9 
tree-v6,504,470,4,"[0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 2, 0, 0]",10 10 J J Q Q, 4 4 4 6 6 6 3 3 3 3 7 7 7 7 8 8 8 8 K K K K K K K K 7 8 2 9 9 A A 
tree-v6,516,469,2,"[1, 4, 2, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 4 4 5 5 7 7 8 9 9 9 9 10 10 10 10 J J Q Q Q K K 2 2 2, 
tree-v6,516,469,2,"[1, 4, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",5 5 7 7 8 10 10 10 10 J J K K 2 2 2, Q Q Q 2 2 2 4 4 4 4 A A A A 9 9 9 9 
tree-v6,516,469,0,"[1, 4, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",5 5 7 7 8 10 10 10 10 J J K K, Q Q Q 2 2 2 4 4 4 4 A A A A 9 9 9 9 2 2 2 
tree-v6,516,469,1,"[0, 4, 0, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",5 5 7 7 J J K K, Q Q Q 2 2 2 4 4 4 4 A A A A 9 9 9 9 2 2 2 8 K 10 10 10 10 
tree-v6,516,469,1,"[0, 2, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",7 7 K K, Q Q Q 2 2 2 4 4 4 4 A A A A 9 9 9 9 2 2 2 8 K 10 10 10 10 5 5 7 7 J J 
tree-v6,465,501,2,"[2, 0, 1, 1, 0, 2, 0, 0]","[0, 3, 3, 0, 0, 0, 0, 0]",4 4 4 5 5 5 5 6 6 6 6 7 7 8 9 10 J A, 9 9 9 K K K A A A Q Q Q 4 4 5 5 7 7 Q Q K K 2 2 
tree-v6,465,501,0,"[2, 0, 0, 1, 0, 2, 0, 0]","[0, 3, 3, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 6 7 7 8 9 10 J A, 9 9 9 K K K A A A Q Q Q 4 4 5 5 7 7 Q Q K K 2 2 4 4 4 
tree-v6,465,501,3,"[0, 0, 0, 1, 0, 2, 0, 0]","[1, 3, 3, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 6 7 8 9 10 J, 9 9 9 K K K A A A Q Q Q 4 4 5 5 7 7 Q Q K K 2 2 4 4 4 7 10 A 
tree-v6,465,501,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[1, 3, 3, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 6, 9 9 9 K K K A A A Q Q Q 4 4 5 5 7 7 Q Q K K 2 2 4 4 4 7 10 A 7 8 9 10 J 
AI-origin,466,441,3,"[2, 4, 0, 2, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",3 4 4 4 5 5 6 6 6 7 10 10 10 J Q K K A A A, 3 3 3 2 2 2 4 4 4 4 8 8 8 8 
AI-origin,466,441,0,"[2, 4, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]",4 4 5 6 6 10 10 K A A, 3 3 3 2 2 2 4 4 4 4 8 8 8 8 3 4 5 6 7 7 8 9 10 J 10 J Q K A 
AI-origin,466,441,1,"[0, 2, 0, 0, 0, 0, 0, 0]","[4, 3, 1, 1, 0, 1, 0, 0]",4 4 6 6, 3 3 3 2 2 2 4 4 4 4 8 8 8 8 3 4 5 6 7 7 8 9 10 J 10 J Q K A 5 9 K A 5 9 6 6 10 10 2 2 7 7 A A 
AI-origin,466,441,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[4, 3, 1, 1, 0, 1, 0, 0]",6 6, 3 3 3 2 2 2 4 4 4 4 8 8 8 8 3 4 5 6 7 7 8 9 10 J 10 J Q K A 5 9 K A 5 9 6 6 10 10 2 2 7 7 A A 4 4 
tree-v6,474,458,7,"[2, 2, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 6 6 9 9 10 J J J J J Q K K A A 2 2, 10 J Q K A 5 5 5 5 5 
tree-v6,474,458,0,"[2, 2, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",6 6 9 9 10 J J J J J Q K K A A 2 2, 10 J Q K A 5 5 5 5 5 4 4 4 3 3 
tree-v6,474,458,0,"[1, 2, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 0, 0, 0, 0]",6 6 9 9 Q K K A A 2 2, 10 J Q K A 5 5 5 5 5 4 4 4 3 3 10 Q J Q K A 2 J J J J J 
tree-v6,474,458,1,"[0, 2, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 2, 0, 0, 0, 0]",6 6 9 9 K K A A 2 2, 10 J Q K A 5 5 5 5 5 4 4 4 3 3 10 Q J Q K A 2 J J J J J Q 
tree-v6,474,458,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 2, 1, 0, 0, 0]",9 9, 10 J Q K A 5 5 5 5 5 4 4 4 3 3 10 Q J Q K A 2 J J J J J Q 6 6 2 2 4 4 5 5 6 6 K K A A 2 2 
AI-origin,479,488,3,"[1, 2, 2, 1, 0, 1, 0, 0]","[4, 0, 2, 0, 0, 1, 0, 0]",3 4 5 6 7 7 7 7 7 8 8 8 9 9 9 Q A A 2 2, J J J 2 2 2 3 5 9 10 A 5 6 10 10 10 10 K K K K 
AI-origin,479,488,2,"[1, 1, 2, 0, 0, 1, 0, 0]","[4, 1, 2, 0, 0, 2, 0, 0]",7 7 7 7 8 8 8 9 9 9 Q 2 2, J J J 2 2 2 3 5 9 10 A 5 6 10 10 10 10 K K K K 3 4 5 6 7 Q Q Q Q 4 4 A A 
AI-origin,479,488,2,"[1, 1, 1, 0, 0, 1, 0, 0]","[4, 1, 2, 0, 0, 2, 0, 0]",7 7 7 7 9 9 9 Q 2 2, J J J 2 2 2 3 5 9 10 A 5 6 10 10 10 10 K K K K 3 4 5 6 7 Q Q Q Q 4 4 A A 8 8 8 
AI-origin,479,488,0,"[1, 1, 0, 0, 0, 1, 0, 0]","[4, 1, 2, 0, 0, 2, 0, 0]",7 7 7 7 Q 2 2, J J J 2 2 2 3 5 9 10 A 5 6 10 10 10 10 K K K K 3 4 5 6 7 Q Q Q Q 4 4 A A 8 8 8 9 9 9 
AI-origin,479,488,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[5, 1, 2, 0, 0, 2, 0, 0]",2 2, J J J 2 2 2 3 5 9 10 A 5 6 10 10 10 10 K K K K 3 4 5 6 7 Q Q Q Q 4 4 A A 8 8 8 9 9 9 Q K 7 7 7 7 
AI-origin,456,478,2,"[2, 2, 2, 0, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3 3 3 4 4 4 5 5 5 5 7 7 7 7 8 8 9 10 10 Q Q Q Q A, 4 4 4 6 6 6 
AI-origin,456,478,2,"[1, 2, 1, 0, 0, 2, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 1]",4 4 4 5 5 5 5 7 7 7 7 8 8 10 10 A, 4 4 4 6 6 6 3 3 3 J J J A A A 2 2 2 3 3 7 9 10 10 10 10 Q Q Q Q 
AI-origin,456,478,0,"[1, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 1]",5 5 5 5 7 7 7 7 8 8 10 10 A, 4 4 4 6 6 6 3 3 3 J J J A A A 2 2 2 3 3 7 9 10 10 10 10 Q Q Q Q 4 4 4 
AI-origin,456,478,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 3, 0, 0, 1, 0, 1]",5 5 5 5 7 7 7 7 8 8 10 10, 4 4 4 6 6 6 3 3 3 J J J A A A 2 2 2 3 3 7 9 10 10 10 10 Q Q Q Q 4 4 4 A 
AI-origin,456,478,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 2, 3, 0, 0, 1, 0, 1]",7 7 7 7, 4 4 4 6 6 6 3 3 3 J J J A A A 2 2 2 3 3 7 9 10 10 10 10 Q Q Q Q 4 4 4 A 8 8 9 9 10 10 K K 5 5 5 5 
AI-origin,527,458,2,"[4, 2, 1, 0, 0, 3, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",3 4 4 6 6 6 8 8 9 10 J J J J J Q Q Q Q K K K K 2, 9 9 9 A A A 
AI-origin,527,458,0,"[4, 2, 0, 0, 0, 2, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",3 4 4 8 8 9 10 Q Q Q Q K K K K 2, 9 9 9 A A A 6 6 6 5 5 5 5 J J J J J 
AI-origin,527,458,1,"[1, 2, 0, 0, 0, 1, 0, 0]","[2, 0, 1, 0, 0, 2, 0, 0]",4 4 8 8 10 K K K K, 9 9 9 A A A 6 6 6 5 5 5 5 J J J J J 3 4 9 J 2 10 10 10 10 Q Q Q Q 
AI-origin,527,458,0,"[1, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 1, 0, 0, 2, 0, 0]",10, 9 9 9 A A A 6 6 6 5 5 5 5 J J J J J 3 4 9 J 2 10 10 10 10 Q Q Q Q 4 4 7 7 8 8 K K Q 8 8 K K K K 
tree-v6,462,434,0,"[2, 5, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3 4 4 5 5 6 6 6 6 7 7 8 8 9 9 10 10 Q K K 2 2, 7 8 9 10 J J Q K A 2 
tree-v6,462,434,0,"[1, 5, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",4 4 5 5 6 6 6 6 7 7 8 8 9 9 10 10 Q K K 2 2, 7 8 9 10 J J Q K A 2 3 
tree-v6,462,434,1,"[0, 5, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",4 4 5 5 6 6 6 6 7 7 8 8 9 9 10 10 K K 2 2, 7 8 9 10 J J Q K A 2 3 Q 
tree-v6,462,434,1,"[0, 3, 0, 0, 1, 0, 0, 0]","[0, 2, 0, 2, 0, 0, 0, 0]",5 5 8 8 9 9 10 10 K K 2 2, 7 8 9 10 J J Q K A 2 3 Q 4 4 5 5 7 7 2 2 8 9 10 J Q 6 6 6 6 
tree-v6,462,434,1,"[0, 1, 0, 0, 1, 0, 0, 0]","[0, 3, 0, 2, 0, 0, 0, 0]",8 8 9 9 10 10 2 2, 7 8 9 10 J J Q K A 2 3 Q 4 4 5 5 7 7 2 2 8 9 10 J Q 6 6 6 6 5 5 7 7 K K 
tree-v6,462,434,4,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 3, 0, 2, 0, 0, 0, 0]",8 8 9 9 10 10, 7 8 9 10 J J Q K A 2 3 Q 4 4 5 5 7 7 2 2 8 9 10 J Q 6 6 6 6 5 5 7 7 K K 2 2 
AI-origin,473,452,2,"[4, 3, 2, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",3 3 4 4 4 4 5 6 6 7 7 7 9 J Q Q K K K K A A A 2, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 
AI-origin,473,452,7,"[4, 2, 0, 0, 0, 2, 0, 1]","[0, 1, 1, 0, 2, 0, 0, 0]",3 3 4 4 4 4 5 6 6 9 J Q Q K K K K A A A 2, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 
AI-origin,473,452,0,"[4, 2, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 5 6 6 9 J Q Q K K K K 2, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 
AI-origin,473,452,0,"[3, 2, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 6 6 9 J Q Q K K K K 2, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 
AI-origin,473,452,0,"[2, 2, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 6 6 J Q Q K K K K 2, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 9 
AI-origin,473,452,0,"[1, 2, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 6 6 Q Q K K K K 2, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 9 J 
AI-origin,473,452,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 6 6 Q Q K K K K, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 9 J 2 
AI-origin,473,452,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 Q Q K K K K, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 9 J 2 6 6 
AI-origin,473,452,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",4 4 4 4 K K K K, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 9 J 2 6 6 Q Q 
AI-origin,473,452,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 2, 0, 0, 0]",K K K K, A A 5 5 6 6 7 7 9 9 10 10 J J 8 8 8 10 10 10 7 7 7 A A A 3 3 5 9 J 2 6 6 Q Q 4 4 4 4 
AI-origin,479,452,3,"[1, 2, 1, 1, 0, 1, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 0]",3 3 3 4 5 6 6 7 8 J J K K K K A A, 3 4 6 7 Q 4 4 9 9 A A 2 2 5 5 5 5 10 10 10 10 
AI-origin,479,452,2,"[1, 1, 1, 0, 0, 0, 0, 0]","[3, 4, 0, 1, 0, 1, 0, 0]",3 3 3 6 A A, 3 4 6 7 Q 4 4 9 9 A A 2 2 5 5 5 5 10 10 10 10 4 5 6 7 8 6 7 8 9 10 8 8 J J 2 2 K K K K 
AI-origin,479,452,0,"[1, 1, 0, 0, 0, 0, 0, 0]","[3, 4, 0, 1, 0, 1, 0, 0]",6 A A, 3 4 6 7 Q 4 4 9 9 A A 2 2 5 5 5 5 10 10 10 10 4 5 6 7 8 6 7 8 9 10 8 8 J J 2 2 K K K K 3 3 3 
AI-origin,479,452,0,"[1, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 0, 1, 0, 1, 0, 0]",A, 3 4 6 7 Q 4 4 9 9 A A 2 2 5 5 5 5 10 10 10 10 4 5 6 7 8 6 7 8 9 10 8 8 J J 2 2 K K K K 3 3 3 6 9 A 
tree-v6,510,445,0,"[2, 1, 0, 3, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 6 7 7 8 9 9 10 J J Q Q K A A A A 2 2 2 2, 
tree-v6,510,445,0,"[1, 1, 0, 3, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 6 7 7 8 9 9 10 J Q Q K A A A A 2 2 2 2, J 
tree-v6,510,445,1,"[0, 1, 0, 3, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 6 7 7 8 9 9 10 J Q K A A A A 2 2 2 2, J Q 
tree-v6,510,445,3,"[0, 0, 0, 3, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1]",3 4 5 5 6 6 7 7 8 9 9 10 J Q K 2 2 2 2, J Q 6 6 Q Q J Q K A 2 4 4 4 3 3 A A A A 
tree-v6,510,445,3,"[0, 0, 0, 2, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1]",5 6 7 8 9 9 10 J Q K 2 2 2 2, J Q 6 6 Q Q J Q K A 2 4 4 4 3 3 A A A A 3 4 5 6 7 
