winner,winner score,loser score,target,strategy,opponent,hand,used
tree-v6,469,468,3,"[0, 0, 0, 1, 0, 1, 0, 0]","[1, 3, 0, 1, 0, 0, 0, 0]",5 5 5 5 7 8 9 10 J, 6 K 7 8 9 10 J 7 7 9 9 A A 2 2 10 3 3 2 2 4 4 4 4 Q Q K K A A 
tree-v4,495,504,2,"[3, 2, 1, 0, 0, 3, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3 4 4 4 5 5 5 5 6 6 6 6 8 9 K K A A A A 2 2, 5 6 7 8 9 8 9 10 J Q 
tree-v4,495,504,0,"[3, 2, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3 5 5 5 5 6 6 6 6 8 9 K K A A A A 2 2, 5 6 7 8 9 8 9 10 J Q 4 4 4 
tree-v4,495,504,0,"[1, 2, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 0]",6 6 6 6 9 K K A A A A 2 2, 5 6 7 8 9 8 9 10 J Q 4 4 4 3 4 8 K 5 5 5 5 
tree-v4,495,504,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 0]",6 6 6 6 K K A A A A 2 2, 5 6 7 8 9 8 9 10 J Q 4 4 4 3 4 8 K 5 5 5 5 9 
tree-v4,495,504,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 1, 0, 0, 0, 0]",6 6 6 6 A A A A, 5 6 7 8 9 8 9 10 J Q 4 4 4 3 4 8 K 5 5 5 5 9 K K A A 2 2 
AI-origin,454,478,3,"[0, 3, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",3 4 4 4 5 5 5 5 5 6 7 7 7 8 8 9 9 10 10 10 J J A A 2 2, Q Q Q 4 4 3 Q 
AI-origin,454,478,4,"[0, 3, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",4 4 5 5 5 5 7 7 8 8 9 9 10 10 10 J J A A 2 2, Q Q Q 4 4 3 Q 3 4 5 6 7 
AI-origin,454,478,7,"[0, 2, 0, 0, 0, 1, 0, 1]","[2, 1, 0, 0, 1, 0, 0, 1]",4 4 5 5 5 5 10 10 10 A A 2 2, Q Q Q 4 4 3 Q 3 4 5 6 7 7 7 8 8 9 9 K K A A 2 2 5 10 10 J J 
AI-origin,454,478,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 0, 1, 0, 0, 1]",5 5 5 5 A A 2 2, Q Q Q 4 4 3 Q 3 4 5 6 7 7 7 8 8 9 9 K K A A 2 2 5 10 10 J J 10 10 10 4 4 
AI-origin,454,478,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 2, 0, 0, 1, 1, 0, 1]",5 5 5 5, Q Q Q 4 4 3 Q 3 4 5 6 7 7 7 8 8 9 9 K K A A 2 2 5 10 10 J J 10 10 10 4 4 A A 6 6 6 6 J J 2 2 
new-tree-v6,472,449,7,"[4, 2, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 7 7 8 8 8 8 9 9 9 10 J J J Q Q K K A 2 2 2, 
new-tree-v6,472,449,7,"[4, 2, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 6 6 7 7 8 8 8 8 10 J J J Q Q K K A 2 2 2, 9 9 9 5 5 
new-tree-v6,472,449,7,"[4, 2, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 7 7 8 8 8 8 10 Q Q K K A 2 2 2, 9 9 9 5 5 J J J 6 6 
new-tree-v6,472,449,0,"[4, 2, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 8 8 8 8 10 Q Q K K A, 9 9 9 5 5 J J J 6 6 2 2 2 7 7 
new-tree-v6,472,449,0,"[1, 2, 0, 0, 0, 1, 0, 0]","[3, 0, 1, 0, 1, 0, 0, 1]",4 8 8 8 8 Q Q K K, 9 9 9 5 5 J J J 6 6 2 2 2 7 7 3 8 10 2 J J Q Q K K 3 3 3 4 4 6 6 6 10 A 
new-tree-v6,472,449,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[3, 0, 1, 0, 1, 0, 0, 1]",8 8 8 8 Q Q K K, 9 9 9 5 5 J J J 6 6 2 2 2 7 7 3 8 10 2 J J Q Q K K 3 3 3 4 4 6 6 6 10 A 4 
new-tree-v6,472,449,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 0, 1, 0, 1, 1, 0, 1]",K K, 9 9 9 5 5 J J J 6 6 2 2 2 7 7 3 8 10 2 J J Q Q K K 3 3 3 4 4 6 6 6 10 A 4 Q Q 5 5 5 5 8 8 8 8 
tree-v4,458,523,7,"[5, 0, 1, 0, 0, 0, 0, 2]","[1, 0, 1, 0, 0, 2, 0, 0]",3 3 3 4 4 5 5 5 7 7 7 9 9 9 10 J Q A, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 
tree-v4,458,523,7,"[5, 0, 1, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 2, 0, 0]",3 4 4 7 7 7 9 9 9 10 J Q A, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 5 5 5 3 3 
tree-v4,458,523,0,"[5, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 2, 0, 0]",3 9 9 9 10 J Q A, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 5 5 5 3 3 7 7 7 4 4 
tree-v4,458,523,0,"[3, 0, 1, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 2, 0, 0]",9 9 9 J Q A, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 5 5 5 3 3 7 7 7 4 4 3 8 10 
tree-v4,458,523,0,"[2, 0, 1, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 2, 0, 0]",9 9 9 Q A, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 5 5 5 3 3 7 7 7 4 4 3 8 10 J 
tree-v4,458,523,0,"[1, 0, 1, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 2, 0, 0]",9 9 9 A, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 5 5 5 3 3 7 7 7 4 4 3 8 10 J Q 
tree-v4,458,523,2,"[0, 0, 1, 0, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 2, 0, 0]",9 9 9, 2 2 2 8 8 8 8 10 10 10 10 K K K K A A A A 4 6 5 5 5 3 3 7 7 7 4 4 3 8 10 J Q A 
forest-v4,524,455,3,"[2, 1, 0, 2, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 4 5 6 7 7 7 8 9 10 J J Q Q K K K K A A A 2 2 2 2, 
forest-v4,524,455,3,"[2, 1, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 7 7 8 9 10 J J Q Q K K K K A A A 2 2 2 2, 3 4 5 6 7 
forest-v4,524,455,7,"[2, 1, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 7 J Q Q K K K K A A A 2 2 2 2, 3 4 5 6 7 7 8 9 10 J 
forest-v4,524,455,0,"[2, 1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",7 J Q Q K K K K 2 2 2 2, 3 4 5 6 7 7 8 9 10 J A A A 4 4 
forest-v4,524,455,1,"[0, 1, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 2]",Q Q 2 2 2 2, 3 4 5 6 7 7 8 9 10 J A A A 4 4 7 9 J K 8 8 8 8 10 10 10 10 10 6 3 3 3 5 5 4 4 4 7 7 K K K K 
AI-random,480,482,1,"[2, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]",3 3 4 4 4 4 5 5 5 8 9 9 10 10 10 10 10 Q Q A A 2, 6 7 8 9 10 J J J 3 3 K K K 6 6 
AI-random,480,482,0,"[2, 1, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]",3 3 4 4 4 4 5 5 5 8 10 10 10 10 10 Q Q 2, 6 7 8 9 10 J J J 3 3 K K K 6 6 9 9 Q Q A A 
AI-random,480,482,7,"[1, 1, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]",3 3 4 4 4 4 5 5 5 10 10 10 10 10 Q Q 2, 6 7 8 9 10 J J J 3 3 K K K 6 6 9 9 Q Q A A 8 
AI-random,480,482,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 2]",4 4 4 4 10 10 10 10 10 Q Q, 6 7 8 9 10 J J J 3 3 K K K 6 6 9 9 Q Q A A 8 5 5 5 3 3 K K K 6 6 4 2 
AI-random,480,482,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 2]",4 4 4 4 10 10 10 10 10, 6 7 8 9 10 J J J 3 3 K K K 6 6 9 9 Q Q A A 8 5 5 5 3 3 K K K 6 6 4 2 Q Q 
AI-random,480,482,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 2]",10 10 10 10 10, 6 7 8 9 10 J J J 3 3 K K K 6 6 9 9 Q Q A A 8 5 5 5 3 3 K K K 6 6 4 2 Q Q 4 4 4 4 
tree-v6,501,463,7,"[1, 2, 0, 0, 0, 1, 0, 3]","[3, 1, 0, 0, 0, 0, 0, 0]",3 3 3 5 5 6 6 7 7 9 9 J J J Q Q Q K K K A A A A, 3 10 Q 2 9 9 2 2 
tree-v6,501,463,7,"[1, 2, 0, 0, 0, 1, 0, 2]","[3, 1, 0, 0, 0, 0, 0, 0]",3 5 5 6 6 7 7 9 9 Q Q Q K K K A A A A, 3 10 Q 2 9 9 2 2 J J J 3 3 
tree-v6,501,463,7,"[1, 2, 0, 0, 0, 1, 0, 1]","[3, 1, 0, 0, 0, 0, 0, 0]",3 6 6 7 7 9 9 K K K A A A A, 3 10 Q 2 9 9 2 2 J J J 3 3 Q Q Q 5 5 
tree-v6,501,463,0,"[1, 2, 0, 0, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",3 7 7 9 9 A A A A, 3 10 Q 2 9 9 2 2 J J J 3 3 Q Q Q 5 5 K K K 6 6 
tree-v6,501,463,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",7 7 9 9 A A A A, 3 10 Q 2 9 9 2 2 J J J 3 3 Q Q Q 5 5 K K K 6 6 3 
tree-v6,501,463,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 2, 0, 0]",9 9, 3 10 Q 2 9 9 2 2 J J J 3 3 Q Q Q 5 5 K K K 6 6 3 7 7 A A 4 4 4 4 8 8 8 8 A A A A 
tree-v5,483,465,7,"[2, 3, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 2]",3 3 5 5 5 6 8 8 J J J J Q Q K A A, 5 5 5 3 3 10 10 10 4 4 K K K 4 4 2 2 2 7 7 
tree-v5,483,465,0,"[2, 3, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",6 8 8 J J J J Q Q K A A, 5 5 5 3 3 10 10 10 4 4 K K K 4 4 2 2 2 7 7 5 5 5 3 3 
tree-v5,483,465,1,"[0, 3, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 2]",8 8 Q Q A A, 5 5 5 3 3 10 10 10 4 4 K K K 4 4 2 2 2 7 7 5 5 5 3 3 6 J K A J J J J 
tree-v6,479,467,7,"[3, 2, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 3]",3 5 7 7 J J J Q Q Q Q Q K K A A 2, 5 5 5 3 3 8 8 8 3 3 K K K 7 7 8 8 8 4 4 9 9 9 4 4 
tree-v6,479,467,0,"[4, 2, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 3]",3 5 Q K K A A 2, 5 5 5 3 3 8 8 8 3 3 K K K 7 7 8 8 8 4 4 9 9 9 4 4 J J J 7 7 6 6 6 6 Q Q Q Q 
tree-v6,479,467,1,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 3]",K K A A, 5 5 5 3 3 8 8 8 3 3 K K K 7 7 8 8 8 4 4 9 9 9 4 4 J J J 7 7 6 6 6 6 Q Q Q Q 3 A 2 10 10 10 10 3 5 J Q 
tree-v6,479,467,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 3]",A A, 5 5 5 3 3 8 8 8 3 3 K K K 7 7 8 8 8 4 4 9 9 9 4 4 J J J 7 7 6 6 6 6 Q Q Q Q 3 A 2 10 10 10 10 3 5 J Q K K 
AI-origin,517,466,7,"[0, 4, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 5 5 6 6 7 7 8 8 8 10 10 J J J J J Q Q Q Q K K K 2 2, 
AI-origin,517,466,4,"[0, 2, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 4]",5 5 6 6 7 7 10 10 Q Q Q Q K K K 2 2, 8 8 8 4 4 J J J 5 5 3 3 3 4 4 K K K 6 6 A A A 7 7 J J J J J 
AI-origin,517,466,2,"[0, 2, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 4]",10 10 Q Q Q Q K K K 2 2, 8 8 8 4 4 J J J 5 5 3 3 3 4 4 K K K 6 6 A A A 7 7 J J J J J 5 5 6 6 7 7 
AI-origin,517,466,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 4]",10 10 Q Q Q Q 2 2, 8 8 8 4 4 J J J 5 5 3 3 3 4 4 K K K 6 6 A A A 7 7 J J J J J 5 5 6 6 7 7 K K K 
AI-origin,517,466,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 4]",Q Q Q Q, 8 8 8 4 4 J J J 5 5 3 3 3 4 4 K K K 6 6 A A A 7 7 J J J J J 5 5 6 6 7 7 K K K 10 10 Q Q 2 2 
new-tree-v6,478,449,3,"[2, 3, 0, 1, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 6 6 6 7 7 8 9 9 9 9 10 J Q Q K A A A A 2 2, 
new-tree-v6,478,449,1,"[0, 3, 0, 0, 0, 1, 0, 2]","[2, 0, 0, 1, 0, 0, 0, 1]",3 3 4 4 5 5 6 6 6 9 9 9 Q Q A A A A 2 2, 7 8 9 10 J 10 J Q K A 9 9 9 4 4 3 7 10 K 
new-tree-v6,478,449,5,"[0, 0, 0, 0, 0, 1, 0, 2]","[2, 2, 0, 1, 0, 0, 0, 1]",3 3 4 4 6 6 6 9 9 9 A A A A, 7 8 9 10 J 10 J Q K A 9 9 9 4 4 3 7 10 K 5 5 8 8 Q Q K K 2 2 
new-tree-v6,478,449,7,"[0, 0, 0, 0, 0, 0, 0, 2]","[2, 2, 0, 1, 0, 0, 0, 1]",3 3 4 4 6 6 6 9 9 9, 7 8 9 10 J 10 J Q K A 9 9 9 4 4 3 7 10 K 5 5 8 8 Q Q K K 2 2 A A A A 
tree-v7,476,468,3,"[2, 0, 0, 2, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 7 7 7 8 8 8 8 9 9 10 10 J J Q Q K K 2 2 2, 
tree-v7,476,468,3,"[2, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 7 7 7 8 8 8 8 9 10 J Q K 2 2 2, 9 10 J Q K 
tree-v7,476,468,7,"[2, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 7 7 7 8 8 8 8 2 2 2, 9 10 J Q K 9 10 J Q K 
tree-v7,476,468,0,"[2, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 6 6 6 7 7 7 8 8 8 8, 9 10 J Q K 9 10 J Q K 2 2 2 5 5 
tree-v7,476,468,6,"[0, 0, 0, 0, 0, 0, 1, 0]","[5, 1, 0, 0, 0, 1, 0, 2]",6 6 6 7 7 7, 9 10 J Q K 9 10 J Q K 2 2 2 5 5 3 4 9 9 9 3 3 K K K 4 4 3 4 5 7 10 J J 6 6 6 6 8 8 8 8 
forest-v4,466,472,3,"[3, 0, 0, 1, 0, 1, 0, 1]","[2, 2, 0, 0, 0, 2, 0, 1]",3 4 5 6 6 7 7 7 7 10 J Q K A 2 2 2, 8 8 8 3 3 9 9 9 3 3 4 4 4 4 6 8 Q 7 7 J J 5 5 5 5 10 10 Q Q 
forest-v4,466,472,0,"[3, 0, 0, 0, 0, 1, 0, 1]","[2, 2, 0, 0, 0, 2, 0, 1]",3 4 5 6 6 7 7 7 7 2 2 2, 8 8 8 3 3 9 9 9 3 3 4 4 4 4 6 8 Q 7 7 J J 5 5 5 5 10 10 Q Q 10 J Q K A 
forest-v4,466,472,0,"[2, 0, 0, 0, 0, 1, 0, 1]","[2, 2, 0, 0, 0, 2, 0, 1]",4 5 6 6 7 7 7 7 2 2 2, 8 8 8 3 3 9 9 9 3 3 4 4 4 4 6 8 Q 7 7 J J 5 5 5 5 10 10 Q Q 10 J Q K A 3 
forest-v4,466,472,0,"[1, 0, 0, 0, 0, 1, 0, 1]","[2, 2, 0, 0, 0, 2, 0, 1]",5 6 6 7 7 7 7 2 2 2, 8 8 8 3 3 9 9 9 3 3 4 4 4 4 6 8 Q 7 7 J J 5 5 5 5 10 10 Q Q 10 J Q K A 3 4 
forest-v4,466,472,5,"[0, 0, 0, 0, 0, 1, 0, 1]","[2, 2, 0, 0, 0, 2, 0, 1]",6 6 7 7 7 7 2 2 2, 8 8 8 3 3 9 9 9 3 3 4 4 4 4 6 8 Q 7 7 J J 5 5 5 5 10 10 Q Q 10 J Q K A 3 4 5 
forest-v4,466,472,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[2, 2, 0, 0, 0, 2, 0, 1]",6 6 2 2 2, 8 8 8 3 3 9 9 9 3 3 4 4 4 4 6 8 Q 7 7 J J 5 5 5 5 10 10 Q Q 10 J Q K A 3 4 5 7 7 7 7 
new-tree-v6,463,481,3,"[4, 1, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 5 6 6 7 7 7 7 7 7 8 9 9 10 10 10 J J Q K K A A 2 2, 
new-tree-v6,463,481,7,"[4, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 6 7 7 7 7 7 9 10 10 10 J J Q K K A A 2 2, 5 6 7 8 9 
new-tree-v6,463,481,0,"[4, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 6 7 7 7 7 7 9 J J Q K K A A 2 2, 5 6 7 8 9 10 10 10 4 4 
new-tree-v6,463,481,0,"[2, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 7 9 J J Q K K A A 2 2, 5 6 7 8 9 10 10 10 4 4 3 5 6 
new-tree-v6,463,481,0,"[1, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 7 J J Q K K A A 2 2, 5 6 7 8 9 10 10 10 4 4 3 5 6 9 
new-tree-v6,463,481,1,"[0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 7 J J K K A A 2 2, 5 6 7 8 9 10 10 10 4 4 3 5 6 9 Q 
new-tree-v6,463,481,4,"[0, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 7 K K A A 2 2, 5 6 7 8 9 10 10 10 4 4 3 5 6 9 Q J J 
new-tree-v6,463,481,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",7 7 7 7 7, 5 6 7 8 9 10 10 10 4 4 3 5 6 9 Q J J K K A A 2 2 
AI-origin,471,479,3,"[2, 1, 0, 2, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 4 4 5 6 7 7 7 8 9 9 10 10 10 10 J Q Q K A A A 2, 
AI-origin,471,479,3,"[2, 1, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 4 4 7 7 9 10 10 10 10 J Q Q K A A A 2, 5 6 7 8 9 
AI-origin,471,479,7,"[2, 1, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 4 4 7 7 9 10 10 10 10 Q A A, 5 6 7 8 9 J Q K A 2 
AI-origin,471,479,0,"[2, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 9 Q A A, 5 6 7 8 9 J Q K A 2 4 4 4 7 7 6 6 6 4 4 5 5 5 5 10 10 10 10 
AI-origin,471,479,0,"[1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 Q A A, 5 6 7 8 9 J Q K A 2 4 4 4 7 7 6 6 6 4 4 5 5 5 5 10 10 10 10 9 
AI-origin,471,479,1,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3 A A, 5 6 7 8 9 J Q K A 2 4 4 4 7 7 6 6 6 4 4 5 5 5 5 10 10 10 10 9 Q 
AI-origin,471,479,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",3 3 3 3, 5 6 7 8 9 J Q K A 2 4 4 4 7 7 6 6 6 4 4 5 5 5 5 10 10 10 10 9 Q A A 
AI-origin,520,471,0,"[3, 6, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 5 5 7 8 8 8 8 9 9 10 J J Q Q K K K K A A A A 2 2, 
AI-origin,520,471,1,"[2, 6, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",3 3 5 5 7 8 8 8 8 9 9 10 J J Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 
AI-origin,520,471,0,"[2, 5, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",5 5 7 8 8 8 8 9 9 10 J J Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 
AI-origin,520,471,0,"[1, 5, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",5 5 8 8 8 8 9 9 10 J J Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 
AI-origin,520,471,1,"[0, 5, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",5 5 8 8 8 8 9 9 J J Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 
AI-origin,520,471,1,"[0, 4, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",8 8 8 8 9 9 J J Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 5 5 
AI-origin,520,471,1,"[0, 3, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",8 8 8 8 J J Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 5 5 9 9 
AI-origin,520,471,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",8 8 8 8 Q Q A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 5 5 9 9 J J 
AI-origin,520,471,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",8 8 8 8 A A A A 2 2, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 5 5 9 9 J J Q Q 
AI-origin,520,471,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",8 8 8 8 A A A A, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 5 5 9 9 J J Q Q 2 2 
AI-origin,520,471,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 3]",A A A A, 4 J 6 6 6 3 3 7 7 7 4 4 Q 10 10 10 5 5 2 9 9 9 9 K K K K 3 3 7 10 5 5 9 9 J J Q Q 2 2 8 8 8 8 
AI-origin,475,487,7,"[2, 3, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 5 5 5 6 7 7 8 8 8 8 9 9 Q Q K K K K A A A, 
AI-origin,475,487,6,"[2, 3, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 4 5 5 5 6 7 7 8 8 8 8 9 9 Q Q K K K K, A A A 3 3 
AI-origin,475,487,0,"[2, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 6 7 7 8 8 8 8 9 9 Q Q K K K K, A A A 3 3 4 4 4 5 5 5 
forest-v4,455,525,7,"[2, 3, 0, 0, 0, 2, 0, 2]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 3 3 4 5 6 6 6 7 7 8 8 9 9 9 9 J J Q Q A A A, Q K 
forest-v4,455,525,7,"[2, 3, 0, 0, 0, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 5 7 7 8 8 9 9 9 9 J J Q Q A A A, Q K 6 6 6 3 3 
forest-v4,455,525,0,"[2, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 5 8 8 9 9 9 9 J J Q Q, Q K 6 6 6 3 3 A A A 7 7 
forest-v4,455,525,0,"[1, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 5 8 8 9 9 9 9 J J Q Q, Q K 6 6 6 3 3 A A A 7 7 4 
forest-v4,455,525,1,"[0, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 8 8 9 9 9 9 J J Q Q, Q K 6 6 6 3 3 A A A 7 7 4 5 
forest-v4,455,525,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",3 3 3 3 9 9 9 9 Q Q, Q K 6 6 6 3 3 A A A 7 7 4 5 8 8 A A 4 4 J J 
