winner,winner score,loser score,target,strategy,opponent,hand,used
new-tree-v6,504,483,6,"[0, 0, 0, 0, 0, 0, 1, 0]","[2, 3, 0, 1, 0, 1, 0, 1]",J J J Q Q Q, 3 7 K 2 3 4 5 6 7 6 7 8 9 10 8 8 J J Q Q K K A A A A 8 8 8 3 3 4 4 4 4 5 5 5 5 2 2 2 2 
tree-v6,495,515,7,"[3, 1, 0, 0, 0, 3, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 4 4 5 5 6 6 6 7 7 8 8 9 9 9 9 10 10 10 10 J Q A 2 2 2, 
tree-v6,495,515,0,"[3, 1, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 8 8 9 9 9 9 10 10 10 10 J Q A, 6 6 6 5 5 7 7 7 4 4 2 2 2 7 7 
tree-v6,495,515,0,"[2, 1, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 8 8 9 9 9 9 10 10 10 10 Q A, 6 6 6 5 5 7 7 7 4 4 2 2 2 7 7 J 
tree-v6,495,515,0,"[1, 1, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 8 8 9 9 9 9 10 10 10 10 A, 6 6 6 5 5 7 7 7 4 4 2 2 2 7 7 J Q 
tree-v6,495,515,1,"[0, 1, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 8 8 9 9 9 9 10 10 10 10, 6 6 6 5 5 7 7 7 4 4 2 2 2 7 7 J Q A 
tree-v6,495,515,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 4 4 9 9 9 9 10 10 10 10, 6 6 6 5 5 7 7 7 4 4 2 2 2 7 7 J Q A 8 8 
tree-v6,495,515,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",9 9 9 9 10 10 10 10, 6 6 6 5 5 7 7 7 4 4 2 2 2 7 7 J Q A 8 8 4 4 4 4 
forest-v3,518,453,3,"[1, 2, 0, 1, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 4 4 5 6 6 7 10 10 J J J J Q Q A A A 2 2 2 2, 
forest-v3,518,453,7,"[1, 2, 0, 0, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 4 6 10 10 J J J J Q Q A A A 2 2 2 2, 3 4 5 6 7 
forest-v3,518,453,0,"[1, 2, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 4 4 6 10 10 J J J J Q Q 2 2 2 2, 3 4 5 6 7 A A A 3 3 
forest-v3,518,453,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",10 10 J J J J Q Q 2 2 2 2, 3 4 5 6 7 A A A 3 3 6 J 4 4 4 4 
forest-v3,518,453,1,"[0, 2, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",J J J J Q Q 2 2, 3 4 5 6 7 A A A 3 3 6 J 4 4 4 4 10 10 Q Q 2 2 
forest-v3,518,453,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]",J J J J, 3 4 5 6 7 A A A 3 3 6 J 4 4 4 4 10 10 Q Q 2 2 Q Q K K 2 2 
AI-origin,492,557,2,"[3, 1, 2, 0, 0, 4, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 4 4 4 5 5 5 8 8 8 8 9 10 10 10 J J Q Q Q Q A 2, 
AI-origin,492,557,2,"[1, 0, 1, 0, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 4, 0, 0]",3 3 3 3 4 4 4 4 9 10 10 10, 5 5 5 J J J Q A 5 5 5 5 8 8 8 8 9 9 9 9 Q Q Q Q K K K K A 2 2 2 2 2 6 6 J J 
AI-origin,492,557,0,"[1, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 1, 0, 0, 4, 0, 0]",3 3 3 3 4 4 4 4 9, 5 5 5 J J J Q A 5 5 5 5 8 8 8 8 9 9 9 9 Q Q Q Q K K K K A 2 2 2 2 2 6 6 J J 10 10 10 
AI-origin,492,557,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 1, 1, 0, 0, 4, 0, 0]",4 4 4 4, 5 5 5 J J J Q A 5 5 5 5 8 8 8 8 9 9 9 9 Q Q Q Q K K K K A 2 2 2 2 2 6 6 J J 10 10 10 9 10 3 3 3 3 
forest-v3,466,474,7,"[2, 3, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 2]",3 3 4 4 4 4 7 7 8 8 8 10 10 Q K 2 2, 8 8 8 3 3 J J J 5 5 K K K K 10 10 10 4 4 A A A 6 6 
forest-v3,466,474,0,"[2, 3, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 2]",4 4 4 4 7 7 10 10 Q K 2 2, 8 8 8 3 3 J J J 5 5 K K K K 10 10 10 4 4 A A A 6 6 8 8 8 3 3 
forest-v3,466,474,0,"[1, 3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",7 7 10 10 K 2 2, 8 8 8 3 3 J J J 5 5 K K K K 10 10 10 4 4 A A A 6 6 8 8 8 3 3 Q 2 4 4 4 4 
forest-v3,466,474,0,"[2, 1, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 1, 0, 2]",7 7 10 2, 8 8 8 3 3 J J J 5 5 K K K K 10 10 10 4 4 A A A 6 6 8 8 8 3 3 Q 2 4 4 4 4 K A 9 10 J 2 
forest-v3,466,474,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 1, 0, 2]",7 7, 8 8 8 3 3 J J J 5 5 K K K K 10 10 10 4 4 A A A 6 6 8 8 8 3 3 Q 2 4 4 4 4 K A 9 10 J 2 10 A 2 
tree-v6,478,471,1,"[0, 3, 0, 0, 1, 1, 0, 0]","[4, 2, 3, 0, 0, 1, 0, 0]",5 5 5 5 6 6 7 7 10 10 J J Q Q 2 2, 4 4 4 K K K A A A 8 8 8 3 8 9 6 K 10 10 A A 2 2 7 7 7 7 3 3 3 3 3 
tree-v6,478,471,1,"[0, 2, 0, 0, 1, 1, 0, 0]","[4, 2, 3, 0, 0, 1, 0, 0]",5 5 5 5 7 7 10 10 J J Q Q 2 2, 4 4 4 K K K A A A 8 8 8 3 8 9 6 K 10 10 A A 2 2 7 7 7 7 3 3 3 3 3 6 6 
tree-v6,478,471,1,"[0, 1, 0, 0, 1, 1, 0, 0]","[4, 2, 3, 0, 0, 1, 0, 0]",5 5 5 5 10 10 J J Q Q 2 2, 4 4 4 K K K A A A 8 8 8 3 8 9 6 K 10 10 A A 2 2 7 7 7 7 3 3 3 3 3 6 6 7 7 
tree-v6,478,471,4,"[0, 0, 0, 0, 1, 1, 0, 0]","[4, 2, 3, 0, 0, 1, 0, 0]",5 5 5 5 10 10 J J Q Q, 4 4 4 K K K A A A 8 8 8 3 8 9 6 K 10 10 A A 2 2 7 7 7 7 3 3 3 3 3 6 6 7 7 2 2 
tree-v6,478,471,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[4, 2, 3, 0, 0, 1, 0, 0]",5 5 5 5, 4 4 4 K K K A A A 8 8 8 3 8 9 6 K 10 10 A A 2 2 7 7 7 7 3 3 3 3 3 6 6 7 7 2 2 10 10 J J Q Q 
forest-v4,479,459,2,"[1, 3, 2, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 3]",3 4 5 6 7 7 7 9 9 J Q Q Q A A A 2 2, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 
forest-v4,479,459,3,"[1, 2, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 3]",3 4 5 6 7 7 7 9 9 J A A A 2 2, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 Q Q Q 
forest-v4,479,459,0,"[1, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 3]",7 7 9 9 J A A A 2 2, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 Q Q Q 3 4 5 6 7 
forest-v4,479,459,0,"[1, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 3]",7 7 9 9 A A A 2, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 Q Q Q 3 4 5 6 7 J K 2 
forest-v4,479,459,1,"[0, 1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 3]",7 7 9 9 A A A, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 Q Q Q 3 4 5 6 7 J K 2 2 
forest-v4,479,459,0,"[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 3]",7 7 A, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 Q Q Q 3 4 5 6 7 J K 2 2 9 9 Q Q A A 
forest-v4,479,459,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 3]",7 7, 10 J Q K A 6 6 6 3 3 8 8 8 4 4 2 2 2 5 5 8 8 8 4 4 10 10 10 10 Q Q Q 3 4 5 6 7 J K 2 2 9 9 Q Q A A A 
AI-random,481,456,0,"[2, 2, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 4 5 5 5 6 8 8 9 9 9 9 9 10 10 J J J Q Q Q K K 2 2 2, 
AI-random,481,456,1,"[1, 2, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]",4 4 5 5 5 6 9 9 9 9 9 10 10 J J J Q Q Q K K, 3 10 J J Q Q K K 6 6 6 3 3 2 2 2 8 8 
AI-random,481,456,1,"[1, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]",4 4 5 5 5 6 9 9 9 9 9 J J J Q Q Q K K, 3 10 J J Q Q K K 6 6 6 3 3 2 2 2 8 8 10 10 
AI-random,481,456,6,"[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 1]",4 4 5 5 5 6 9 9 9 9 9 J J J Q Q Q, 3 10 J J Q Q K K 6 6 6 3 3 2 2 2 8 8 10 10 K K 
AI-random,481,456,0,"[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 1]",4 4 5 5 5 6 9 9 9 9 9, 3 10 J J Q Q K K 6 6 6 3 3 2 2 2 8 8 10 10 K K J J J Q Q Q 
AI-random,481,456,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[2, 0, 0, 0, 1, 0, 0, 3]",4 4 5 5 5, 3 10 J J Q Q K K 6 6 6 3 3 2 2 2 8 8 10 10 K K J J J Q Q Q 6 2 7 7 7 4 4 A A A 5 5 9 9 9 9 9 
tree-v4,470,452,7,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 5 5 5 6 6 6 6 7 8 8 9 9 9 10 10 10 10 J J Q Q A 2 2, 
tree-v4,470,452,2,"[3, 4, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 2]",4 7 8 8 9 9 9 10 10 10 10 J J Q Q A 2 2, 5 5 5 3 3 10 10 10 3 3 3 4 5 6 7 Q Q Q 4 4 6 6 6 6 
tree-v4,470,452,0,"[3, 4, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 2]",4 7 8 8 10 10 10 10 J J Q Q A 2 2, 5 5 5 3 3 10 10 10 3 3 3 4 5 6 7 Q Q Q 4 4 6 6 6 6 9 9 9 
tree-v4,470,452,1,"[0, 4, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 2]",8 8 10 10 10 10 J J Q Q 2 2, 5 5 5 3 3 10 10 10 3 3 3 4 5 6 7 Q Q Q 4 4 6 6 6 6 9 9 9 4 6 7 J A 
tree-v4,470,452,1,"[0, 3, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 2]",10 10 10 10 J J Q Q 2 2, 5 5 5 3 3 10 10 10 3 3 3 4 5 6 7 Q Q Q 4 4 6 6 6 6 9 9 9 4 6 7 J A 8 8 
tree-v4,470,452,1,"[0, 1, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 1, 0, 0, 0, 2]",10 10 10 10 Q Q, 5 5 5 3 3 10 10 10 3 3 3 4 5 6 7 Q Q Q 4 4 6 6 6 6 9 9 9 4 6 7 J A 8 8 J J K K 2 2 
AI-origin,433,500,3,"[2, 2, 0, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 3 4 5 5 5 6 6 6 7 7 7 8 8 8 9 9 J J K A, 9 10 J Q K J Q K A 2 
AI-origin,433,500,4,"[2, 2, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 5 5 6 6 7 7 8 8 8 9 9 J J K A, 9 10 J Q K J Q K A 2 3 4 5 6 7 
AI-origin,433,500,7,"[2, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 8 8 8 9 9 J J K A, 9 10 J Q K J Q K A 2 3 4 5 6 7 5 5 6 6 7 7 
AI-origin,433,500,1,"[0, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 2]",9 9 J J, 9 10 J Q K J Q K A 2 3 4 5 6 7 5 5 6 6 7 7 8 8 8 3 3 2 2 2 6 6 7 7 7 5 5 4 K A A A A J A 
AI-origin,487,462,0,"[6, 2, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 2]",3 4 4 6 7 10 10 10 10 J J J J Q Q K A 2, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 
AI-origin,487,462,1,"[3, 2, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 2, 0, 0, 0, 2]",4 4 6 7 10 10 10 10 J J J J Q Q A, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 3 10 K A 2 
AI-origin,487,462,0,"[3, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 2]",6 7 10 10 10 10 J J J J A, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 3 10 K A 2 4 4 8 8 Q Q 
AI-origin,487,462,0,"[2, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 2]",7 10 10 10 10 J J J J A, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 3 10 K A 2 4 4 8 8 Q Q 6 
AI-origin,487,462,0,"[1, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 2]",10 10 10 10 J J J J A, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 3 10 K A 2 4 4 8 8 Q Q 6 7 
AI-origin,487,462,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 2]",10 10 10 10 J J J J, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 3 10 K A 2 4 4 8 8 Q Q 6 7 A 
AI-origin,487,462,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 2, 0, 0, 0, 2]",J J J J, 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J Q Q Q 3 3 K K K 6 6 9 9 9 9 3 10 K A 2 4 4 8 8 Q Q 6 7 A 10 10 10 10 
AI-origin,528,461,3,"[5, 0, 0, 1, 0, 2, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0]",3 4 5 5 6 6 6 8 8 9 9 10 J Q K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 
AI-origin,528,461,7,"[5, 0, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0]",3 4 5 5 6 6 6 8 9 K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 
AI-origin,528,461,0,"[5, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",3 4 8 9 K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 
AI-origin,528,461,0,"[4, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",4 8 9 K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 3 
AI-origin,528,461,0,"[3, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",8 9 K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 3 4 
AI-origin,528,461,0,"[2, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",9 K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 3 4 8 
AI-origin,528,461,0,"[1, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",K K K K A A A A 2, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 3 4 8 9 
AI-origin,528,461,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",K K K K A A A A, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 3 4 8 9 2 
AI-origin,528,461,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",A A A A, 8 9 10 J Q 8 8 K K A A 2 2 7 7 7 7 Q Q Q Q 8 9 10 J Q 6 6 6 5 5 3 4 8 9 2 K K K K 
forest-v4,519,507,7,"[1, 1, 0, 0, 0, 3, 0, 1]","[3, 0, 0, 0, 0, 0, 0, 2]",3 3 4 4 4 5 8 8 8 8 J J J J A A 2 2 2 2, 7 7 7 4 4 10 10 10 7 7 Q Q Q 5 5 6 9 2 8 Q 
forest-v4,519,507,0,"[1, 1, 0, 0, 0, 3, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",5 8 8 8 8 J J J J A A 2 2 2 2, 7 7 7 4 4 10 10 10 7 7 Q Q Q 5 5 6 9 2 8 Q 4 4 4 3 3 
forest-v4,519,507,1,"[0, 1, 0, 0, 0, 3, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",8 8 8 8 J J J J A A 2 2 2 2, 7 7 7 4 4 10 10 10 7 7 Q Q Q 5 5 6 9 2 8 Q 4 4 4 3 3 5 
forest-v4,519,507,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",8 8 8 8 J J J J 2 2 2 2, 7 7 7 4 4 10 10 10 7 7 Q Q Q 5 5 6 9 2 8 Q 4 4 4 3 3 5 A A 
forest-v4,519,507,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",J J J J 2 2 2 2, 7 7 7 4 4 10 10 10 7 7 Q Q Q 5 5 6 9 2 8 Q 4 4 4 3 3 5 A A 8 8 8 8 
new-tree-v6,499,461,2,"[1, 2, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",5 6 6 7 8 9 9 9 10 10 J J J J 2 2 2, 8 8 8 4 4 Q Q Q 3 3 K K K 5 5 A A A 4 4 
new-tree-v6,499,461,0,"[1, 2, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",5 6 6 7 8 9 9 9 10 10 J J J J, 8 8 8 4 4 Q Q Q 3 3 K K K 5 5 A A A 4 4 2 2 2 
new-tree-v6,499,461,1,"[0, 1, 0, 1, 0, 1, 0, 0]","[7, 1, 0, 0, 0, 0, 0, 2]",5 6 7 8 9 9 9 J J J J, 8 8 8 4 4 Q Q Q 3 3 K K K 5 5 A A A 4 4 2 2 2 6 7 3 4 10 Q A 2 9 9 10 10 
new-tree-v6,499,461,3,"[0, 0, 0, 1, 0, 1, 0, 0]","[7, 1, 0, 0, 0, 0, 0, 2]",5 6 7 8 9 J J J J, 8 8 8 4 4 Q Q Q 3 3 K K K 5 5 A A A 4 4 2 2 2 6 7 3 4 10 Q A 2 9 9 10 10 9 9 
tree-v4,487,476,7,"[0, 0, 0, 0, 0, 0, 2, 1]","[0, 0, 0, 0, 1, 0, 0, 3]",3 3 5 5 5 7 7 7 8 8 8 A A A 2 2 2, 7 7 8 8 9 9 J J J 3 3 Q Q Q 4 4 2 2 2 5 5 Q Q Q 4 4 K K K J J 
tree-v4,487,476,6,"[0, 0, 0, 0, 0, 0, 2, 0]","[0, 0, 0, 0, 1, 0, 0, 3]",7 7 7 8 8 8 A A A 2 2 2, 7 7 8 8 9 9 J J J 3 3 Q Q Q 4 4 2 2 2 5 5 Q Q Q 4 4 K K K J J 5 5 5 3 3 
tree-v4,487,476,6,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 3]",A A A 2 2 2, 7 7 8 8 9 9 J J J 3 3 Q Q Q 4 4 2 2 2 5 5 Q Q Q 4 4 K K K J J 5 5 5 3 3 7 7 7 8 8 8 
tree-v6,442,484,3,"[4, 0, 0, 2, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 4 4 5 5 5 5 5 6 7 7 7 8 8 9 10 J J Q Q Q K A, 
tree-v6,442,484,0,"[3, 3, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 5 7 7 8 9 J Q Q, 4 5 6 7 8 8 9 10 J Q 10 J Q K A 
tree-v6,442,484,0,"[1, 3, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 5 7 7 J Q Q, 4 5 6 7 8 8 9 10 J Q 10 J Q K A 8 2 4 9 
tree-v6,442,484,1,"[0, 3, 0, 0, 0, 2, 0, 0]","[2, 0, 0, 1, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 5 7 7 Q Q, 4 5 6 7 8 8 9 10 J Q 10 J Q K A 8 2 4 9 J 
tree-v6,442,484,0,"[1, 0, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 0, 0, 0]",4 4 4 4 5 5 5 5 7, 4 5 6 7 8 8 9 10 J Q 10 J Q K A 8 2 4 9 J 3 3 10 10 Q Q K K 6 7 
tree-v6,442,484,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 0, 0, 0]",4 4 4 4 5 5 5 5, 4 5 6 7 8 8 9 10 J Q 10 J Q K A 8 2 4 9 J 3 3 10 10 Q Q K K 6 7 7 
AI-random,482,476,5,"[3, 5, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 2, 0, 0, 0, 1]",4 5 6 6 7 7 7 7 8 8 9 9 9 9 9 Q Q K A A 2 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 
AI-random,482,476,1,"[3, 5, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 0, 1, 0, 1]",4 5 6 6 8 8 Q Q K A A 2 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 
AI-random,482,476,0,"[4, 3, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 2, 0, 2, 0, 1]",4 5 8 8 Q Q K A 2 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 
AI-random,482,476,1,"[4, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 2, 0, 1]",5 8 8 Q Q K A 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 4 A 2 
AI-random,482,476,1,"[4, 1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 2, 0, 1]",5 Q Q K A 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 4 A 2 8 8 
AI-random,482,476,0,"[4, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 2, 0, 1]",5 K A 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 4 A 2 8 8 Q Q 
AI-random,482,476,0,"[3, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 2, 0, 1]",K A 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 4 A 2 8 8 Q Q 5 
AI-random,482,476,0,"[2, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 2, 0, 1]",A 2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 4 A 2 8 8 Q Q 5 K 
AI-random,482,476,0,"[1, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 2, 0, 2, 0, 1]",2, 5 6 7 8 9 J Q K A 2 3 3 3 4 4 J J J 3 3 7 7 7 7 8 8 8 8 9 9 9 9 9 6 6 10 10 10 10 K A 4 A 2 8 8 Q Q 5 K A 
new-tree-v6,477,458,3,"[2, 2, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 4 4 6 8 9 10 10 10 J J J Q Q Q K K K A A 2 2, 
new-tree-v6,477,458,7,"[2, 2, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 4 4 6 10 10 J J Q Q K K K A A 2 2, 8 9 10 J Q 
new-tree-v6,477,458,0,"[1, 1, 0, 0, 1, 0, 0, 0]","[4, 1, 0, 0, 0, 1, 0, 3]",3 10 10 J J Q Q 2 2, 8 9 10 J Q K K K 3 3 2 2 2 8 8 10 10 10 3 3 Q Q Q 6 6 3 6 7 4 K 9 9 A A 5 5 5 5 4 4 4 4 4 
