winner,winner score,loser score,strategy,opponent,against,hand,length,target
new-big-forest,276,289,"[2, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 2]",7,6 6 7 8 8 8 9 J J Q Q K K,13,best
new-big-forest,276,289,"[1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",0,9 J J Q Q K K,12,best
new-big-forest,276,289,"[0, 0, 0, 0, 1, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",0,J J Q Q K K,11,pass
new-big-forest,276,289,"[0, 0, 0, 0, 1, 0, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 2]",0,J J Q Q K K,10,pass
new-big-forest,276,289,"[0, 0, 0, 0, 1, 0, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 2]",1,J J Q Q K K,8,combat
new-big-forest,276,289,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",1,Q Q K K,6,combat
new-big-forest,276,289,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 1, 0, 2]",1,Q Q,4,combat
new-big-forest,276,289,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 4, 0, 0, 0, 1, 0, 2]",1,Q Q,2,combat
new-big-forest,332,276,"[3, 0, 0, 1, 1, 2, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 4 5 5 6 6 7 7 8 8 9 10 10 J Q K K K A A A A 2 2 2 2,22,best
new-big-forest,332,276,"[2, 0, 0, 0, 1, 2, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0]",0,3 3 5 5 6 6 7 7 8 10 K K K A A A A 2 2 2 2,21,bomb
new-big-forest,306,318,"[3, 2, 0, 0, 0, 1, 1, 2]","[0, 0, 1, 0, 0, 0, 0, 0]",2,3 3 4 4 4 5 5 6 7 7 7 8 8 8 9 J J Q K K A A A 2 2 2 2,24,pass
new-big-forest,306,318,"[3, 2, 0, 0, 0, 1, 1, 2]","[1, 0, 1, 0, 0, 0, 0, 0]",0,3 3 4 4 4 5 5 6 7 7 7 8 8 8 9 J J Q K K A A A 2 2 2 2,23,best
new-big-forest,306,318,"[2, 2, 0, 0, 0, 1, 1, 2]","[2, 0, 1, 0, 0, 0, 0, 0]",0,3 3 4 4 4 5 5 7 7 7 8 8 8 9 J J Q K K A A A 2 2 2 2,22,best
new-big-forest,306,318,"[1, 2, 0, 0, 0, 1, 1, 2]","[3, 0, 1, 0, 0, 0, 0, 0]",0,3 3 4 4 4 5 5 7 7 7 8 8 8 J J Q K K A A A 2 2 2 2,21,pass
new-big-forest,306,318,"[1, 2, 0, 0, 0, 1, 1, 2]","[3, 0, 1, 0, 0, 0, 1, 0]",6,3 3 4 4 4 5 5 7 7 7 8 8 8 J J Q K K A A A 2 2 2 2,15,pass
new-big-forest,306,318,"[1, 2, 0, 0, 0, 1, 1, 2]","[4, 0, 1, 0, 0, 0, 1, 0]",0,3 3 4 4 4 5 5 7 7 7 8 8 8 J J Q K K A A A 2 2 2 2,14,best
new-big-forest,306,318,"[0, 1, 0, 0, 0, 1, 1, 2]","[4, 0, 1, 0, 0, 1, 1, 0]",5,3 3 4 4 4 5 5 7 7 7 8 8 8 K K A A A 2 2 2 2,9,pass
new-big-forest,306,318,"[0, 1, 0, 0, 0, 1, 1, 2]","[5, 0, 1, 0, 0, 1, 1, 0]",0,3 3 4 4 4 5 5 7 7 7 8 8 8 K K A A A 2 2 2 2,8,pass
new-big-forest,306,318,"[0, 1, 0, 0, 0, 1, 1, 2]","[5, 1, 1, 0, 0, 1, 1, 0]",1,3 3 4 4 4 5 5 7 7 7 8 8 8 K K A A A 2 2 2 2,6,pass
new-big-forest,306,318,"[0, 0, 0, 0, 0, 1, 1, 2]","[5, 2, 1, 0, 0, 1, 1, 0]",1,3 3 4 4 4 5 5 7 7 7 8 8 8 A A A 2 2 2 2,4,pass
tree-v4,294,280,"[4, 2, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 4 4 5 5 7 7 8 8 8 9 10 J J J J Q Q K A A A,22,pass
tree-v4,294,280,"[4, 2, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 2]",7,3 4 4 5 5 7 7 8 8 8 9 10 J J J J Q Q K A A A,17,best
tree-v4,294,280,"[4, 2, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 2]",5,3 7 7 9 10 J J J J Q Q K,13,best
tree-v4,294,280,"[3, 2, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",0,7 7 9 10 Q Q K,12,best
tree-v4,294,280,"[2, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",0,7 7 10 Q Q K,11,pass
tree-v4,294,280,"[2, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 2]",0,7 7 10 Q Q K,10,best
tree-v4,294,280,"[1, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 2, 0, 2]",5,7 7 Q Q K,6,best
tree-v4,294,280,"[1, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 2, 0, 2]",1,7 7 Q Q K,4,best
tree-v4,294,280,"[1, 1, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 2, 0, 2]",1,7 7 K,2,best
tree-v4,277,282,"[1, 1, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 3 4 4 4 6 6 6 7 7 7 7 7 8 8 9 9 9 9 10 Q Q,22,best
tree-v4,277,282,"[1, 2, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",7,6 6 6 8 8 9 9 9 9 10 Q Q,17,pass
tree-v4,277,282,"[1, 2, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 1]",3,6 6 6 8 8 9 9 9 9 10 Q Q,12,pass
tree-v4,277,282,"[1, 2, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 2]",7,6 6 6 8 8 9 9 9 9 10 Q Q,7,pass
tree-v4,277,282,"[0, 2, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 2]",0,6 6 6 8 8 Q Q,6,pass
tree-v4,277,282,"[0, 2, 1, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 2]",0,6 6 6 8 8 Q Q,5,pass
tree-v4,277,282,"[0, 3, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 1, 0, 2]",0,6 6 8 8 Q Q,4,pass
tree-v4,277,282,"[1, 2, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 1, 0, 2]",0,6 6 8 Q Q,3,pass
tree-v4,277,282,"[1, 2, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 1, 0, 1, 0, 2]",0,6 6 8 Q Q,2,pass
new-big-forest,284,274,"[4, 2, 5, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 4 5 5 6 6 6 7 7 7 7 8 8 8 9 10 10 10 Q Q Q K A A 2 2 2,22,combat
new-big-forest,284,274,"[5, 1, 2, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 2]",7,3 4 6 6 6 7 7 7 7 8 9 Q Q Q K A A,17,pass
new-big-forest,284,274,"[5, 1, 2, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 2]",0,3 4 6 6 6 7 7 7 7 8 9 Q Q Q K A A,16,best
new-big-forest,284,274,"[4, 1, 2, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 2]",0,3 6 6 6 7 7 7 7 8 9 Q Q Q K A A,15,best
new-big-forest,284,274,"[3, 1, 2, 0, 0, 1, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 2]",0,3 6 6 6 7 7 7 7 9 Q Q Q K A A,14,pass
new-big-forest,284,274,"[3, 1, 2, 0, 0, 1, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 2]",0,3 6 6 6 7 7 7 7 9 Q Q Q K A A,13,best
new-big-forest,284,274,"[2, 1, 2, 0, 0, 1, 0, 0]","[4, 0, 0, 0, 0, 1, 0, 2]",5,3 6 6 6 7 7 7 7 Q Q Q K A A,9,best
new-big-forest,284,274,"[2, 1, 1, 0, 0, 0, 0, 0]","[4, 0, 1, 0, 0, 1, 0, 2]",2,3 Q Q Q K A A,6,best
new-big-forest,284,274,"[1, 1, 0, 0, 0, 0, 0, 0]","[5, 0, 1, 0, 0, 1, 0, 2]",0,K A A,5,best
tree-v4,285,307,"[3, 2, 0, 0, 0, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 4 4 5 5 6 7 8 8 8 8 9 9 10 10 10 J J Q Q Q K K K A A A,22,best
tree-v4,285,307,"[2, 2, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",0,6 7 8 8 8 8 9 9 J J K K K A A A,21,pass
tree-v4,285,307,"[2, 2, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",0,6 7 8 8 8 8 9 9 J J K K K A A A,20,best
tree-v4,285,307,"[1, 2, 0, 0, 0, 1, 1, 0]","[3, 0, 0, 0, 0, 0, 0, 1]",0,7 8 8 8 8 9 9 J J K K K A A A,19,combat
tree-v4,285,307,"[2, 1, 0, 0, 0, 1, 1, 0]","[3, 0, 0, 0, 0, 1, 0, 1]",5,7 8 8 8 8 9 9 J K K K A A A,14,pass
tree-v4,285,307,"[2, 1, 0, 0, 0, 1, 1, 0]","[4, 0, 0, 0, 0, 1, 0, 1]",0,7 8 8 8 8 9 9 J K K K A A A,13,best
tree-v4,285,307,"[1, 1, 0, 0, 0, 1, 1, 0]","[4, 0, 0, 0, 0, 2, 0, 1]",5,7 8 8 8 8 9 9 K K K A A A,9,best
tree-v4,285,307,"[1, 1, 0, 0, 0, 0, 1, 0]","[4, 0, 0, 0, 0, 3, 0, 1]",5,7 9 9 K K K A A A,5,best
tree-v4,285,307,"[1, 1, 0, 0, 0, 0, 1, 0]","[5, 0, 0, 0, 0, 3, 0, 1]",0,7 9 9 K K K A A A,4,best
tree-v4,285,307,"[0, 2, 1, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 3, 0, 1]",0,9 9 K K A A A,3,best
tree-v4,285,307,"[0, 2, 0, 0, 0, 0, 0, 0]","[6, 1, 0, 0, 0, 3, 0, 1]",1,K K A A,1,best
tree-v4,304,309,"[2, 0, 0, 0, 1, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",0,4 4 4 6 7 7 10 10 J J J J J J Q Q A 2 2 2 2,26,best
tree-v4,304,309,"[0, 0, 0, 0, 1, 2, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 0]",0,4 4 4 7 7 10 10 J J J J J J Q Q 2 2 2 2,25,pass
tree-v4,304,309,"[0, 0, 0, 0, 1, 2, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 1]",7,4 4 4 7 7 10 10 J J J J J J Q Q 2 2 2 2,20,pass
tree-v4,304,309,"[0, 0, 0, 0, 1, 2, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 2]",7,4 4 4 7 7 10 10 J J J J J J Q Q 2 2 2 2,15,pass
tree-v4,304,309,"[0, 0, 0, 0, 1, 2, 0, 1]","[3, 0, 0, 0, 0, 0, 0, 2]",0,4 4 4 7 7 10 10 J J J J J J Q Q 2 2 2 2,14,bomb
tree-v4,304,309,"[0, 0, 0, 0, 1, 1, 0, 1]","[3, 0, 0, 0, 0, 1, 0, 2]",5,4 4 4 7 7 10 10 J J Q Q 2 2 2 2,10,best
tree-v4,304,309,"[0, 0, 0, 0, 0, 0, 0, 1]","[3, 0, 0, 0, 0, 2, 0, 2]",5,4 4 4 7 7,6,best
tree-v4,304,309,"[0, 0, 0, 0, 0, 0, 0, 1]","[3, 1, 0, 0, 0, 2, 0, 2]",1,4 4 4 7 7,4,best
tree-v4,304,309,"[0, 0, 0, 0, 0, 0, 0, 1]","[3, 2, 0, 0, 0, 2, 0, 2]",1,4 4 4 7 7,2,best
tree-v4,284,322,"[1, 1, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 4 4 7 7 9 9 9 J J J J J K K K K A A A 2,22,pass
tree-v4,284,322,"[1, 1, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 1, 0, 0, 0, 1]",7,3 3 4 4 7 7 9 9 9 J J J J J K K K K A A A 2,17,pass
tree-v4,284,322,"[1, 1, 0, 0, 0, 2, 0, 2]","[1, 0, 0, 1, 0, 0, 0, 1]",0,3 3 4 4 7 7 9 9 9 J J J J J K K K K A A A 2,16,best
tree-v4,284,322,"[0, 0, 0, 0, 0, 2, 0, 2]","[1, 1, 0, 1, 0, 0, 0, 1]",1,3 3 4 4 9 9 9 J J J J J K K K K A A A,14,pass
tree-v4,284,322,"[0, 0, 0, 0, 0, 2, 0, 2]","[2, 1, 0, 1, 0, 0, 0, 1]",0,3 3 4 4 9 9 9 J J J J J K K K K A A A,13,pass
tree-v4,284,322,"[0, 0, 0, 0, 0, 2, 0, 2]","[3, 1, 0, 1, 0, 0, 0, 1]",0,3 3 4 4 9 9 9 J J J J J K K K K A A A,12,bomb
tree-v4,284,322,"[0, 0, 0, 0, 0, 0, 0, 2]","[3, 1, 0, 1, 0, 1, 0, 1]",5,3 3 4 4 9 9 9 A A A,8,pass
tree-v4,284,322,"[0, 0, 0, 0, 0, 0, 0, 2]","[3, 2, 0, 1, 0, 1, 0, 1]",1,3 3 4 4 9 9 9 A A A,6,pass
tree-v4,284,322,"[1, 1, 0, 0, 0, 0, 0, 1]","[3, 3, 0, 1, 0, 1, 0, 1]",1,3 3 4 4 9 A A A,4,pass
new-big-forest,303,300,"[3, 3, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 3 3 3 4 5 6 7 7 7 7 8 8 8 8 9 9 10 10 Q Q K K K 2 2 2,22,best
new-big-forest,303,300,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 2]",7,3 3 4 5 6 7 7 7 7 8 8 8 8 9 9 10 10 Q Q 2 2 2,17,best
new-big-forest,303,300,"[2, 3, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 2]",0,5 6 7 7 7 7 8 8 8 8 9 9 10 10 Q Q,16,combat
new-big-forest,303,300,"[3, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 2]",5,5 6 7 7 7 7 8 8 8 8 9 10 10 Q Q,12,pass
new-big-forest,303,300,"[3, 2, 0, 0, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 3]",7,5 6 7 7 7 7 8 8 8 8 9 10 10 Q Q,7,pass
new-big-forest,303,300,"[0, 2, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 3]",0,8 8 8 8 10 10 Q Q,6,pass
new-big-forest,303,300,"[0, 1, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 1, 0, 3]",1,Q Q,4,pass
new-big-forest,303,300,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 3]",0,Q Q,3,pass
new-big-forest,303,300,"[1, 0, 0, 0, 0, 0, 0, 0]","[4, 1, 0, 0, 0, 1, 0, 3]",0,Q,2,pass
new-big-forest,303,300,"[1, 0, 0, 0, 0, 0, 0, 0]","[5, 1, 0, 0, 0, 1, 0, 3]",0,Q,1,pass
tree-v4,343,274,"[4, 2, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 3 3 4 4 4 5 5 6 7 7 8 8 8 9 9 9 9 10 10 J J K A 2 2 2,22,best
tree-v4,343,274,"[4, 2, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 1, 0, 1]",5,3 3 3 4 4 4 5 5 6 8 8 8 9 9 9 9 10 10 J J K A,18,bomb
tree-v4,343,274,"[4, 2, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 2]",7,3 5 5 6 8 8 8 10 10 J J K A,13,pass
tree-v4,343,274,"[4, 2, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 2]",0,3 5 5 6 8 8 8 10 10 J J K A,12,best
tree-v4,343,274,"[2, 2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 2]",0,6 10 10 J J A,11,best
tree-v4,343,274,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 2]",0,10 10 J J,10,pass
tree-v4,343,274,"[0, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 2]",1,10 10 J J,8,best
tree-v4,343,274,"[0, 1, 0, 0, 0, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 2]",1,J J,6,best
tree-v4,266,336,"[4, 2, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 5 5 8 9 10 J J J J Q Q K K K A A A 2 2 2 2,22,pass
tree-v4,266,336,"[4, 2, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 1]",3,3 5 5 8 9 10 J J J J Q Q K K K A A A 2 2 2 2,17,bomb
tree-v4,266,336,"[4, 2, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 1]",5,3 5 5 8 9 10 Q Q K K K A A A 2 2 2 2,13,best
tree-v4,266,336,"[3, 2, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 1]",0,5 5 8 9 10 Q Q K K K A A A,12,pass
tree-v4,266,336,"[3, 2, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 2]",7,5 5 8 9 10 Q Q K K K A A A,7,pass
tree-v4,266,336,"[2, 1, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 1, 0, 1, 0, 2]",0,9 10 Q Q,6,pass
tree-v4,266,336,"[2, 1, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 1, 0, 1, 0, 2]",0,9 10 Q Q,5,pass
tree-v4,266,336,"[1, 1, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 1, 0, 1, 0, 2]",0,10 Q Q,4,pass
tree-v4,266,336,"[1, 1, 0, 0, 0, 0, 0, 0]","[4, 1, 0, 1, 0, 1, 0, 2]",1,10 Q Q,2,pass
tree-v4,375,266,"[1, 3, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 3 3 4 4 4 4 4 5 6 6 6 7 7 8 8 9 9 10 10 Q Q K K K 2 2,22,best
tree-v4,375,266,"[0, 3, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",0,3 4 4 4 4 4 5 6 6 6 7 8 8 9 9 10 10 Q Q 2 2,21,bomb
tree-v4,375,266,"[0, 3, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 1]",5,3 4 5 6 6 6 7 8 8 9 9 10 10 Q Q 2 2,17,pass
tree-v4,375,266,"[0, 3, 0, 1, 1, 0, 0, 0]","[2, 0, 0, 0, 0, 1, 0, 1]",0,3 4 5 6 6 6 7 8 8 9 9 10 10 Q Q 2 2,16,pass
tree-v4,375,266,"[0, 3, 0, 1, 1, 0, 0, 0]","[3, 0, 0, 0, 0, 1, 0, 1]",0,3 4 5 6 6 6 7 8 8 9 9 10 10 Q Q 2 2,15,pass
tree-v4,375,266,"[0, 3, 0, 1, 1, 0, 0, 0]","[3, 1, 0, 0, 0, 1, 0, 1]",1,3 4 5 6 6 6 7 8 8 9 9 10 10 Q Q 2 2,13,best
tree-v4,375,266,"[0, 2, 0, 1, 1, 0, 0, 0]","[3, 2, 0, 0, 0, 1, 0, 1]",1,3 4 5 6 7 8 8 9 9 10 10 Q Q 2 2,11,best
tree-v4,375,266,"[0, 1, 0, 1, 1, 0, 0, 0]","[3, 3, 0, 0, 0, 1, 0, 1]",1,3 4 5 6 7 8 8 9 9 10 10 2 2,9,best
tree-v4,375,266,"[0, 0, 0, 1, 1, 0, 0, 0]","[3, 3, 0, 0, 0, 2, 0, 1]",5,3 4 5 6 7 8 8 9 9 10 10,4,best
tree-v4,273,330,"[1, 3, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",7,3 5 5 7 7 9 9 J J J J Q Q Q K K A A A 2 2 2,22,best
tree-v4,273,330,"[0, 3, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",0,7 7 9 9 J J J J K K A A A 2 2 2,21,combat
tree-v4,273,330,"[1, 2, 0, 0, 0, 1, 1, 0]","[2, 0, 0, 0, 0, 0, 0, 1]",0,7 7 9 9 J J J J K A A A 2 2 2,20,bomb
tree-v4,273,330,"[0, 1, 0, 0, 0, 0, 1, 0]","[2, 1, 0, 0, 0, 0, 0, 1]",1,9 9 A A A 2 2 2,18,best
tree-v4,273,330,"[0, 0, 0, 0, 0, 0, 1, 0]","[2, 2, 0, 0, 0, 0, 0, 1]",1,A A A 2 2 2,16,combat
tree-v4,273,330,"[1, 0, 1, 0, 0, 0, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 1]",1,A 2 2 2,14,pass
tree-v4,273,330,"[1, 0, 1, 0, 0, 0, 0, 0]","[2, 4, 0, 0, 0, 0, 0, 1]",1,A 2 2 2,12,pass
tree-v4,273,330,"[1, 0, 1, 0, 0, 0, 0, 0]","[2, 5, 0, 0, 0, 0, 0, 1]",1,A 2 2 2,10,combat
tree-v4,273,330,"[2, 0, 0, 0, 0, 0, 0, 0]","[2, 5, 0, 0, 0, 1, 0, 1]",5,A 2,6,combat
tree-v4,273,330,"[2, 0, 0, 0, 0, 0, 0, 0]","[2, 5, 0, 0, 0, 1, 0, 2]",7,A 2,1,combat
tree-v4,320,292,"[4, 3, 0, 0, 0, 2, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",5,3 5 5 5 5 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q Q A 2,23,best
tree-v4,320,292,"[4, 3, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 2, 0, 0]",5,3 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q Q A 2,19,pass
tree-v4,320,292,"[4, 3, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 2, 0, 0]",3,3 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q Q A 2,14,pass
tree-v4,320,292,"[4, 3, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 2, 0, 1]",7,3 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q Q A 2,9,pass
tree-v4,320,292,"[4, 3, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 2, 0, 1]",1,3 6 6 6 7 7 7 8 8 9 9 9 9 10 J J Q Q A 2,7,pass
tree-v4,320,292,"[4, 3, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 1, 0, 3, 0, 1]",5,3 6 6 6 7 7 7 8 8 10 J J Q Q A 2,2,pass
new-big-forest,263,300,"[3, 2, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 0]",3,3 3 3 3 3 4 4 5 5 5 5 6 6 6 7 8 8 8 9 9 9 Q Q K A 2 2,22,pass
new-big-forest,263,300,"[3, 2, 0, 0, 0, 2, 1, 1]","[0, 0, 0, 2, 0, 0, 0, 0]",3,3 3 3 3 3 4 4 5 5 5 5 6 6 6 7 8 8 8 9 9 9 Q Q K A 2 2,17,bomb
