winner,winner score,loser score,target,strategy,opponent,hand,used
AI-random,295,294,7,"[1, 1, 0, 1, 1, 0, 0, 1]","[2, 3, 0, 1, 0, 1, 0, 1]",3 4 4 5 6 7 7 7 8 9 J J Q Q K K 2 2 2, 7 8 9 10 J 4 8 J 9 9 10 10 K K 2 2 10 10 10 10 3 3 3 5 5 A A A 3 3 
AI-random,295,294,0,"[1, 1, 0, 1, 1, 0, 0, 0]","[2, 3, 0, 1, 0, 1, 0, 1]",3 5 6 7 7 7 8 9 J J Q Q K K, 7 8 9 10 J 4 8 J 9 9 10 10 K K 2 2 10 10 10 10 3 3 3 5 5 A A A 3 3 2 2 2 4 4 
AI-random,295,294,3,"[0, 1, 0, 1, 1, 0, 0, 0]","[2, 3, 0, 1, 0, 1, 0, 1]",5 6 7 7 7 8 9 J J Q Q K K, 7 8 9 10 J 4 8 J 9 9 10 10 K K 2 2 10 10 10 10 3 3 3 5 5 A A A 3 3 2 2 2 4 4 3 
AI-random,295,294,4,"[0, 1, 0, 0, 1, 0, 0, 0]","[2, 3, 0, 1, 0, 1, 0, 1]",7 7 J J Q Q K K, 7 8 9 10 J 4 8 J 9 9 10 10 K K 2 2 10 10 10 10 3 3 3 5 5 A A A 3 3 2 2 2 4 4 3 5 6 7 8 9 
AI-random,295,294,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[2, 3, 0, 1, 0, 1, 0, 1]",7 7, 7 8 9 10 J 4 8 J 9 9 10 10 K K 2 2 10 10 10 10 3 3 3 5 5 A A A 3 3 2 2 2 4 4 3 5 6 7 8 9 J J Q Q K K 
AI-random,318,298,5,"[0, 0, 0, 1, 0, 2, 0, 2]","[4, 1, 0, 0, 0, 0, 0, 2]",3 3 3 4 4 6 6 7 7 7 8 9 10 J Q K K K K 2 2 2 2, 3 5 J 4 8 K 7 7 7 3 3 9 9 9 5 5 10 10 A A 
AI-random,318,298,7,"[0, 0, 0, 1, 0, 1, 0, 2]","[4, 1, 0, 0, 0, 0, 0, 2]",3 3 3 4 4 6 6 7 7 7 8 9 10 J Q 2 2 2 2, 3 5 J 4 8 K 7 7 7 3 3 9 9 9 5 5 10 10 A A K K K K 
AI-random,318,298,3,"[0, 0, 0, 1, 0, 1, 0, 1]","[4, 1, 0, 0, 0, 0, 0, 2]",6 6 7 7 7 8 9 10 J Q 2 2 2 2, 3 5 J 4 8 K 7 7 7 3 3 9 9 9 5 5 10 10 A A K K K K 3 3 3 4 4 
AI-random,318,298,7,"[0, 0, 0, 0, 0, 1, 0, 1]","[4, 1, 0, 0, 0, 0, 0, 2]",6 6 7 7 7 2 2 2 2, 3 5 J 4 8 K 7 7 7 3 3 9 9 9 5 5 10 10 A A K K K K 3 3 3 4 4 8 9 10 J Q 
AI-tree-model,321,309,7,"[3, 3, 0, 0, 0, 3, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 6 7 7 9 9 9 9 10 10 J J J Q Q A A A A 2, 7 K 
AI-tree-model,321,309,0,"[3, 3, 0, 0, 0, 3, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 4 6 6 6 6 7 7 9 9 9 9 10 10 Q Q A A A A 2, 7 K J J J 5 5 
AI-tree-model,321,309,1,"[1, 3, 0, 0, 0, 3, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0]",4 6 6 6 6 7 7 9 9 9 9 10 10 Q Q A A A A, 7 K J J J 5 5 3 K 2 
AI-tree-model,321,309,0,"[1, 1, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",4 6 6 6 6 9 9 9 9 10 10 A A A A, 7 K J J J 5 5 3 K 2 7 7 10 10 Q Q 
AI-tree-model,321,309,1,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",6 6 6 6 9 9 9 9 10 10 A A A A, 7 K J J J 5 5 3 K 2 7 7 10 10 Q Q 4 
AI-tree-model,321,309,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",6 6 6 6 9 9 9 9 A A A A, 7 K J J J 5 5 3 K 2 7 7 10 10 Q Q 4 10 10 
AI-random,279,318,1,"[2, 3, 0, 0, 0, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 6 6 6 6 7 7 7 8 9 9 9 10 10 J J J K K 2 2, 
AI-random,279,318,0,"[2, 1, 0, 0, 0, 1, 0, 3]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 6 6 6 6 7 7 7 8 9 9 9 J J J 2 2, 10 10 Q Q K K 
AI-random,279,318,5,"[1, 1, 0, 0, 0, 1, 0, 3]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 6 6 6 6 7 7 7 8 9 9 9 J J J 2 2, 10 10 Q Q K K 5 
AI-random,279,318,7,"[0, 1, 0, 0, 0, 0, 0, 3]","[1, 1, 0, 0, 0, 1, 0, 0]",3 3 4 4 5 5 7 7 7 9 9 9 J J J 2 2, 10 10 Q Q K K 5 6 6 6 6 2 2 2 2 3 8 
AI-random,279,318,1,"[0, 1, 0, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 1]",4 4 9 9 9 2 2, 10 10 Q Q K K 5 6 6 6 6 2 2 2 2 3 8 7 7 7 3 3 9 9 9 6 6 J J J 5 5 
AI-random,279,318,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 1]",4 4 9 9 9, 10 10 Q Q K K 5 6 6 6 6 2 2 2 2 3 8 7 7 7 3 3 9 9 9 6 6 J J J 5 5 2 2 
AI-random,359,264,0,"[3, 1, 0, 1, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 6 7 7 8 9 9 10 J J J J Q Q Q Q K K K K A A 2 2 2, 
AI-random,359,264,5,"[0, 1, 0, 1, 0, 2, 0, 1]","[5, 1, 0, 0, 1, 1, 0, 0]",3 3 6 7 8 9 10 Q Q Q Q K K K K A A 2 2 2, 4 10 3 7 Q 4 9 K A A 7 7 8 8 9 9 5 5 5 5 J J J J 
AI-random,359,264,5,"[0, 1, 0, 1, 0, 1, 0, 1]","[5, 1, 0, 0, 1, 1, 0, 0]",3 3 6 7 8 9 10 K K K K A A 2 2 2, 4 10 3 7 Q 4 9 K A A 7 7 8 8 9 9 5 5 5 5 J J J J Q Q Q Q 
AI-random,359,264,1,"[0, 1, 0, 1, 0, 0, 0, 1]","[5, 1, 0, 0, 1, 1, 0, 0]",3 3 6 7 8 9 10 A A 2 2 2, 4 10 3 7 Q 4 9 K A A 7 7 8 8 9 9 5 5 5 5 J J J J Q Q Q Q K K K K 
AI-random,359,264,7,"[0, 0, 0, 1, 0, 0, 0, 1]","[5, 1, 0, 0, 1, 1, 0, 0]",3 3 6 7 8 9 10 2 2 2, 4 10 3 7 Q 4 9 K A A 7 7 8 8 9 9 5 5 5 5 J J J J Q Q Q Q K K K K A A 
AI-random,359,264,3,"[0, 0, 0, 1, 0, 0, 0, 0]","[5, 1, 0, 0, 1, 1, 0, 0]",6 7 8 9 10, 4 10 3 7 Q 4 9 K A A 7 7 8 8 9 9 5 5 5 5 J J J J Q Q Q Q K K K K A A 2 2 2 3 3 
AI-tree-model,332,266,2,"[1, 0, 1, 0, 0, 1, 1, 0]","[4, 3, 0, 0, 0, 0, 0, 2]",3 7 7 7 K K K K A A A 2 2 2, 8 8 10 10 Q Q 3 5 6 8 J 5 5 5 3 3 6 6 6 4 4 9 9 9 4 4 A A K Q Q Q Q 
AI-tree-model,332,266,0,"[1, 0, 0, 0, 0, 1, 1, 0]","[4, 3, 0, 0, 0, 0, 0, 2]",3 K K K K A A A 2 2 2, 8 8 10 10 Q Q 3 5 6 8 J 5 5 5 3 3 6 6 6 4 4 9 9 9 4 4 A A K Q Q Q Q 7 7 7 
AI-tree-model,332,266,5,"[0, 0, 0, 0, 0, 1, 1, 0]","[4, 3, 0, 0, 0, 0, 0, 2]",K K K K A A A 2 2 2, 8 8 10 10 Q Q 3 5 6 8 J 5 5 5 3 3 6 6 6 4 4 9 9 9 4 4 A A K Q Q Q Q 7 7 7 3 
AI-tree-model,332,266,6,"[0, 0, 0, 0, 0, 0, 1, 0]","[4, 3, 0, 0, 0, 0, 0, 2]",A A A 2 2 2, 8 8 10 10 Q Q 3 5 6 8 J 5 5 5 3 3 6 6 6 4 4 9 9 9 4 4 A A K Q Q Q Q 7 7 7 3 K K K K 
AI-tree-model,313,286,0,"[2, 1, 1, 0, 0, 2, 2, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 5 6 6 6 7 7 7 7 J J Q K K K A A A 2 2 2 2, 
AI-tree-model,313,286,0,"[2, 0, 1, 0, 0, 2, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0]",3 3 3 4 4 4 6 6 6 7 7 7 7 Q K K K A A A 2 2 2 2, 5 K 8 8 J J 
AI-tree-model,313,286,0,"[1, 0, 1, 0, 0, 2, 0, 1]","[2, 1, 0, 0, 0, 0, 1, 1]",3 3 4 4 4 6 6 6 7 7 7 7 Q 2 2 2 2, 5 K 8 8 J J 3 2 9 9 9 4 4 5 5 5 6 6 6 K K K A A A 
AI-tree-model,313,286,2,"[0, 0, 1, 0, 0, 2, 0, 1]","[2, 1, 0, 0, 0, 0, 1, 1]",3 3 4 4 4 6 6 6 7 7 7 7 2 2 2 2, 5 K 8 8 J J 3 2 9 9 9 4 4 5 5 5 6 6 6 K K K A A A Q 
AI-tree-model,313,286,5,"[0, 0, 0, 0, 0, 2, 0, 1]","[2, 1, 0, 0, 0, 0, 1, 1]",3 3 4 4 4 7 7 7 7 2 2 2 2, 5 K 8 8 J J 3 2 9 9 9 4 4 5 5 5 6 6 6 K K K A A A Q 6 6 6 
AI-tree-model,313,286,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 1, 1, 2]",3 3 4 4 4, 5 K 8 8 J J 3 2 9 9 9 4 4 5 5 5 6 6 6 K K K A A A Q 6 6 6 7 7 7 7 10 10 10 10 10 Q Q Q 7 7 2 2 2 2 
AI-tree-model,308,249,3,"[0, 1, 0, 2, 0, 1, 0, 1]","[0, 3, 0, 0, 0, 0, 0, 0]",3 3 3 4 5 6 6 6 7 7 8 9 10 J K K K A A A A, 6 6 9 9 10 10 Q Q K K 2 2 
AI-tree-model,308,249,1,"[0, 1, 0, 0, 0, 1, 0, 1]","[0, 3, 0, 1, 0, 0, 0, 0]",3 3 6 6 K K K A A A A, 6 6 9 9 10 10 Q Q K K 2 2 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J 
AI-tree-model,308,249,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 4, 0, 1, 0, 0, 0, 1]",A A A A, 6 6 9 9 10 10 Q Q K K 2 2 3 4 5 6 7 5 6 7 8 9 7 8 9 10 J 6 6 Q Q 4 4 4 3 3 K K K 3 3 
AI-tree-model,256,347,3,"[2, 0, 1, 1, 0, 2, 0, 1]","[1, 3, 0, 0, 0, 0, 2, 0]",3 3 3 4 4 5 5 5 5 5 6 6 6 6 7 7 7 10 J Q Q K A 2, 10 10 10 J J J K K K A A A 6 6 9 9 Q Q 7 7 4 8 
AI-tree-model,256,347,0,"[2, 0, 1, 0, 0, 2, 0, 1]","[1, 3, 0, 0, 0, 0, 2, 0]",3 3 3 4 4 5 5 5 5 5 6 6 6 6 7 7 7 10 Q, 10 10 10 J J J K K K A A A 6 6 9 9 Q Q 7 7 4 8 J Q K A 2 
AI-tree-model,256,347,0,"[1, 0, 1, 0, 0, 2, 0, 1]","[1, 3, 0, 0, 0, 0, 2, 0]",3 3 3 4 4 5 5 5 5 5 6 6 6 6 7 7 7 Q, 10 10 10 J J J K K K A A A 6 6 9 9 Q Q 7 7 4 8 J Q K A 2 10 
AI-tree-model,256,347,2,"[0, 0, 1, 0, 0, 2, 0, 1]","[1, 3, 0, 0, 0, 0, 2, 0]",3 3 3 4 4 5 5 5 5 5 6 6 6 6 7 7 7, 10 10 10 J J J K K K A A A 6 6 9 9 Q Q 7 7 4 8 J Q K A 2 10 Q 
AI-tree-model,256,347,5,"[0, 0, 0, 0, 0, 2, 0, 1]","[1, 3, 0, 0, 0, 0, 2, 0]",3 3 3 4 4 5 5 5 5 5 6 6 6 6, 10 10 10 J J J K K K A A A 6 6 9 9 Q Q 7 7 4 8 J Q K A 2 10 Q 7 7 7 
AI-tree-model,256,347,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[1, 4, 0, 0, 0, 1, 2, 0]",3 3 3 4 4, 10 10 10 J J J K K K A A A 6 6 9 9 Q Q 7 7 4 8 J Q K A 2 10 Q 7 7 7 5 5 5 5 5 2 2 2 2 2 9 9 6 6 6 6 
AI-tree-model,281,308,3,"[2, 2, 0, 1, 0, 1, 0, 2]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 6 7 8 8 9 10 Q K K A A 2 2 2, 9 9 J J 
AI-tree-model,281,308,0,"[2, 2, 0, 0, 0, 1, 0, 2]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 6 6 8 Q K K A A 2 2 2, 9 9 J J 6 7 8 9 10 
AI-tree-model,281,308,1,"[0, 1, 0, 0, 0, 0, 0, 2]","[2, 2, 0, 0, 0, 2, 0, 0]",3 3 5 5 5 6 6 A A 2 2 2, 9 9 J J 6 7 8 9 10 8 10 Q 2 3 3 3 3 4 4 4 4 Q Q Q Q J J K K 
AI-tree-model,281,308,7,"[0, 0, 0, 0, 0, 0, 0, 2]","[2, 2, 0, 0, 0, 2, 0, 0]",3 3 5 5 5 6 6 2 2 2, 9 9 J J 6 7 8 9 10 8 10 Q 2 3 3 3 3 4 4 4 4 Q Q Q Q J J K K A A 
AI-random,281,300,5,"[1, 3, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 5 5 5 7 7 7 8 8 9 9 9 9 9 9 10 J J Q K A 2 2, 
AI-random,281,300,0,"[1, 3, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 5 5 5 7 7 7 8 8 9 9 10 J J Q K A 2 2, 9 9 9 9 
AI-random,281,300,7,"[0, 3, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 5 5 5 7 7 7 8 8 9 9 10 J Q K A 2 2, 9 9 9 9 J 
AI-random,281,300,6,"[0, 1, 0, 1, 0, 0, 1, 0]","[2, 2, 0, 0, 0, 0, 1, 2]",4 4 4 5 5 5 8 8 10 J Q K A, 9 9 9 9 J 7 7 7 3 3 10 10 10 5 5 K K K 6 6 9 J A A A 2 2 2 8 8 9 9 Q Q 2 2 
AI-random,281,300,3,"[0, 1, 0, 1, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 1, 2]",8 8 10 J Q K A, 9 9 9 9 J 7 7 7 3 3 10 10 10 5 5 K K K 6 6 9 J A A A 2 2 2 8 8 9 9 Q Q 2 2 4 4 4 5 5 5 
AI-random,281,300,1,"[0, 1, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 1, 2]",8 8, 9 9 9 9 J 7 7 7 3 3 10 10 10 5 5 K K K 6 6 9 J A A A 2 2 2 8 8 9 9 Q Q 2 2 4 4 4 5 5 5 10 J Q K A 
AI-tree-model,322,296,1,"[0, 2, 1, 2, 0, 2, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 7 7 8 8 8 9 10 10 10 10 K K K A A A A A 2 2, 7 J 
AI-tree-model,322,296,2,"[0, 0, 1, 2, 0, 2, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 7 7 8 9 10 10 10 10 K K K A A A A A, 7 J 8 8 J J 2 2 
AI-tree-model,322,296,3,"[0, 0, 0, 2, 0, 2, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 7 7 8 9 10 10 10 10 A A A A A, 7 J 8 8 J J 2 2 K K K 
AI-tree-model,322,296,3,"[0, 0, 0, 1, 0, 2, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",5 6 7 8 9 10 10 10 10 A A A A A, 7 J 8 8 J J 2 2 K K K 3 4 5 6 7 
AI-tree-model,322,296,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",10 10 10 10 A A A A A, 7 J 8 8 J J 2 2 K K K 3 4 5 6 7 5 6 7 8 9 
AI-random,329,324,0,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",4 4 5 6 6 7 7 9 J J J Q Q Q Q K K K K A 2 2, 9 9 9 5 5 10 10 10 3 3 
AI-random,329,324,1,"[1, 3, 0, 0, 0, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",4 4 6 6 7 7 9 J J J Q Q Q Q K K K K 2 2, 9 9 9 5 5 10 10 10 3 3 5 10 A 
AI-random,329,324,1,"[1, 1, 0, 0, 0, 2, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 1]",4 4 7 7 9 J J J Q Q Q Q K K K K, 9 9 9 5 5 10 10 10 3 3 5 10 A 6 6 J J 2 2 
AI-random,329,324,7,"[0, 0, 0, 0, 0, 2, 0, 1]","[2, 2, 2, 0, 0, 0, 0, 1]",4 4 J J J Q Q Q Q K K K K, 9 9 9 5 5 10 10 10 3 3 5 10 A 6 6 J J 2 2 7 7 Q Q 7 7 7 A A A 3 9 
AI-random,329,324,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 2, 2, 0, 0, 0, 0, 1]",Q Q Q Q K K K K, 9 9 9 5 5 10 10 10 3 3 5 10 A 6 6 J J 2 2 7 7 Q Q 7 7 7 A A A 3 9 J J J 4 4 
AI-tree-model,306,291,0,"[3, 2, 0, 0, 1, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 5 5 6 6 6 6 7 7 7 8 9 10 10 10 J J Q Q K K A A 2 2 2, 
AI-tree-model,306,291,0,"[2, 2, 0, 0, 1, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 5 5 6 6 6 6 7 7 8 9 10 10 10 J J Q Q K K A A 2 2 2, 7 
AI-tree-model,306,291,0,"[1, 2, 0, 0, 1, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 5 5 6 6 6 6 7 7 9 10 10 10 J J Q Q K K A A 2 2 2, 7 8 
