winner,winner score,loser score,target,strategy,opponent,hand,used
AI-tree-model,295,279,0,"[1, 0, 0, 0, 0, 3, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 3]",5 5 5 5 5 6 6 6 6 J A A A A, 3 6 8 A 2 4 10 10 10 7 7 J J J 5 5 9 9 9 3 3 Q Q Q 7 7 8 8 9 9 10 10 K K 
AI-tree-model,295,279,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 3]",5 5 5 5 5 6 6 6 6 A A A A, 3 6 8 A 2 4 10 10 10 7 7 J J J 5 5 9 9 9 3 3 Q Q Q 7 7 8 8 9 9 10 10 K K J 
AI-tree-model,295,279,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 3]",6 6 6 6 A A A A, 3 6 8 A 2 4 10 10 10 7 7 J J J 5 5 9 9 9 3 3 Q Q Q 7 7 8 8 9 9 10 10 K K J 5 5 5 5 5 
AI-tree-model,295,279,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 3]",A A A A, 3 6 8 A 2 4 10 10 10 7 7 J J J 5 5 9 9 9 3 3 Q Q Q 7 7 8 8 9 9 10 10 K K J 5 5 5 5 5 6 6 6 6 
AI-tree-model,306,296,3,"[1, 4, 0, 1, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 4 5 5 5 6 7 8 9 9 10 10 J J J J Q K K A A A 2 2, 
AI-tree-model,306,296,1,"[1, 4, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 3 3 5 5 9 9 10 10 J J J J Q K K A A A 2 2, 4 5 6 7 8 
AI-tree-model,306,296,1,"[1, 2, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 3 3 5 5 10 10 J J J J Q A A A 2 2, 4 5 6 7 8 9 9 Q Q K K 
AI-tree-model,306,296,1,"[1, 1, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 3 3 5 5 J J J J Q A A A 2 2, 4 5 6 7 8 9 9 Q Q K K 10 10 
AI-tree-model,306,296,0,"[1, 0, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 3 3 5 5 J J J J Q A A A, 4 5 6 7 8 9 9 Q Q K K 10 10 2 2 
AI-tree-model,306,296,5,"[0, 0, 0, 0, 0, 2, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0]",3 3 3 3 5 5 J J J J A A A, 4 5 6 7 8 9 9 Q Q K K 10 10 2 2 Q 
AI-tree-model,306,296,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 3, 0, 1, 1, 1, 0, 0]",5 5 A A A, 4 5 6 7 8 9 9 Q Q K K 10 10 2 2 Q 3 3 3 3 6 6 6 6 6 4 5 6 7 8 8 8 9 9 K K A A 2 2 J J J J 
new-forest,318,287,7,"[2, 0, 0, 0, 0, 3, 0, 2]","[3, 0, 0, 0, 0, 0, 0, 0]",3 4 4 5 5 5 7 7 8 8 8 8 9 10 10 10 10 K K K K A A A, 3 6 10 Q A 2 
new-forest,318,287,0,"[1, 0, 0, 0, 0, 3, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 2]",3 8 8 8 8 10 10 10 10 K K K K, 3 6 10 Q A 2 5 5 5 4 4 9 9 9 3 3 A A A 7 7 2 2 2 6 6 5 9 
new-forest,318,287,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 2]",8 8 8 8 10 10 10 10 K K K K, 3 6 10 Q A 2 5 5 5 4 4 9 9 9 3 3 A A A 7 7 2 2 2 6 6 5 9 3 
new-forest,318,287,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 2]",10 10 10 10 K K K K, 3 6 10 Q A 2 5 5 5 4 4 9 9 9 3 3 A A A 7 7 2 2 2 6 6 5 9 3 8 8 8 8 
new-forest,318,287,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 2]",K K K K, 3 6 10 Q A 2 5 5 5 4 4 9 9 9 3 3 A A A 7 7 2 2 2 6 6 5 9 3 8 8 8 8 10 10 10 10 
new-forest,367,302,2,"[2, 0, 3, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",5 8 8 8 8 9 9 9 J J J J Q Q Q K A A A A A 2 2 2, 5 7 A 9 9 10 10 
new-forest,367,302,2,"[2, 0, 2, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",5 8 8 8 8 J J J J Q Q Q K A A A A A 2 2 2, 5 7 A 9 9 10 10 9 9 9 
new-forest,367,302,2,"[2, 0, 1, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",5 8 8 8 8 J J J J K A A A A A 2 2 2, 5 7 A 9 9 10 10 9 9 9 Q Q Q 
new-forest,367,302,0,"[2, 0, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",5 8 8 8 8 J J J J K A A A A A, 5 7 A 9 9 10 10 9 9 9 Q Q Q 2 2 2 
new-forest,367,302,0,"[1, 0, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",8 8 8 8 J J J J K A A A A A, 5 7 A 9 9 10 10 9 9 9 Q Q Q 2 2 2 5 
new-forest,367,302,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0]",8 8 8 8 J J J J A A A A A, 5 7 A 9 9 10 10 9 9 9 Q Q Q 2 2 2 5 K 
new-forest,367,302,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 1, 0, 0, 0, 1, 0, 0]",J J J J, 5 7 A 9 9 10 10 9 9 9 Q Q Q 2 2 2 5 K 8 8 8 8 6 6 6 6 6 A A A A A 
AI-tree-model,325,261,0,"[3, 6, 0, 0, 0, 3, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 5 5 6 6 7 8 8 8 8 10 10 J J J J Q Q K K A 2 2 2 2, 
AI-tree-model,325,261,0,"[1, 6, 0, 0, 0, 3, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 5 5 6 6 7 8 8 8 8 10 10 J J J J Q Q K K 2 2 2 2, 4 8 A 
AI-tree-model,325,261,1,"[0, 5, 0, 0, 0, 3, 0, 0]","[3, 1, 0, 1, 0, 0, 0, 1]",3 3 5 5 6 6 8 8 8 8 10 10 J J J J Q Q 2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 
AI-tree-model,325,261,1,"[0, 4, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",5 5 6 6 10 10 J J J J Q Q 2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 3 3 K K 6 6 6 6 8 8 8 8 
AI-tree-model,325,261,1,"[0, 3, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",6 6 10 10 J J J J Q Q 2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 3 3 K K 6 6 6 6 8 8 8 8 5 5 
AI-tree-model,325,261,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",10 10 J J J J Q Q 2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 3 3 K K 6 6 6 6 8 8 8 8 5 5 6 6 
AI-tree-model,325,261,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",J J J J Q Q 2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 3 3 K K 6 6 6 6 8 8 8 8 5 5 6 6 10 10 
AI-tree-model,325,261,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",J J J J 2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 3 3 K K 6 6 6 6 8 8 8 8 5 5 6 6 10 10 Q Q 
AI-tree-model,325,261,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",2 2 2 2, 4 8 A 7 9 6 7 8 9 10 J J J 3 3 A Q Q K K 3 3 K K 6 6 6 6 8 8 8 8 5 5 6 6 10 10 Q Q J J J J 
new-forest,291,297,7,"[3, 2, 0, 0, 0, 3, 0, 1]","[3, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 4 5 5 5 5 7 8 8 10 10 10 10 J Q Q Q K 2 2, 3 6 7 9 K A 
new-forest,291,297,0,"[3, 0, 0, 0, 0, 3, 0, 0]","[3, 2, 0, 0, 0, 0, 0, 1]",4 4 4 4 5 5 5 5 7 10 10 10 10 J K, 3 6 7 9 K A Q Q Q 3 3 2 2 2 3 3 6 6 8 8 10 10 2 2 
new-forest,291,297,0,"[2, 0, 0, 0, 0, 3, 0, 0]","[3, 2, 0, 0, 0, 0, 0, 1]",4 4 4 4 5 5 5 5 10 10 10 10 J K, 3 6 7 9 K A Q Q Q 3 3 2 2 2 3 3 6 6 8 8 10 10 2 2 7 
new-forest,291,297,0,"[1, 0, 0, 0, 0, 3, 0, 0]","[3, 2, 0, 0, 0, 0, 0, 1]",4 4 4 4 5 5 5 5 10 10 10 10 K, 3 6 7 9 K A Q Q Q 3 3 2 2 2 3 3 6 6 8 8 10 10 2 2 7 J 
new-forest,291,297,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[3, 2, 0, 0, 0, 0, 0, 1]",4 4 4 4 5 5 5 5 10 10 10 10, 3 6 7 9 K A Q Q Q 3 3 2 2 2 3 3 6 6 8 8 10 10 2 2 7 J K 
new-forest,291,297,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 4, 0, 0, 0, 1, 0, 1]",10 10 10 10, 3 6 7 9 K A Q Q Q 3 3 2 2 2 3 3 6 6 8 8 10 10 2 2 7 J K 4 4 4 4 J J J J 8 8 Q Q 5 5 5 5 
new-forest,303,323,7,"[2, 1, 0, 0, 0, 2, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 5 6 6 6 6 7 7 9 10 10 10 J Q Q K K K 2 2 2, 
new-forest,303,323,7,"[2, 1, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 5 5 5 5 6 6 6 6 7 7 9 J Q Q K K K 2 2 2, 10 10 10 3 3 
new-forest,303,323,7,"[2, 1, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 6 7 7 9 J Q Q 2 2 2, 10 10 10 3 3 K K K 4 4 
new-forest,303,323,0,"[2, 1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 6 9 J Q Q, 10 10 10 3 3 K K K 4 4 2 2 2 7 7 
new-forest,303,323,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[4, 1, 0, 0, 0, 0, 0, 0]",5 5 5 5 6 6 6 6, 10 10 10 3 3 K K K 4 4 2 2 2 7 7 9 K 4 J 2 7 5 5 Q Q 
new-forest,370,288,7,"[3, 0, 1, 0, 0, 4, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 6 6 10 10 10 10 J J J Q K K K A A A A 2 2 2 2, 
new-forest,370,288,2,"[3, 0, 1, 0, 0, 4, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 6 6 6 6 10 10 10 10 Q K K K A A A A 2 2 2 2, J J J 5 5 
new-forest,370,288,0,"[3, 0, 0, 0, 0, 4, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",3 4 6 6 6 6 10 10 10 10 Q A A A A 2 2 2 2, J J J 5 5 K K K 
new-forest,370,288,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[4, 5, 0, 0, 0, 2, 0, 0]",10 10 10 10 2 2 2 2, J J J 5 5 K K K 3 8 Q A 3 4 J 6 6 7 7 Q Q K K 2 2 4 4 4 4 6 6 6 6 10 10 10 10 A A A A 
new-forest,370,288,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[4, 5, 0, 0, 0, 2, 0, 0]",2 2 2 2, J J J 5 5 K K K 3 8 Q A 3 4 J 6 6 7 7 Q Q K K 2 2 4 4 4 4 6 6 6 6 10 10 10 10 A A A A 10 10 10 10 
new-forest,297,288,3,"[1, 1, 0, 2, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 6 7 7 8 8 8 9 9 10 10 J Q Q Q Q K K K 2 2, 
new-forest,297,288,3,"[1, 1, 0, 1, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 7 8 8 9 10 J Q Q Q Q K K K 2 2, 6 7 8 9 10 
new-forest,297,288,7,"[1, 1, 0, 0, 0, 1, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 8 Q Q Q Q K K K 2 2, 6 7 8 9 10 7 8 9 10 J 
new-forest,297,288,0,"[1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",8 2 2, 6 7 8 9 10 7 8 9 10 J 5 5 5 3 3 8 8 8 3 3 K K K 4 4 4 4 4 4 Q Q Q Q 
AI-tree-model,310,299,0,"[3, 3, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 5 5 5 5 6 6 7 8 8 10 10 10 J J Q K K K K 2, J J J 3 3 A A A 4 4 
AI-tree-model,310,299,1,"[0, 3, 0, 0, 0, 2, 0, 1]","[2, 0, 0, 0, 0, 0, 0, 1]",3 3 5 5 5 5 6 6 8 8 10 10 10 J J K K K K, J J J 3 3 A A A 4 4 7 9 Q A 2 
AI-tree-model,310,299,1,"[0, 1, 0, 0, 0, 1, 0, 1]","[4, 2, 0, 0, 0, 2, 0, 1]",3 3 5 5 5 5 8 8 10 10 10, J J J 3 3 A A A 4 4 7 9 Q A 2 6 6 10 10 J J 2 2 4 5 7 7 7 7 7 8 8 8 8 K K K K 
AI-tree-model,310,299,5,"[0, 0, 0, 0, 0, 1, 0, 1]","[4, 2, 0, 0, 0, 2, 0, 1]",3 3 5 5 5 5 10 10 10, J J J 3 3 A A A 4 4 7 9 Q A 2 6 6 10 10 J J 2 2 4 5 7 7 7 7 7 8 8 8 8 K K K K 8 8 
AI-tree-model,310,299,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[4, 2, 0, 0, 0, 2, 0, 1]",3 3 10 10 10, J J J 3 3 A A A 4 4 7 9 Q A 2 6 6 10 10 J J 2 2 4 5 7 7 7 7 7 8 8 8 8 K K K K 8 8 5 5 5 5 
new-forest,338,301,0,"[2, 6, 0, 0, 0, 3, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",3 4 5 5 6 6 8 8 9 9 10 10 10 10 J J Q Q K K K K A A A A, 5 2 
new-forest,338,301,0,"[1, 4, 0, 0, 0, 3, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",4 5 5 6 6 8 8 9 9 10 10 10 10 K K K K A A A A, 5 2 3 10 9 9 J J K K J J Q Q 
new-forest,338,301,1,"[0, 4, 0, 0, 0, 3, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",5 5 6 6 8 8 9 9 10 10 10 10 K K K K A A A A, 5 2 3 10 9 9 J J K K J J Q Q 4 
new-forest,338,301,1,"[0, 3, 0, 0, 0, 3, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",6 6 8 8 9 9 10 10 10 10 K K K K A A A A, 5 2 3 10 9 9 J J K K J J Q Q 4 5 5 
new-forest,338,301,1,"[0, 2, 0, 0, 0, 3, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",8 8 9 9 10 10 10 10 K K K K A A A A, 5 2 3 10 9 9 J J K K J J Q Q 4 5 5 6 6 
new-forest,338,301,1,"[0, 1, 0, 0, 0, 3, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",9 9 10 10 10 10 K K K K A A A A, 5 2 3 10 9 9 J J K K J J Q Q 4 5 5 6 6 8 8 
new-forest,338,301,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[2, 3, 0, 0, 0, 0, 0, 0]",10 10 10 10 K K K K A A A A, 5 2 3 10 9 9 J J K K J J Q Q 4 5 5 6 6 8 8 9 9 
new-forest,338,301,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[2, 3, 0, 0, 0, 1, 0, 0]",A A A A, 5 2 3 10 9 9 J J K K J J Q Q 4 5 5 6 6 8 8 9 9 10 10 10 10 Q Q Q Q K K K K 
new-forest,306,295,3,"[0, 4, 0, 1, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 3, 0, 1]",4 5 6 6 6 7 7 7 8 9 9 J J K K 2 2 2, 5 9 A A 3 3 3 3 10 10 10 10 K K K K K 10 10 10 10 4 4 4 6 6 Q Q Q 3 3 
new-forest,306,295,1,"[0, 4, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 3, 0, 1]",6 6 7 7 9 9 J J K K 2 2 2, 5 9 A A 3 3 3 3 10 10 10 10 K K K K K 10 10 10 10 4 4 4 6 6 Q Q Q 3 3 4 5 6 7 8 
new-forest,306,295,1,"[0, 3, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 3, 0, 1]",6 6 9 9 J J K K 2 2 2, 5 9 A A 3 3 3 3 10 10 10 10 K K K K K 10 10 10 10 4 4 4 6 6 Q Q Q 3 3 4 5 6 7 8 7 7 
new-forest,306,295,1,"[0, 2, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 3, 0, 1]",6 6 J J K K 2 2 2, 5 9 A A 3 3 3 3 10 10 10 10 K K K K K 10 10 10 10 4 4 4 6 6 Q Q Q 3 3 4 5 6 7 8 7 7 9 9 
new-forest,306,295,1,"[0, 1, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 3, 0, 1]",6 6 K K 2 2 2, 5 9 A A 3 3 3 3 10 10 10 10 K K K K K 10 10 10 10 4 4 4 6 6 Q Q Q 3 3 4 5 6 7 8 7 7 9 9 J J 
new-forest,306,295,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[2, 1, 0, 0, 0, 3, 0, 1]",6 6 2 2 2, 5 9 A A 3 3 3 3 10 10 10 10 K K K K K 10 10 10 10 4 4 4 6 6 Q Q Q 3 3 4 5 6 7 8 7 7 9 9 J J K K 
AI-tree-model,287,255,0,"[4, 5, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 5 6 7 7 8 8 9 9 9 9 10 10 J J Q K A A A 2, 
AI-tree-model,287,255,0,"[2, 5, 0, 0, 0, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 5 7 7 8 8 9 9 9 9 10 10 J J K A A A 2, 6 7 Q 
AI-tree-model,287,255,0,"[1, 5, 0, 0, 0, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 5 7 7 8 8 9 9 9 9 10 10 J J A A A 2, 6 7 Q K 
AI-tree-model,287,255,1,"[0, 5, 0, 0, 0, 2, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 5 5 5 5 7 7 8 8 9 9 9 9 10 10 J J A A A, 6 7 Q K 2 
AI-tree-model,287,255,1,"[0, 3, 0, 0, 0, 2, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0]",3 3 5 5 5 5 7 7 8 8 9 9 9 9 J J A A A, 6 7 Q K 2 4 4 9 9 10 10 
AI-tree-model,287,255,1,"[0, 1, 0, 0, 0, 2, 0, 1]","[1, 2, 0, 0, 0, 0, 0, 0]",3 3 5 5 5 5 8 8 9 9 9 9 A A A, 6 7 Q K 2 4 4 9 9 10 10 7 7 10 10 J J 
AI-tree-model,287,255,5,"[0, 0, 0, 0, 0, 2, 0, 1]","[1, 2, 0, 0, 0, 0, 0, 0]",3 3 5 5 5 5 9 9 9 9 A A A, 6 7 Q K 2 4 4 9 9 10 10 7 7 10 10 J J 8 8 
AI-tree-model,287,255,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 2, 0, 1, 0, 1, 0, 1]",9 9 9 9, 6 7 Q K 2 4 4 9 9 10 10 7 7 10 10 J J 8 8 5 5 5 5 3 3 3 3 3 J Q K A 2 J Q 6 6 6 4 4 A A A 3 3 
new-forest,332,308,7,"[1, 4, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 6 6 7 7 7 7 8 8 8 9 J J Q Q K K K K A A 2 2 2, 
new-forest,332,308,7,"[1, 4, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0]",4 4 6 6 7 7 7 7 9 J J Q Q K K K K A A 2 2 2, 8 8 8 3 3 
new-forest,332,308,0,"[1, 4, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6 6 7 7 7 7 9 J J Q Q K K K K A A, 8 8 8 3 3 2 2 2 4 4 
new-forest,332,308,1,"[0, 4, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",6 6 7 7 7 7 J J Q Q K K K K A A, 8 8 8 3 3 2 2 2 4 4 9 
new-forest,332,308,1,"[0, 1, 0, 0, 0, 2, 0, 0]","[1, 3, 0, 0, 0, 0, 0, 0]",7 7 7 7 K K K K A A, 8 8 8 3 3 2 2 2 4 4 9 6 6 8 8 J J 2 2 3 9 9 Q Q 
new-forest,332,308,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[1, 3, 0, 0, 0, 0, 0, 0]",7 7 7 7 K K K K, 8 8 8 3 3 2 2 2 4 4 9 6 6 8 8 J J 2 2 3 9 9 Q Q A A 
AI-tree-model,290,287,0,"[2, 2, 0, 0, 0, 0, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 5 5 6 6 7 7 7 8 8 8 9 9 10 10 J J J Q Q Q A 2 2 2, 
AI-tree-model,290,287,1,"[0, 2, 0, 0, 0, 0, 1, 3]","[1, 0, 0, 0, 0, 0, 0, 0]",3 3 5 5 6 6 7 7 7 8 8 8 9 9 10 10 J J J Q Q Q 2 2 2, 4 9 A 
AI-tree-model,290,287,6,"[0, 1, 0, 0, 0, 0, 1, 1]","[2, 2, 0, 0, 0, 0, 1, 2]",5 5 8 8 8 10 10 J J J Q Q Q, 4 9 A 9 9 J J 10 2 2 K K K A A A 5 5 5 3 3 7 7 7 3 3 8 8 8 6 6 2 2 2 6 6 
AI-tree-model,290,287,1,"[0, 1, 0, 0, 0, 0, 0, 1]","[2, 2, 0, 0, 0, 0, 1, 2]",5 5 8 8 8 10 10, 4 9 A 9 9 J J 10 2 2 K K K A A A 5 5 5 3 3 7 7 7 3 3 8 8 8 6 6 2 2 2 6 6 J J J Q Q Q 
AI-tree-model,290,287,7,"[0, 0, 0, 0, 0, 0, 0, 1]","[2, 2, 0, 0, 0, 0, 1, 2]",5 5 8 8 8, 4 9 A 9 9 J J 10 2 2 K K K A A A 5 5 5 3 3 7 7 7 3 3 8 8 8 6 6 2 2 2 6 6 J J J Q Q Q 10 10 
new-forest,312,333,3,"[2, 1, 0, 1, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 5 6 6 8 8 8 8 9 10 10 10 J J J J J Q K A 2 2 2, 
new-forest,312,333,7,"[2, 1, 0, 0, 0, 2, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0]",3 3 4 4 4 5 6 6 8 8 8 8 9 10 10 J J J J 2 2 2, 10 J Q K A 
new-forest,312,333,0,"[2, 1, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1]",5 8 8 8 8 9 10 10 J J J J, 10 J Q K A 4 4 4 3 3 6 6 6 5 5 2 2 2 6 6 
new-forest,312,333,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[4, 1, 0, 0, 0, 0, 0, 1]",8 8 8 8 J J J J, 10 J Q K A 4 4 4 3 3 6 6 6 5 5 2 2 2 6 6 5 8 9 10 3 2 9 9 10 10 
new-tree,286,299,7,"[4, 2, 0, 0, 0, 2, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",3 3 4 4 4 4 6 6 6 7 8 8 8 8 8 9 10 10 Q K A A, 6 6 6 3 3 2 2 2 5 5 
new-tree,286,299,0,"[1, 2, 0, 0, 0, 2, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 3]",4 4 4 4 8 8 8 8 8 10 10 K A A, 6 6 6 3 3 2 2 2 5 5 6 6 6 3 3 9 9 9 4 4 J J J 7 7 3 7 10 Q K 4 9 
new-tree,286,299,1,"[0, 2, 0, 0, 0, 2, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 3]",4 4 4 4 8 8 8 8 8 10 10 A A, 6 6 6 3 3 2 2 2 5 5 6 6 6 3 3 9 9 9 4 4 J J J 7 7 3 7 10 Q K 4 9 K 
new-tree,286,299,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[4, 1, 0, 0, 0, 0, 0, 3]",4 4 4 4 8 8 8 8 8, 6 6 6 3 3 2 2 2 5 5 6 6 6 3 3 9 9 9 4 4 J J J 7 7 3 7 10 Q K 4 9 K 10 10 Q Q A A 
new-tree,351,276,0,"[1, 0, 0, 2, 0, 3, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",3 3 4 5 6 6 7 7 8 9 10 Q Q Q Q Q A A A A 2 2 2 2 2, 4 8 10 7 7 J J 
new-tree,351,276,3,"[0, 0, 0, 2, 0, 3, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",3 4 5 6 6 7 7 8 9 10 Q Q Q Q Q A A A A 2 2 2 2 2, 4 8 10 7 7 J J 3 
new-tree,351,276,3,"[0, 0, 0, 1, 0, 3, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",6 7 8 9 10 Q Q Q Q Q A A A A 2 2 2 2 2, 4 8 10 7 7 J J 3 3 4 5 6 7 
new-tree,351,276,5,"[0, 0, 0, 0, 0, 3, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",Q Q Q Q Q A A A A 2 2 2 2 2, 4 8 10 7 7 J J 3 3 4 5 6 7 6 7 8 9 10 
new-tree,351,276,5,"[0, 0, 0, 0, 0, 2, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",A A A A 2 2 2 2 2, 4 8 10 7 7 J J 3 3 4 5 6 7 6 7 8 9 10 Q Q Q Q Q 
new-tree,351,276,5,"[0, 0, 0, 0, 0, 1, 0, 0]","[3, 1, 0, 0, 0, 0, 0, 0]",2 2 2 2 2, 4 8 10 7 7 J J 3 3 4 5 6 7 6 7 8 9 10 Q Q Q Q Q A A A A 
new-tree,304,300,0,"[2, 2, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",4 5 5 7 7 7 7 7 8 8 8 9 9 10 10 J J Q K K 2 2, 9 9 9 3 3 A A A 6 6 
